价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2300,13,120663-B,2室1卫,13/18层,通州区,次渠南,次渠南里,地铁：距亦庄线次渠南站700米
2460,16,123847-A,3室1卫,2/6层,丰台区,四环路,宜兰园二区,地铁：距房山线四环路站1450米
2970,12,130611-B,3室1卫,7/26层,昌平区,朱辛庄,TBD万科天地,"地铁：距昌平线,8号线朱辛庄站200米"
2590,9,133706-D,4室1卫,1/6层,丰台区,七里庄,东大街东里,"地铁：距9号线,14号线西段七里庄站200米"
,,,,,,,,
2330,9,136042-B,2室1卫,11/21层,通州区,北运河西,中上园9号院,地铁：距6号线北运河西站300米
2620,9,11703-A,3室1卫,25/25层,丰台区,公益西桥,东亚三环,地铁：距4号线大兴线公益西桥站50米
3050,7,8816-D,4室1卫,9/30层,朝阳区,望京,望京新城,"地铁：距14号线东段,15号线望京站300米"
1780,12,138150-B,4室1卫,4/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
,,,,,,,,
2190,11,146013-B,2室1卫,8/11层,房山区,稻田,长景新园,地铁：距房山线稻田站350米
,,,,,,,,
1590,9,148539-B,5室1卫,1/6层,房山区,广阳城,世茂维拉,地铁：距房山线广阳城站700米
2200,14,150767-A,2室1卫,3/12层,房山区,篱笆房,清雅小区,地铁：距房山线篱笆房站850米
2540,15,13779-B,3室1卫,2/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米
,,,,,,,,
,,,,,,,,
,,,,,,,,
2990,13,157448-A,3室1卫,16/20层,昌平区,天通苑,天通苑西二区,地铁：距5号线天通苑站500米
3450,31,1756-C,4室1卫,24/32层,昌平区,天通苑南,天通苑东一区,地铁：距5号线天通苑南站1650米
1640,14,18812-B,4室1卫,4/14层,房山区,良乡大学城,首创紫悦台,地铁：距房山线良乡大学城站550米
2380,10,19027-B,3室1卫,11/13层,朝阳区,欢乐谷景区,垡头西里二区,地铁：距7号线欢乐谷景区站800米
,,,,,,,,
,,,,,,,,
1650,9,21047-D,4室1卫,24/29层,通州区,土桥,金隅通和园,地铁：距八通线土桥站1550米
2640,8,25098-C,3室1卫,1/28层,昌平区,龙泽,回龙观新村东区,"地铁：距13号线,昌平线西二旗站1250米"
2670,16,218-B,4室2卫,14/18层,丰台区,宋家庄,怡和世家,"地铁：距5号线,10号线,亦庄线宋家庄站950米"
1550,9,26045-D,4室1卫,9/20层,门头沟区,小园,保利首开四季怡园,地铁：距S1线小园站950米
,,,,,,,,
,,,,,,,,
1490,8,29351-A,4室1卫,8/16层,房山区,良乡大学城西,绿湾星苑,地铁：距房山线良乡大学城西站850米
1490,8,29351-C,4室1卫,8/16层,房山区,良乡大学城西,绿湾星苑,地铁：距房山线良乡大学城西站850米
2030,9,29005-B,4室1卫,2/30层,朝阳区,东坝中街,金隅悦和园,地铁：距14号线东段将台站4400米
2970,12,2946-B,3室1卫,9/34层,昌平区,龙泽,融泽嘉园新2号院,地铁：距13号线龙泽站1150米
1600,11,31990-C,5室1卫,14/15层,房山区,篱笆房,碧桂园温泉小区C区,地铁：距房山线篱笆房站1500米
2680,16,33605-B,2室1卫,4/6层,石景山区,杨庄,地铁大楼,"地铁：距1号线,6号线苹果园站1050米"
,,,,,,,,
1860,12,36222-B,4室1卫,14/17层,昌平区,沙河高教园,北街家园五区,地铁：距昌平线沙河高教园站950米
2150,14,36226-A,4室1卫,3/17层,通州区,九棵树,蓝山国际公寓,地铁：距八通线九棵树站500米
2430,6,34490-A,4室1卫,6/18层,海淀区,西小口,世华龙樾二里,地铁：距8号线西小口站150米
1440,8,32659-B,4室1卫,6/16层,房山区,良乡大学城西,绿湾星苑,地铁：距房山线良乡大学城西站850米
5210,25,27439-B,4室1卫,4/5层,海淀区,西二旗,领秀新硅谷,"地铁：距13号线,昌平线西二旗站700米"
1890,8,38236-F,6室2卫,5/5层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
,,,,,,,,
1860,11,44645-A,3室1卫,9/28层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
,,,,,,,,
1900,11,47228-C,3室1卫,5/6层,昌平区,沙河,五福家园,地铁：距昌平线沙河站2000米
1370,11,37836-B,5室2卫,11/12层,房山区,良乡南关,晨光小区,地铁：距房山线良乡南关站450米
1780,10,53607-C,3室1卫,17/18层,通州区,高楼金,高楼金第,地铁：距7号线高楼金站250米
2140,10,49688-B,4室1卫,1/7层,丰台区,郭庄子,万恒家园,地铁：距14号线西段郭庄子站300米
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,11,48032-A,4室1卫,6/6层,通州区,物资学院路,富河园,地铁：距6号线物资学院路站1250米
2320,16,61044-A,4室1卫,1/6层,昌平区,龙泽,二拨子新村西区,地铁：距13号线龙泽站1950米
2990,9,61477-A,3室1卫,1/6层,朝阳区,望京,南湖东园一区,"地铁：距14号线东段,15号线望京站550米"
2570,10,5458-A,3室1卫,1/6层,丰台区,角门东,西马金润家园,地铁：距10号线角门东站700米
1960,14,65453-B,3室1卫,11/19层,昌平区,沙河高教园,北街家园八区,地铁：距昌平线沙河高教园站1750米
2890,15,571-B,4室2卫,1/12层,昌平区,天通苑,天通苑北一区,地铁：距5号线天通苑站350米
2900,14,66748-D,4室1卫,13/17层,丰台区,六里桥,第七街区,"地铁：距9号线,10号线六里桥站2100米"
2650,9,68383-B,2室1卫,2/6层,昌平区,回龙观东大街,华龙苑中里,地铁：距8号线回龙观东大街站650米
3650,10,72151-A,3室1卫,2/16层,西城区,车公庄,北礼士路,"地铁：距6号线,2号线车公庄站150米"
2760,11,65148-A,3室1卫,17/18层,丰台区,六里桥东,太平桥西里,地铁：距9号线六里桥东站300米
3700,23,759-D,4室2卫,4/6层,昌平区,育知路,云趣园三区,地铁：距8号线育知路站850米
,,,,,,,,
,,,,,,,,
1480,7,116518-C,4室1卫,12/19层,昌平区,沙河高教园,北街家园一区,地铁：距昌平线沙河高教园站1200米
2400,9,121501-A,3室1卫,1/6层,丰台区,七里庄,东大街东里,"地铁：距9号线,14号线西段七里庄站200米"
1570,12,122208-C,3室1卫,1/11层,房山区,稻田,高四回迁楼,地铁：距房山线稻田站800米
,,,,,,,,
4360,18,129601-D,4室1卫,9/30层,海淀区,永泰庄,强佑清河新城,地铁：距8号线永泰庄站1100米
2350,8,132726-C,3室1卫,2/6层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米
2390,17,135391-C,3室1卫,2/6层,通州区,果园,靓景明居,地铁：距八通线果园站1300米
4500,62,136551-A,1室1卫,1/6层,通州区,果园,果园西小区,地铁：距八通线果园站450米
,,,,,,,,
2560,10,140326-A,2室1卫,2/6层,朝阳区,传媒大学,花园闸北里,地铁：距八通线传媒大学站600米
7210,70,142605-A,2室1卫,6/28层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米"
3060,16,13047-B,4室1卫,17/29层,丰台区,马家堡,嘉园一里,地铁：距4号线大兴线马家堡站50米
2740,12,148888-B,3室1卫,3/6层,昌平区,育知路,云趣园一区,地铁：距8号线育知路站300米
2640,11,148888-C,3室1卫,3/6层,昌平区,育知路,云趣园一区,地铁：距8号线育知路站300米
2130,11,152464-A,2室1卫,4/11层,房山区,稻田,长景新园,地铁：距房山线稻田站350米
,,,,,,,,
3030,10,154412-C,3室1卫,2/18层,海淀区,西小口,世华龙樾二里,地铁：距8号线西小口站150米
,,,,,,,,
2110,14,157094-C,3室1卫,15/22层,通州区,北运河西,百合湾,地铁：距6号线北运河西站1100米
2490,12,15048-A,3室1卫,1/15层,朝阳区,孙河,康营小区29区,地铁：距15号线孙河站1600米
3170,18,1521-A,3室1卫,1/18层,朝阳区,十里堡,双兴小区,地铁：距6号线十里堡站750米
3390,16,1517-B,3室1卫,2/18层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米"
,,,,,,,,
2720,11,1735-C,5室1卫,25/29层,朝阳区,青年路,国美第一城东区,地铁：距6号线青年路站1050米
2900,14,18373-A,3室1卫,6/12层,丰台区,公益西桥,城南嘉园益嘉园,地铁：距4号线大兴线公益西桥站500米
2440,11,18767-A,4室1卫,6/6层,昌平区,回龙观东大街,龙锦苑东二区,地铁：距8号线回龙观东大街站650米
1940,10,19506-C,4室1卫,4/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米
2400,11,22276-A,3室1卫,10/13层,朝阳区,东坝中街,金泽家园B区,地铁：距6号线褡裢坡站3700米
2650,13,21559-D,4室1卫,6/28层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2640,13,20283-D,4室1卫,21/27层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
,,,,,,,,
2350,14,2781-A,3室1卫,15/26层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
1920,10,25452-B,4室1卫,8/11层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
,,,,,,,,
3010,9,30566-A,4室1卫,2/6层,海淀区,马连洼,菊园,地铁：距13号线上地站2500米
2600,10,33175-B,2室1卫,6/6层,丰台区,北京南站,玉林东里三区,"地铁：距4号线大兴线,14号线东段北京南站站1400米"
2980,8,29928-A,3室1卫,27/28层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米"
2350,9,34696-F,6室2卫,6/6层,朝阳区,潘家园,松榆西里,地铁：距10号线潘家园站650米
2650,11,36146-B,2室1卫,6/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
1750,11,37455-B,3室1卫,2/18层,通州区,万盛西,大方居,地铁：距7号线万盛西站1350米
2300,8,42728-B,3室1卫,12/21层,石景山区,古城,中海金石公馆,地铁：距1号线古城站1000米
,,,,,,,,
1700,8,38302-B,4室1卫,8/17层,通州区,物资学院路,金地格林格林,地铁：距6号线物资学院路站2950米
3010,17,46719-B,3室1卫,1/6层,朝阳区,传媒大学,电建北院,地铁：距八通线传媒大学站750米
2610,9,43753-A,4室1卫,3/6层,海淀区,育新,悦秀园,地铁：距8号线育新站1300米
2250,11,50784-A,3室1卫,2/6层,大兴区,旧宫,清逸西园,地铁：距亦庄线旧宫站1550米
2450,20,50842-A,5室1卫,4/6层,大兴区,枣园,那尔水晶城,地铁：距4号线大兴线枣园站650米
2100,9,50934-D,4室1卫,4/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
1610,12,52621-D,4室1卫,5/6层,大兴区,黄村火车站,义和庄东里,地铁：距4号线大兴线黄村火车站站750米
2330,8,39931-C,4室1卫,6/25层,丰台区,蒲黄榆,芳群园一区,"地铁：距5号线,14号线东段蒲黄榆站250米"
1830,10,54233-C,3室1卫,6/26层,通州区,果园,通广嘉园,地铁：距八通线果园站1450米
1380,8,54362-C,4室1卫,6/19层,房山区,良乡大学城,远洋新仕界,地铁：距房山线良乡大学城站400米
,,,,,,,,
,,,,,,,,
2640,15,5636-B,3室1卫,7/22层,丰台区,大红门,苗圃东里,"地铁：距8号线南段,10号线大红门站250米"
2180,18,64114-A,2室1卫,3/6层,大兴区,黄村西大街,黄村西里,地铁：距4号线大兴线黄村西大街站500米
,,,,,,,,
2100,10,54376-C,3室1卫,6/6层,朝阳区,草房,朝通嘉园,地铁：距6号线草房站800米
2490,11,72264-B,3室1卫,5/18层,石景山区,八角游乐园,西引力,地铁：距1号线八角游乐园站650米
2620,17,72784-A,3室1卫,1/9层,大兴区,西红门,宏盛家园,地铁：距4号线大兴线西红门站900米
1730,8,77342-A,6室2卫,3/29层,大兴区,天宫院,保利春天里二区,地铁：距4号线大兴线天宫院站150米
3210,14,79717-A,2室1卫,2/6层,海淀区,农大南路,万树园,地铁：距16号线农大南路站850米
价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2680,12,47161-D,4室1卫,1/6层,海淀区,育新,龙乡东区,地铁：距8号线育新站700米
,,,,,,,,
2400,11,48955-C,4室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2620,17,72784-A,3室1卫,1/9层,大兴区,西红门,宏盛家园,地铁：距4号线大兴线西红门站900米
1730,8,77342-A,6室2卫,3/29层,大兴区,天宫院,保利春天里二区,地铁：距4号线大兴线天宫院站150米
3210,14,79717-A,2室1卫,2/6层,海淀区,农大南路,万树园,地铁：距16号线农大南路站850米
2830,20,8203-B,3室1卫,2/6层,通州区,通州北苑,新华联锦园,地铁：距八通线通州北苑站650米
2770,11,10026-B,3室1卫,2/10层,丰台区,方庄,芳星园二区,地铁：距14号线东段方庄站250米
3000,25,116806-B,5室1卫,25/28层,大兴区,枣园,红木林,地铁：距4号线大兴线枣园站550米
2400,17,119106-A,2室1卫,1/6层,通州区,九棵树,葛布店北里,地铁：距八通线九棵树站300米
,,,,,,,,
1400,13,124415-B,3室1卫,3/10层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米
2110,14,11923-B,3室1卫,5/6层,通州区,果园,翠屏北里东区,地铁：距八通线果园站400米
1350,9,142363-C,3室1卫,5/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
2260,8,140939-C,3室1卫,3/6层,朝阳区,立水桥,东辰小区,"地铁：距13号线,5号线立水桥站550米"
3870,13,13082-A,4室1卫,4/21层,朝阳区,双井,时代国际嘉园,"地铁：距7号线,10号线双井站300米"
7200,62,13441-A,1室1卫,2/18层,朝阳区,青年路,青年汇佳园,地铁：距6号线青年路站250米
2870,19,149894-C,3室1卫,14/18层,通州区,北运河西,博客园,地铁：距6号线北运河西站600米
2590,21,150865-B,2室1卫,3/5层,通州区,通州北苑,新华西街131号院,地铁：距八通线通州北苑站400米
2350,8,151027-B,3室1卫,12/16层,丰台区,宋家庄,方泽园,"地铁：距5号线,10号线,亦庄线宋家庄站1050米"
2740,15,152294-B,2室1卫,3/6层,石景山区,杨庄,石景山杨庄小区,地铁：距1号线古城站1400米
,,,,,,,,
,,,,,,,,
3160,17,15234-A,4室1卫,4/24层,昌平区,龙泽,蓝天嘉园,地铁：距13号线龙泽站600米
3140,17,16436-B,2室1卫,6/6层,丰台区,蒲黄榆,蒲安里,"地铁：距5号线,14号线东段蒲黄榆站400米"
3550,59,17851-A,1室1卫,12/24层,房山区,良乡大学城,首创紫悦台,地铁：距房山线良乡大学城站550米
,,,,,,,,
2680,14,19244-C,4室1卫,8/21层,通州区,物资学院路,悦澜水岸家园,地铁：距6号线物资学院路站2350米
2200,17,20109-B,2室1卫,6/6层,通州区,果园,后南仓,地铁：距八通线果园站1050米
2470,13,2192-A,3室1卫,3/15层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米"
2380,6,2335-D,4室1卫,12/28层,昌平区,龙泽,回龙观新村东区,"地铁：距13号线,昌平线西二旗站1250米"
2160,17,23830-D,4室1卫,4/17层,通州区,经海路,首开国风美仑,地铁：距亦庄线经海路站2550米
2390,11,2133-C,3室1卫,5/9层,朝阳区,星火,姚家园西里2号院,"地铁：距3号线,20号线星火站400米"
2820,7,26823-C,3室1卫,4/6层,海淀区,万寿路,翠微路2号院,地铁：距1号线万寿路站400米
,,,,,,,,
1450,12,26097-C,3室1卫,4/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
2250,11,28170-A,4室1卫,18/28层,大兴区,生物医药基地,住总正华多彩嘉园,地铁：距4号线大兴线生物医药基地站400米
1580,11,28355-C,4室1卫,16/18层,顺义区,顺义,仓上小区,地铁：距15号线顺义站1900米
1290,12,34368-A,3室1卫,4/6层,房山区,良乡大学城西,东关家园,地铁：距房山线良乡大学城西站1050米
1450,10,34368-C,3室1卫,4/6层,房山区,良乡大学城西,东关家园,地铁：距房山线良乡大学城西站1050米
1180,11,35724-A,3室1卫,1/6层,房山区,星城,燕化星城建德四里,地铁：距燕房线星城站300米
2350,14,37302-B,3室1卫,3/6层,朝阳区,双桥,双桥西大院,地铁：距八通线双桥站1750米
1010,7,38920-A,4室1卫,4/6层,房山区,星城,燕化星城健德一里,地铁：距燕房线星城站450米
,,,,,,,,
2840,23,32155-F,6室1卫,6/6层,大兴区,高米店南,康颐园,地铁：距4号线大兴线高米店南站300米
,,,,,,,,
1580,10,48231-A,3室1卫,2/6层,昌平区,天通苑北,望都新地,地铁：距5号线天通苑北站3250米
1990,15,49064-A,3室1卫,4/6层,大兴区,大兴新城,新安里,地铁：距4号线大兴线清源路站1850米
3020,24,49607-A,4室1卫,13/18层,通州区,次渠南,次渠南里,地铁：距亦庄线次渠南站700米
2110,7,4955-B,4室1卫,12/27层,丰台区,石榴庄,蓝天翔和苑,地铁：距10号线石榴庄站550米
2500,9,5168-D,4室1卫,14/17层,丰台区,公益西桥,星河苑1号院,地铁：距4号线大兴线公益西桥站450米
1790,8,55354-C,4室1卫,4/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米
2400,11,48901-B,3室1卫,20/21层,石景山区,金安桥,金顶阳光,"地铁：距1号线,6号线苹果园站1050米"
2230,22,57750-C,3室1卫,4/6层,大兴区,枣园,滨河东里,地铁：距4号线大兴线枣园站850米
,,,,,,,,
,,,,,,,,
1400,13,61058-A,3室1卫,2/9层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米
2010,11,61823-A,3室1卫,15/15层,朝阳区,东坝中街,金泽家园C区,地铁：距6号线褡裢坡站3950米
2220,13,64282-C,3室1卫,2/6层,大兴区,万源街,小康家园,地铁：距亦庄线万源街站2350米
,,,,,,,,
4300,18,68122-A,3室1卫,3/32层,朝阳区,望京南,蓝色家园,地铁：距12号线高家园站900米
1910,11,67997-B,2室1卫,5/6层,顺义区,顺义,东兴二区,地铁：距15号线顺义站800米
2930,10,668-B,3室1卫,6/28层,海淀区,西二旗,融泽嘉园12号院,"地铁：距13号线,昌平线西二旗站1100米"
2230,7,69804-B,2室1卫,4/6层,丰台区,首经贸,新村四里,"地铁：距10号线,房山线首经贸站1050米"
1740,11,70284-C,3室1卫,2/11层,通州区,北运河西,运乔嘉园,地铁：距6号线北运河西站1000米
3510,15,74434-B,2室1卫,3/6层,朝阳区,望京南,大山子北里,地铁：距14号线东段望京南站550米
2030,10,74499-B,3室1卫,9/26层,昌平区,昌平,金隅万科城,地铁：距昌平线昌平站900米
,,,,,,,,
2620,11,74416-B,3室1卫,14/15层,朝阳区,立水桥南,溪城家园二号院,地铁：距5号线立水桥南站1250米
1880,12,79540-C,3室1卫,1/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
2630,14,80127-A,3室1卫,5/15层,朝阳区,管庄,朝阳旺角,地铁：距八通线管庄站1050米
3030,17,936-C,4室1卫,22/24层,丰台区,宋家庄,一栋苑,"地铁：距5号线,10号线,亦庄线宋家庄站650米"
2230,7,79428-C,3室1卫,5/6层,朝阳区,常营,管庄东里,地铁：距6号线常营站700米
,,,,,,,,
2140,15,116255-D,4室1卫,4/5层,通州区,次渠,府东苑,"地铁：距亦庄线,17号线次渠站1150米"
2440,18,117098-B,3室1卫,4/6层,通州区,北神树,金色漫香林五期,地铁：距亦庄线万源街站3000米
2650,17,118406-A,3室1卫,2/6层,大兴区,西红门,兴海家园日苑,地铁：距4号线大兴线西红门站350米
2750,10,119770-A,2室1卫,1/6层,朝阳区,黄渠,荟康苑,地铁：距6号线黄渠站800米
3550,17,52988-C,3室1卫,1/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
5280,17,135578-B,2室1卫,3/6层,海淀区,知春里,知春东里,地铁：距10号线知春里站250米
2130,16,135856-C,3室1卫,3/6层,大兴区,黄村火车站,车站中里,地铁：距4号线大兴线黄村火车站站250米
,,,,,,,,
3650,13,144143-A,2室1卫,15/16层,西城区,达官营,荣丰2008,"地铁：距7号线,16号线达官营站450米"
2840,11,13405-A,3室1卫,28/29层,丰台区,宋家庄,鲁能榴景秀苑,"地铁：距5号线,10号线,亦庄线宋家庄站550米"
2340,12,153268-A,3室1卫,4/18层,通州区,梨园,园景东区,地铁：距八通线梨园站150米
2570,18,152664-C,3室1卫,2/6层,丰台区,丰台东大街,北大地四里,地铁：距9号线丰台东大街站900米
,,,,,,,,
4730,59,143315-A,1室1卫,21/24层,石景山区,金安桥,金铸阳光苑,"地铁：距6号线,S1线金安桥站500米"
,,,,,,,,
1860,10,155039-A,2室1卫,8/28层,通州区,同济南路,宏仁家园,地铁：距亦庄线同济南路站3100米
2480,10,1500-C,3室1卫,5/18层,昌平区,生命科学园,领秀慧谷D区,地铁：距昌平线生命科学园站700米
2270,17,16902-D,4室1卫,4/6层,通州区,次渠,次渠怡芳园小区,"地铁：距亦庄线,17号线次渠站600米"
1370,8,17145-C,3室1卫,5/24层,房山区,良乡大学城,首创紫悦台,地铁：距房山线良乡大学城站550米
2420,10,20949-C,3室1卫,5/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
2230,10,22343-C,3室1卫,15/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
2410,11,22865-C,3室1卫,8/13层,朝阳区,东坝中街,金泽家园C区,地铁：距6号线褡裢坡站3950米
,,,,,,,,
2060,8,19805-B,4室1卫,27/28层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
3090,18,23023-A,3室1卫,26/29层,丰台区,丽泽商务区,金都苑,地铁：距10号线纪家庙站2300米
,,,,,,,,
1470,7,30313-A,3室1卫,11/30层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
,,,,,,,,
2100,18,30322-A,2室1卫,4/6层,昌平区,昌平,昌平永安里,地铁：距昌平线昌平站1000米
1490,10,32398-C,3室1卫,6/24层,房山区,广阳城,城建广悦居,地铁：距房山线广阳城站750米
1600,13,33420-C,4室1卫,7/10层,房山区,篱笆房,碧桂园温泉小区C区,地铁：距房山线篱笆房站1500米
1350,9,33734-D,4室1卫,4/8层,房山区,篱笆房,合景领峰,地铁：距房山线篱笆房站850米
1760,13,33868-A,2室1卫,7/10层,房山区,长阳,张家场小区,地铁：距房山线长阳站1300米
3520,13,34953-B,3室1卫,19/23层,朝阳区,双井,非常生活,"地铁：距7号线,10号线双井站600米"
2020,10,33553-C,3室1卫,8/19层,大兴区,荣昌东街,南海家园七里,地铁：距亦庄线荣昌东街站3700米
2110,12,36073-D,4室1卫,16/18层,大兴区,西红门,星光公寓,地铁：距4号线大兴线西红门站1450米
2530,11,35019-B,3室1卫,11/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
2680,11,38657-A,2室1卫,9/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
3290,14,3921-B,4室1卫,21/25层,朝阳区,东湖渠,望京花园东区,地铁：距14号线东段东湖渠站700米
3030,23,42665-A,2室1卫,4/4层,昌平区,龙泽,二拨子新村东区,地铁：距13号线龙泽站1750米
2690,9,42761-B,2室1卫,9/28层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米
,,,,,,,,
3090,17,43269-C,3室1卫,15/25层,丰台区,方庄,芳城园一区,地铁：距14号线东段方庄站550米
2940,27,43893-C,5室1卫,9/15层,大兴区,高米店北,旭辉御府,地铁：距4号线大兴线高米店北站1500米
4980,57,44439-A,1室1卫,22/23层,通州区,通州北苑,逸秀名园,地铁：距八通线通州北苑站800米
2300,8,44317-B,4室1卫,9/24层,朝阳区,管庄,京通苑阳光华苑,地铁：距八通线管庄站500米
2350,11,4400-A,3室1卫,4/6层,朝阳区,星火,姚家园西里2号院,"地铁：距3号线,20号线星火站400米"
,,,,,,,,
1690,10,48668-D,4室1卫,5/6层,大兴区,大兴新城,新安里,地铁：距4号线大兴线清源路站1850米
2080,18,49578-B,3室1卫,3/6层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
1690,11,49578-C,3室1卫,3/6层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
3050,11,49268-C,3室1卫,4/7层,海淀区,慈寿寺,双紫小区,"地铁：距6号线,10号线慈寿寺站800米"
2730,28,52286-D,4室1卫,4/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
2830,16,52884-A,3室1卫,2/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2360,12,52742-A,5室1卫,18/18层,通州区,果园,世纪星城,地铁：距八通线果园站950米
,,,,,,,,
2140,11,56565-A,4室1卫,2/6层,大兴区,亦庄桥,贵园南里丁区,地铁：距亦庄线亦庄桥站1100米
,,,,,,,,
4130,15,61603-C,3室1卫,1/20层,海淀区,苏州街,稻香园,"地铁：距10号线,16号线苏州街站850米"
2980,17,61914-C,4室1卫,10/24层,丰台区,宋家庄,一栋苑,"地铁：距5号线,10号线,亦庄线宋家庄站650米"
2970,17,61914-D,4室1卫,10/24层,丰台区,宋家庄,一栋苑,"地铁：距5号线,10号线,亦庄线宋家庄站650米"
,,,,,,,,
,,,,,,,,
2170,12,66421-B,3室1卫,10/27层,通州区,次渠南,次渠家园东里2区,地铁：距亦庄线次渠南站450米
2110,15,67498-D,4室1卫,4/6层,通州区,次渠南,玉江佳园,地铁：距亦庄线次渠南站650米
2390,12,68261-C,3室1卫,14/18层,朝阳区,星火,姚家园东里7号院,"地铁：距3号线,20号线星火站800米"
2560,11,7016-B,4室1卫,1/14层,昌平区,天通苑南,天通苑西一区,地铁：距5号线天通苑南站150米
3590,17,7182-D,5室1卫,23/27层,朝阳区,三元桥,国际港,"地铁：距10号线,12号线,机场线三元桥站300米"
2150,9,70261-A,3室1卫,4/6层,丰台区,海户屯,海户屯,地铁：距8号线南段海户屯站200米
1880,8,73925-C,4室1卫,7/17层,昌平区,南邵,路劲世界城二期,地铁：距昌平线南邵站500米
2830,8,73582-A,2室1卫,9/11层,东城区,天坛东门,天坛东里南区,地铁：距5号线天坛东门站900米
,,,,,,,,
2010,8,75581-C,4室1卫,10/19层,石景山区,古城,古城现代嘉园,地铁：距1号线古城站1250米
2370,12,78213-A,3室1卫,8/15层,朝阳区,成寿寺,方于路58号院,地铁：距10号线成寿寺站1050米
2700,10,80124-C,3室2卫,21/24层,丰台区,七里庄,望园东里,"地铁：距9号线,14号线西段七里庄站250米"
3420,25,122797-A,4室1卫,12/24层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米
2950,18,119003-B,3室1卫,4/5层,大兴区,旧宫,灵秀山庄,地铁：距亦庄线旧宫站900米
2850,11,10670-C,3室1卫,11/12层,东城区,广渠门外,广渠门外南街,"地铁：距7号线,17号线广渠门外站450米"
1950,20,125977-A,3室1卫,7/10层,昌平区,南邵,兴昌佳苑,地铁：距昌平线南邵站1000米
4350,18,126749-B,5室1卫,10/26层,朝阳区,惠新西街北口,世纪嘉园,地铁：距5号线惠新西街北口站800米
2980,12,123923-C,4室1卫,4/18层,海淀区,西二旗,铭科苑,"地铁：距13号线,昌平线西二旗站800米"
2550,15,1078-B,3室1卫,3/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
,,,,,,,,
1910,14,130561-B,3室1卫,5/12层,大兴区,枣园,兴盛街189号院,地铁：距4号线大兴线枣园站1400米
1870,12,130561-C,3室1卫,5/12层,大兴区,枣园,兴盛街189号院,地铁：距4号线大兴线枣园站1400米
5400,67,133422-A,1室1卫,12/32层,海淀区,育新,新康园,地铁：距8号线育新站600米
2470,12,135806-A,3室1卫,5/6层,丰台区,丰台南路,造甲南里20号院,地铁：距9号线丰台南路站400米
2940,15,12057-B,3室1卫,8/8层,朝阳区,星火,姚家园西里1号院,"地铁：距3号线,20号线星火站600米"
2670,17,139060-A,3室1卫,5/6层,大兴区,西红门,兴海家园日苑,地铁：距4号线大兴线西红门站350米
