价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2900,13,48826-C,3室1卫,9/27层,丰台区,石榴庄,慧时欣园,地铁：距10号线石榴庄站200米
1350,9,53003-B,3室1卫,3/17层,房山区,良乡大学城西,紫汇家园,地铁：距房山线良乡大学城西站550米
2810,11,60568-C,3室1卫,3/6层,西城区,达官营,车站东街甲5号院,"地铁：距7号线,16号线达官营站900米"
2830,23,63159-A,4室1卫,8/34层,朝阳区,欢乐谷景区,北京华侨城1号院,地铁：距7号线欢乐谷景区站350米
2390,13,6106-B,3室1卫,7/11层,朝阳区,垡头,垡头翠城盛园社区,地铁：距7号线垡头站500米
,,,,,,,,
3430,15,64401-A,2室1卫,3/14层,西城区,湾子,三义西里,地铁：距7号线湾子站100米
,,,,,,,,
2440,14,6525-B,5室2卫,5/6层,通州区,物资学院路,西富河园,地铁：距6号线物资学院路站100米
,,,,,,,,
3570,8,72080-B,2室1卫,13/21层,海淀区,牡丹园,月季园（牡丹园）,"地铁：距10号线,19号线牡丹园站550米"
2500,12,72788-A,3室1卫,18/28层,朝阳区,小红门,鸿博家园二期C区,地铁：距亦庄线小红门站550米
2710,14,66773-A,3室1卫,1/12层,丰台区,四环路,银地家园,地铁：距房山线四环路站1450米
3040,10,79335-B,2室1卫,2/6层,西城区,湾子,湾子街社区,地铁：距7号线湾子站650米
2510,11,8177-C,3室1卫,9/18层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米"
3140,12,119181-B,3室1卫,13/25层,丰台区,方庄,紫芳园一区,地铁：距14号线东段方庄站300米
6290,47,10418-A,1室1卫,3/6层,东城区,安定门,青年湖东里,地铁：距2号线安定门站750米
,,,,,,,,
1560,14,126143-A,3室1卫,3/6层,房山区,广阳城,小西庄回迁楼,地铁：距房山线广阳城站1300米
1990,10,1092-B,3室1卫,2/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
2300,9,12174-A,4室1卫,4/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
2270,9,12174-B,4室1卫,4/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
2230,10,12174-C,4室1卫,4/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
,,,,,,,,
2710,16,140145-D,4室1卫,9/31层,丰台区,大井,丰体时代花园,地铁：距14号线西段大井站400米
1840,6,139628-C,3室1卫,5/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米
2380,8,144342-B,2室1卫,4/6层,丰台区,丰台南路,新华街二里,地铁：距9号线丰台南路站300米
,,,,,,,,
1660,14,141042-A,3室1卫,18/22层,房山区,广阳城,城建广悦居,地铁：距房山线广阳城站750米
2380,7,1444-C,4室1卫,4/17层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
3680,19,19948-B,2室1卫,2/6层,丰台区,六里桥东,太平桥西里,地铁：距9号线六里桥东站300米
2530,13,20617-A,4室1卫,10/13层,丰台区,角门东,枫南世嘉,地铁：距10号线角门东站700米
3550,11,20417-B,5室1卫,7/27层,朝阳区,阜通,大西洋新城,地铁：距14号线东段阜通站350米
1940,8,19327-C,4室1卫,8/24层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
3440,19,23975-A,3室1卫,8/22层,丰台区,丰台站,三环新城8号院,"地铁：距10号线,16号线丰台站站200米"
2460,16,23221-A,3室1卫,5/6层,大兴区,亦庄文化园,新康家园,地铁：距亦庄线亦庄文化园站750米
2530,11,27752-B,3室1卫,20/28层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米
1420,5,30943-A,3室1卫,13/21层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
2050,12,2911-D,6室2卫,6/6层,朝阳区,星火,姚家园西里5号院,"地铁：距3号线,20号线星火站600米"
1990,9,31532-B,3室1卫,7/21层,朝阳区,小红门,鸿博家园二期A区,地铁：距亦庄线小红门站400米
,,,,,,,,
2400,9,48386-C,4室1卫,8/31层,丰台区,丰台站,三环新城7号院,"地铁：距10号线,16号线丰台站站450米"
,,,,,,,,
3070,15,5355-B,3室1卫,7/19层,朝阳区,星火,姚家园东里7号院,"地铁：距3号线,20号线星火站800米"
,,,,,,,,
2670,15,63159-D,4室1卫,8/34层,朝阳区,欢乐谷景区,北京华侨城1号院,地铁：距7号线欢乐谷景区站350米
1760,10,64701-A,4室1卫,2/6层,大兴区,五福堂,菊源里,地铁：距8号线南段五福堂站250米
2820,9,66324-A,3室1卫,4/6层,海淀区,五棵松,复兴路32号院,地铁：距1号线五棵松站500米
2910,13,66324-C,3室1卫,4/6层,海淀区,五棵松,复兴路32号院,地铁：距1号线五棵松站500米
,,,,,,,,
2570,12,116646-C,3室1卫,2/24层,丰台区,分钟寺,四方景园五区,地铁：距10号线分钟寺站1050米
2650,9,121504-A,3室1卫,1/6层,海淀区,永泰庄,永泰东里,地铁：距8号线永泰庄站350米
5780,68,127246-A,2室1卫,2/25层,丰台区,六里桥,吴家村路10号院,"地铁：距9号线,10号线六里桥站1050米"
2660,14,135764-C,3室1卫,4/7层,海淀区,五棵松,青塔东里,地铁：距1号线五棵松站1500米
1460,15,140999-C,3室1卫,3/6层,房山区,广阳城,张家场周转房,地铁：距房山线广阳城站1200米
,,,,,,,,
3580,17,146715-A,3室1卫,8/18层,朝阳区,阜通,花家地西里,地铁：距14号线东段阜通站900米
2070,9,152415-A,3室1卫,5/6层,朝阳区,八里桥,八里桥南街,地铁：距八通线八里桥站600米
2850,10,153189-A,3室1卫,3/6层,海淀区,农大南路,万树园,地铁：距16号线农大南路站850米
,,,,,,,,
4030,19,154321-A,2室0卫,3/6层,海淀区,海淀五路居,定慧北里,地铁：距6号线海淀五路居站800米
1820,7,18372-B,3室1卫,6/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
2680,11,22715-A,3室1卫,9/11层,丰台区,海户屯,珠江骏景中区,地铁：距8号线南段海户屯站400米
,,,,,,,,
3410,21,31833-D,5室1卫,5/10层,昌平区,朱辛庄,领秀慧谷C区,"地铁：距昌平线,8号线朱辛庄站900米"
3060,11,2839-C,3室1卫,19/34层,昌平区,龙泽,融泽嘉园新2号院,地铁：距13号线龙泽站1150米
1420,9,33217-A,5室2卫,6/7层,通州区,通运门,新潮嘉园二期,地铁：距6号线通运门站4150米
2820,9,3225-B,3室1卫,7/18层,朝阳区,成寿寺,方庄南路18号院,地铁：距10号线成寿寺站700米
1690,11,35490-C,3室1卫,5/6层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
2250,10,3826-A,3室1卫,10/18层,朝阳区,垡头,垡头翠城馨园北区,地铁：距7号线垡头站650米
2150,10,42643-B,2室1卫,17/20层,通州区,物资学院路,悦澜水岸家园,地铁：距6号线物资学院路站2350米
,,,,,,,,
1600,14,45860-A,4室1卫,3/6层,房山区,良乡大学城西,鸿顺园东区,地铁：距房山线良乡大学城西站350米
1340,9,43157-A,4室1卫,6/6层,通州区,通运门,新潮嘉园二期,地铁：距6号线通运门站4150米
1700,12,43157-C,4室1卫,6/6层,通州区,通运门,新潮嘉园二期,地铁：距6号线通运门站4150米
2550,16,50145-B,3室1卫,5/6层,朝阳区,孙河,康营小区D区,地铁：距15号线孙河站1300米
1720,11,41387-A,3室1卫,5/6层,通州区,物资学院路,翠福园,地铁：距6号线物资学院路站2350米
2530,13,53590-A,3室1卫,22/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米
3340,25,5329-C,3室1卫,5/28层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
1960,14,57272-B,3室1卫,5/6层,顺义区,石门,石景苑,地铁：距15号线石门站850米
2830,6,5614-C,4室1卫,8/18层,朝阳区,双井,首城国际,"地铁：距7号线,10号线双井站750米"
1830,17,61876-C,3室1卫,5/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
,,,,,,,,
3510,18,69670-A,2室1卫,1/26层,西城区,湾子,太平桥东里,地铁：距7号线湾子站550米
,,,,,,,,
,,,,,,,,
3320,8,124180-B,2室1卫,5/6层,海淀区,牡丹园,钟表南园,"地铁：距10号线,19号线牡丹园站750米"
,,,,,,,,
,,,,,,,,
2460,16,145235-C,3室1卫,3/6层,顺义区,花梨坎,蓝星花园,地铁：距15号线花梨坎站600米
2240,14,147150-C,3室1卫,5/6层,顺义区,顺义,双兴南区,地铁：距15号线顺义站1000米
3650,16,147919-B,2室1卫,5/6层,海淀区,永泰庄,阳光南里,地铁：距13号线上地站1550米
1990,11,13628-C,3室1卫,1/6层,通州区,通州北关,耿庄家园,地铁：距6号线通州北关站2200米
,,,,,,,,
,,,,,,,,
,,,,,,,,
1820,13,14917-B,3室1卫,3/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
2000,11,18941-B,3室1卫,3/11层,顺义区,国展,翠竹新村,地铁：距15号线国展站1800米
2130,9,20854-C,3室1卫,3/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1990,10,2340-B,3室1卫,16/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
,,,,,,,,
,,,,,,,,
2860,19,27875-B,2室1卫,9/11层,丰台区,大井,程庄北里,地铁：距14号线西段大井站1450米
1930,9,28028-C,3室1卫,1/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
1650,9,30513-C,4室1卫,3/19层,顺义区,顺义,金汉绿港三区,地铁：距15号线顺义站650米
2470,11,301-C,4室1卫,18/21层,朝阳区,双桥,金隅康惠园,地铁：距八通线双桥站600米
2490,14,3278-B,3室1卫,3/11层,朝阳区,孙河,康营小区,地铁：距15号线孙河站1000米
2740,13,35735-B,2室1卫,1/20层,朝阳区,欢乐谷景区,金蝉南里,地铁：距7号线欢乐谷景区站500米
,,,,,,,,
2060,13,36454-A,4室1卫,3/6层,通州区,高楼金,瑞都公园世家北区,地铁：距7号线高楼金站650米
1470,10,37403-A,4室1卫,1/14层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
2050,12,3460-F,7室2卫,6/7层,朝阳区,星火,姚家园西里5号院,"地铁：距3号线,20号线星火站600米"
1140,10,38482-C,3室1卫,5/6层,房山区,星城,燕化星城建德四里,地铁：距燕房线星城站300米
1460,9,38454-C,3室1卫,2/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
2070,14,38260-C,3室1卫,3/6层,通州区,次渠,华馨园,"地铁：距亦庄线,17号线次渠站650米"
1160,13,38810-B,3室1卫,3/7层,房山区,星城,东亚朗悦居,地铁：距燕房线星城站50米
,,,,,,,,
,,,,,,,,
1470,10,39386-B,6室2卫,6/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
4260,20,40052-A,3室1卫,3/6层,海淀区,公主坟,柳林馆,"地铁：距1号线,10号线公主坟站450米"
1620,9,39851-A,3室1卫,1/28层,通州区,通州北关,K2清水湾,地铁：距6号线通州北关站1950米
,,,,,,,,
1840,12,40993-B,3室1卫,1/21层,房山区,长阳,长阳国际城,地铁：距房山线长阳站800米
2350,12,3891-A,3室1卫,1/6层,朝阳区,星火,姚家园西里5号院,"地铁：距3号线,20号线星火站600米"
2730,16,43836-B,2室1卫,1/6层,昌平区,龙泽,二拨子新村西区,地铁：距13号线龙泽站1950米
1790,9,41332-C,3室1卫,1/24层,昌平区,天通苑北,龙冠冠华苑四区,地铁：距5号线天通苑北站3750米
1350,10,44329-F,6室2卫,13/13层,顺义区,俸伯,仁和花园二区,地铁：距15号线俸伯站2650米
,,,,,,,,
2480,14,45646-C,3室1卫,3/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
1830,13,46065-B,4室1卫,4/15层,大兴区,德茂,瀛海家园逸园A区,地铁：距8号线南段德茂站1050米
,,,,,,,,
3760,52,45349-A,1室1卫,4/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米
,,,,,,,,
1610,10,47755-A,3室1卫,16/16层,门头沟区,石厂,石门营新区七区东苑,地铁：距S1线石厂站700米
1730,10,47755-B,3室1卫,16/16层,门头沟区,石厂,石门营新区七区东苑,地铁：距S1线石厂站700米
2680,9,4596-A,4室1卫,15/20层,昌平区,龙泽,新龙城,地铁：距13号线龙泽站400米
2900,13,4601-C,3室1卫,1/16层,丰台区,七里庄,望园东里,"地铁：距9号线,14号线西段七里庄站250米"
,,,,,,,,
1690,15,51532-A,3室1卫,5/6层,门头沟区,桥户营,永兴住宅,地铁：距S1线桥户营站900米
2520,10,5092-B,4室1卫,1/6层,昌平区,回龙观,龙乡中区,地铁：距13号线回龙观站850米
1970,12,53616-B,4室1卫,10/11层,昌平区,昌平东关,建安里小区,地铁：距昌平线昌平东关站300米
1620,10,53852-B,3室1卫,11/16层,昌平区,南邵,国惠村1期,地铁：距昌平线南邵站1150米
2880,19,511-B,7室2卫,6/6层,朝阳区,星火,姚家园西里3号院,"地铁：距3号线,20号线星火站350米"
1530,6,54614-C,3室1卫,2/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
,,,,,,,,
2700,20,53850-B,4室1卫,2/5层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
2370,11,53850-C,4室1卫,2/5层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
1950,11,55087-A,4室1卫,3/10层,通州区,通州北关,珠江丽景家园,地铁：距6号线通州北关站2300米
2750,11,55450-A,3室1卫,27/29层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
3050,20,55664-A,2室1卫,3/6层,丰台区,木樨园,西罗园一区,地铁：距8号线南段木樨园站450米
,,,,,,,,
2650,11,5399-B,3室1卫,14/22层,丰台区,石榴庄,彩虹城四区,地铁：距10号线石榴庄站700米
2080,13,56665-A,3室1卫,3/4层,昌平区,朱辛庄,豆各庄新村,"地铁：距昌平线,8号线朱辛庄站1350米"
2310,15,56665-B,3室1卫,3/4层,昌平区,朱辛庄,豆各庄新村,"地铁：距昌平线,8号线朱辛庄站1350米"
4560,49,59353-A,1室1卫,6/6层,通州区,九棵树,蓝调沙龙,地铁：距八通线九棵树站550米
2420,8,58855-B,4室1卫,2/26层,朝阳区,四惠东,都市经典家园,"地铁：距1号线,八通线四惠东站700米"
4970,47,59853-A,1室1卫,5/6层,丰台区,北京南站,马家堡路25号,"地铁：距4号线大兴线,14号线东段北京南站站500米"
1430,12,59711-A,4室1卫,2/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
2050,20,59711-C,4室1卫,2/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
,,,,,,,,
2630,10,5880-C,3室1卫,24/32层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
,,,,,,,,
2170,12,60420-A,3室1卫,2/6层,通州区,果园,新华联家园南区,地铁：距八通线果园站650米
,,,,,,,,
1360,12,60287-A,3室1卫,2/15层,房山区,篱笆房,九洲溪雅苑一区,地铁：距房山线篱笆房站1850米
,,,,,,,,
,,,,,,,,
2030,19,60450-A,2室1卫,5/6层,昌平区,昌平,东关北里小区,地铁：距昌平线昌平站1000米
2070,18,60553-A,4室1卫,3/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
2010,15,60553-B,4室1卫,3/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
2400,16,61451-B,3室1卫,5/6层,通州区,物资学院路,天赐良园二期,地铁：距6号线物资学院路站400米
2340,15,61451-C,3室1卫,5/6层,通州区,物资学院路,天赐良园二期,地铁：距6号线物资学院路站400米
,,,,,,,,
1680,12,61539-B,4室1卫,4/6层,大兴区,清源路,双河北里,地铁：距4号线大兴线清源路站1300米
2670,16,62353-A,2室1卫,5/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
1610,14,62276-B,3室1卫,5/15层,房山区,良乡大学城西,紫汇家园,地铁：距房山线良乡大学城西站550米
,,,,,,,,
1870,13,62430-D,4室1卫,4/6层,通州区,果园,玉带河西街,地铁：距八通线果园站850米
1970,9,62436-B,3室1卫,1/27层,通州区,次渠南,次渠家园东里1区,地铁：距亦庄线次渠南站250米
2160,8,62411-B,3室1卫,6/21层,石景山区,古城,古城现代嘉园,地铁：距1号线古城站1250米
1500,11,62701-C,4室1卫,13/15层,顺义区,顺义,仓上小区,地铁：距15号线顺义站1900米
2260,10,63213-C,4室1卫,5/13层,大兴区,万源街,金泰公寓,地铁：距亦庄线万源街站700米
2930,16,63319-A,3室1卫,6/18层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2530,11,63319-B,3室1卫,6/18层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
,,,,,,,,
2310,13,64718-B,2室1卫,10/11层,通州区,物资学院路,翠福园,地铁：距6号线物资学院路站2350米
1950,10,65423-B,3室1卫,6/15层,顺义区,花梨坎,天裕昕园,地铁：距15号线花梨坎站2550米
1840,10,66270-C,3室1卫,7/15层,通州区,果园,靓景明居,地铁：距八通线果园站1300米
,,,,,,,,
2150,17,76809-C,4室1卫,2/6层,昌平区,沙河,五福家园,地铁：距昌平线沙河站2000米
,,,,,,,,
1360,7,76422-B,4室1卫,3/6层,通州区,通州北关,北通集团家属楼,地铁：距6号线通州北关站1450米
3060,16,78679-A,4室1卫,5/7层,朝阳区,潘家园,松榆西里,地铁：距10号线潘家园站650米
2330,7,78679-B,4室1卫,5/7层,朝阳区,潘家园,松榆西里,地铁：距10号线潘家园站650米
2630,10,71366-B,3室1卫,7/24层,丰台区,刘家窑,正邦嘉园,地铁：距5号线刘家窑站300米
2490,9,71366-C,3室1卫,7/24层,丰台区,刘家窑,正邦嘉园,地铁：距5号线刘家窑站300米
2740,12,79520-B,3室1卫,3/23层,朝阳区,成寿寺,方庄南路18号院,地铁：距10号线成寿寺站700米
2520,13,78818-C,4室1卫,4/12层,丰台区,方庄,芳星园三区,地铁：距14号线东段方庄站650米
,,,,,,,,
3220,16,8945-B,3室1卫,4/28层,朝阳区,潘家园,百环花园,地铁：距10号线潘家园站250米
3370,11,8963-B,3室1卫,7/31层,朝阳区,望京南,嘉润花园,地铁：距14号线东段望京南站300米
,,,,,,,,
1570,11,81285-B,4室1卫,9/18层,房山区,篱笆房,首创新悦都,地铁：距房山线篱笆房站1400米
1820,10,115941-A,3室1卫,8/26层,大兴区,生物医药基地,兴源幸福城,地铁：距4号线大兴线生物医药基地站500米
2890,17,116274-B,2室1卫,2/6层,石景山区,古城,古城南路,地铁：距1号线古城站500米
,,,,,,,,
1700,14,80742-A,3室1卫,4/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米
1570,10,80742-C,3室1卫,4/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米
2760,13,116646-A,3室1卫,2/24层,丰台区,分钟寺,四方景园五区,地铁：距10号线分钟寺站1050米
2110,12,116933-B,3室1卫,13/24层,通州区,临河里,华业东方玫瑰,地铁：距八通线临河里站650米
1970,18,118951-B,3室1卫,3/6层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
2030,20,119244-A,3室1卫,3/6层,通州区,梨园,云景里小区,地铁：距八通线梨园站750米
1630,8,119826-A,3室1卫,5/6层,通州区,梨园,云景西里,地铁：距八通线梨园站750米
1870,9,119826-B,3室1卫,5/6层,通州区,梨园,云景西里,地铁：距八通线梨园站750米
2280,8,119770-B,2室1卫,1/6层,朝阳区,黄渠,荟康苑,地铁：距6号线黄渠站800米
1910,16,119809-B,2室1卫,5/6层,昌平区,昌平,东关二条,地铁：距昌平线昌平站900米
,,,,,,,,
,,,,,,,,
,,,,,,,,
1870,12,120440-A,2室1卫,5/6层,昌平区,昌平,石坊院,地铁：距昌平线昌平站600米
2540,11,120722-D,4室1卫,3/18层,丰台区,马家堡,鼎立水岸家园,地铁：距4号线大兴线马家堡站950米
2510,12,120477-A,3室1卫,4/6层,昌平区,龙泽,龙兴园北区,地铁：距13号线龙泽站1650米
2280,10,120477-C,3室1卫,4/6层,昌平区,龙泽,龙兴园北区,地铁：距13号线龙泽站1650米
,,,,,,,,
2280,17,121730-C,3室1卫,8/15层,昌平区,沙河,兆丰家园,地铁：距昌平线沙河站600米
,,,,,,,,
3520,26,1020-B,4室2卫,1/20层,昌平区,天通苑南,天通苑西一区,地铁：距5号线天通苑南站150米
3100,12,122537-A,2室1卫,14/18层,朝阳区,潘家园,潘家园小区,地铁：距10号线潘家园站1000米
1840,12,123301-A,3室1卫,1/5层,通州区,同济南路,神龙金桥,地铁：距亦庄线同济南路站2650米
4050,25,10894-B,4室1卫,4/5层,昌平区,龙泽,冠庭园,地铁：距13号线龙泽站650米
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2880,10,9836-C,6室2卫,12/13层,海淀区,西小口,莱圳家园,地铁：距8号线西小口站650米
3670,12,9836-D,6室2卫,12/13层,海淀区,西小口,莱圳家园,地铁：距8号线西小口站650米
3420,19,9836-E,6室2卫,12/13层,海淀区,西小口,莱圳家园,地铁：距8号线西小口站650米
2660,12,123896-A,3室1卫,2/5层,石景山区,八宝山,鲁谷74号院,地铁：距1号线八宝山站800米
2400,19,124954-B,3室1卫,13/20层,昌平区,南邵,兴昌佳苑,地铁：距昌平线南邵站1000米
1650,10,124954-C,3室1卫,13/20层,昌平区,南邵,兴昌佳苑,地铁：距昌平线南邵站1000米
,,,,,,,,
1340,10,125131-B,3室1卫,5/6层,房山区,广阳城,小西庄回迁楼,地铁：距房山线广阳城站1300米
1430,15,125131-C,3室1卫,5/6层,房山区,广阳城,小西庄回迁楼,地铁：距房山线广阳城站1300米
1680,7,125523-B,3室1卫,13/16层,通州区,经海路,首开国风美仑,地铁：距亦庄线经海路站2550米
2110,14,125523-C,3室1卫,13/16层,通州区,经海路,首开国风美仑,地铁：距亦庄线经海路站2550米
3690,10,125719-B,2室1卫,3/6层,海淀区,牡丹园,花园东路16号院,"地铁：距10号线,19号线牡丹园站500米"
2120,10,129347-A,4室1卫,9/9层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米
3150,18,130093-B,2室1卫,3/6层,丰台区,菜户营,霍道口,地铁：距14号线东段菜户营站400米
4630,36,11102-A,1室1卫,7/19层,朝阳区,双桥,华龙美树,地铁：距八通线双桥站350米
1810,11,130320-B,3室1卫,9/16层,顺义区,石门,石景苑,地铁：距15号线石门站850米
5510,59,11438-A,1室1卫,4/18层,丰台区,宋家庄,政馨园一区,"地铁：距5号线,10号线,亦庄线宋家庄站400米"
2970,10,131694-B,4室1卫,19/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
2190,10,132355-D,4室1卫,5/12层,大兴区,高米店北,顺驰领海,地铁：距4号线大兴线高米店北站1000米
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1900,10,132500-A,2室1卫,2/6层,通州区,通州北关,吉祥园,地铁：距6号线通州北关站900米
,,,,,,,,
1770,11,131519-D,4室1卫,4/7层,昌平区,昌平东关,金地家园,地铁：距昌平线昌平东关站750米
2890,15,134754-C,4室1卫,9/15层,大兴区,西红门,世嘉博苑,地铁：距4号线大兴线西红门站250米
7000,55,134823-A,1室1卫,14/14层,朝阳区,望京,南湖东园二区,"地铁：距14号线东段,15号线望京站250米"
2730,16,11818-C,4室1卫,9/12层,朝阳区,肖村,中海城圣朝菲,地铁：距亦庄线肖村站600米
3070,19,135573-B,3室1卫,5/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
2210,17,135374-C,3室1卫,5/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
2230,17,138222-A,3室1卫,4/6层,通州区,果园,玉带河西街,地铁：距八通线果园站850米
2290,11,11483-C,3室1卫,1/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2270,9,139255-B,3室1卫,3/6层,东城区,景泰,定安里,地铁：距14号线东段景泰站450米
,,,,,,,,
1730,10,136367-A,3室1卫,6/19层,昌平区,南邵,兴昌佳苑,地铁：距昌平线南邵站1000米
,,,,,,,,
,,,,,,,,
2850,12,140150-A,3室1卫,3/6层,海淀区,农大南路,紫成嘉园,地铁：距16号线农大南路站1350米
1500,13,138322-A,4室1卫,2/6层,房山区,广阳城,天骄俊园,地铁：距房山线广阳城站750米
,,,,,,,,
2600,10,140849-D,4室1卫,14/15层,丰台区,首经贸,万年花城五区,"地铁：距10号线,房山线首经贸站650米"
1680,9,139531-C,3室1卫,5/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
2570,9,139753-B,2室1卫,5/6层,石景山区,古城,古城南路,地铁：距1号线古城站500米
,,,,,,,,
2030,14,142843-B,4室1卫,17/20层,顺义区,顺义,金汉绿港三区,地铁：距15号线顺义站650米
2060,11,142774-D,4室1卫,5/6层,大兴区,亦庄桥,贵园南里乙区,地铁：距亦庄线亦庄桥站700米
,,,,,,,,
2610,17,145040-C,3室1卫,7/11层,顺义区,石门,万科四季花城,地铁：距15号线石门站450米
2650,11,12581-D,4室1卫,7/10层,昌平区,平西府,公园悦府,地铁：距8号线平西府站150米
,,,,,,,,
2990,12,13125-D,4室1卫,10/11层,海淀区,清河,怡美家园,地铁：距13号线上地站750米
2020,15,148539-E,5室1卫,1/6层,房山区,广阳城,世茂维拉,地铁：距房山线广阳城站700米
2650,23,13598-B,4室1卫,1/7层,大兴区,黄村西大街,星瑞家园,地铁：距4号线大兴线黄村西大街站600米
1960,16,13598-C,4室1卫,1/7层,大兴区,黄村西大街,星瑞家园,地铁：距4号线大兴线黄村西大街站600米
2580,12,13722-A,2室1卫,3/24层,丰台区,科怡路,南极星,地铁：距9号线科怡路站650米
2780,16,153175-A,2室1卫,5/6层,昌平区,霍营,建材城东一里,"地铁：距8号线,13号线霍营站1350米"
2550,12,153175-B,2室1卫,5/6层,昌平区,霍营,建材城东一里,"地铁：距8号线,13号线霍营站1350米"
,,,,,,,,
3160,15,13904-B,3室1卫,4/21层,朝阳区,青年路,朝阳无限芳菁苑,地铁：距6号线青年路站750米
,,,,,,,,
2810,12,153612-A,3室1卫,15/21层,丰台区,木樨园,南曦大厦,地铁：距8号线南段木樨园站400米
2840,12,153612-C,3室1卫,15/21层,丰台区,木樨园,南曦大厦,地铁：距8号线南段木樨园站400米
2500,13,155390-B,3室1卫,4/29层,通州区,北运河西,运河明珠家园,地铁：距6号线北运河西站300米
,,,,,,,,
2610,12,13370-B,3室1卫,22/26层,朝阳区,管庄,北京新天地,地铁：距八通线管庄站750米
,,,,,,,,
,,,,,,,,
2400,8,156589-A,4室2卫,7/14层,通州区,通州北苑,M5朗峰,地铁：距八通线通州北苑站350米
2590,18,14359-B,4室1卫,2/6层,朝阳区,双桥,双惠苑,地铁：距八通线双桥站500米
3130,18,14293-B,3室1卫,10/12层,朝阳区,潘家园,潘家园小区,地铁：距10号线潘家园站1000米
2410,15,157047-A,2室0卫,13/31层,昌平区,昌平,石坊院,地铁：距昌平线昌平站600米
2830,29,157047-B,2室0卫,13/31层,昌平区,昌平,石坊院,地铁：距昌平线昌平站600米
2690,11,157135-C,3室1卫,2/6层,朝阳区,成寿寺,苇子坑1号院,地铁：距10号线成寿寺站200米
,,,,,,,,
,,,,,,,,
3220,20,158275-A,2室1卫,5/28层,东城区,陶然桥,西罗园四区,地铁：距14号线东段陶然桥站750米
2780,9,159289-B,2室1卫,3/6层,朝阳区,北工大西门,农光南路,地铁：距14号线东段北工大西门站600米
,,,,,,,,
2220,12,15106-C,4室1卫,3/9层,朝阳区,管庄,远洋一方润园,地铁：距八通线管庄站950米
,,,,,,,,
,,,,,,,,
2660,21,18327-C,4室1卫,5/6层,昌平区,天通苑北,望都家园,地铁：距5号线天通苑北站3600米
