价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2630,12,9179-A,3室1卫,14/22层,朝阳区,褡裢坡,定福家园北里,地铁：距6号线褡裢坡站200米
2430,6,117355-C,3室1卫,3/6层,海淀区,海淀五路居,永金里小区,地铁：距6号线海淀五路居站1300米
4350,19,10652-C,3室1卫,5/33层,朝阳区,四惠,东恒时代一期,"地铁：距1号线,八通线四惠站150米"
2780,16,125053-A,4室1卫,5/6层,海淀区,田村,玉海园三里,地铁：距6号线田村站1200米
2540,12,11131-C,3室1卫,5/5层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
2860,8,129023-C,3室1卫,3/6层,海淀区,五棵松,永定路西里,地铁：距1号线玉泉路站900米
3210,15,133960-D,4室1卫,3/6层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米
,,,,,,,,
2730,17,140177-B,3室1卫,3/6层,丰台区,丰台东大街,北大地三里,地铁：距9号线丰台东大街站1000米
2400,9,144697-C,3室1卫,3/25层,朝阳区,焦化厂,燕保祈东家园二期,地铁：距7号线焦化厂站400米
,,,,,,,,
,,,,,,,,
2050,12,154414-C,3室0卫,5/8层,通州区,梨园,柳岸方园,地铁：距八通线梨园站950米
,,,,,,,,
2570,23,19604-D,4室1卫,6/16层,顺义区,顺义,石园南区,地铁：距15号线顺义站2600米
2980,12,22836-C,3室1卫,4/6层,朝阳区,星火,姚家园西里5号院,"地铁：距3号线,20号线星火站600米"
3630,16,23312-A,3室1卫,4/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
,,,,,,,,
,,,,,,,,
,,,,,,,,
2990,16,17969-B,3室1卫,2/6层,朝阳区,立水桥南,佳运园一期,"地铁：距13号线,5号线立水桥站1250米"
2200,18,29168-A,3室1卫,2/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
1960,11,30392-B,3室1卫,18/22层,通州区,万盛西,大方居,地铁：距7号线万盛西站1350米
2590,8,28123-C,4室1卫,12/28层,昌平区,龙泽,回龙观新村东区,"地铁：距13号线,昌平线西二旗站1250米"
1890,12,33781-C,3室1卫,5/19层,通州区,物资学院路,金地格林格林,地铁：距6号线物资学院路站2950米
2490,13,3120-B,3室1卫,1/8层,朝阳区,孙河,康营小区,地铁：距15号线孙河站1000米
2560,11,37976-B,2室1卫,4/5层,朝阳区,褡裢坡,定福庄北里2号院,地铁：距6号线褡裢坡站750米
3200,15,388-A,3室1卫,23/30层,昌平区,龙泽,融泽嘉园2号院,"地铁：距13号线,昌平线西二旗站1750米"
2900,13,39324-B,3室1卫,21/26层,朝阳区,常营,保利嘉园3号院,地铁：距6号线常营站800米
2400,9,40510-A,3室1卫,1/6层,朝阳区,褡裢坡,三间房西里,地铁：距6号线褡裢坡站800米
,,,,,,,,
3180,23,4233-A,3室1卫,5/5层,朝阳区,黄渠,常营民族家园B区,地铁：距6号线黄渠站800米
,,,,,,,,
2470,9,48143-A,3室1卫,18/20层,朝阳区,褡裢坡,福盈家园3号院,地铁：距6号线褡裢坡站450米
,,,,,,,,
2790,11,48547-B,2室1卫,2/5层,丰台区,纪家庙,郑王坟141号院,地铁：距10号线纪家庙站750米
2890,13,50265-C,3室1卫,12/22层,丰台区,泥洼,盛鑫嘉园,地铁：距10号线泥洼站50米
3040,9,51878-C,4室1卫,16/28层,朝阳区,望京,望京西园一区,"地铁：距14号线东段,15号线望京站850米"
,,,,,,,,
2040,11,60942-B,3室1卫,14/26层,通州区,果园,通广嘉园,地铁：距八通线果园站1450米
2400,9,61693-B,3室1卫,13/16层,丰台区,菜户营,鹏润家园,地铁：距7号线广安门内站2400米
2580,12,6318-D,4室1卫,15/19层,朝阳区,成寿寺,静馨嘉苑,地铁：距10号线成寿寺站400米
2560,12,67404-B,3室1卫,21/28层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米
4860,27,69886-A,1室1卫,8/23层,丰台区,蒲黄榆,gogo新世代,"地铁：距5号线,14号线东段蒲黄榆站100米"
1750,12,73622-B,3室1卫,1/6层,通州区,万盛东,群芳三园,地铁：距7号线万盛东站1100米
2900,15,75324-D,4室1卫,3/6层,丰台区,科怡路,怡海花园恒丰园,地铁：距9号线科怡路站550米
2080,11,79456-D,4室1卫,1/5层,大兴区,高米店南,兴涛社区,地铁：距4号线大兴线高米店南站600米
3810,25,9584-B,4室1卫,7/11层,丰台区,角门西,瑞丽江畔,"地铁：距10号线,4号线大兴线角门西站350米"
2390,9,9576-B,3室1卫,5/20层,朝阳区,成寿寺,方庄南路18号院,地铁：距10号线成寿寺站700米
2100,8,121988-C,4室1卫,11/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米
2640,15,1020-C,4室2卫,1/20层,昌平区,天通苑南,天通苑西一区,地铁：距5号线天通苑南站150米
1400,10,125395-B,4室1卫,2/9层,房山区,良乡大学城北,金地朗悦悦园,地铁：距房山线良乡大学城北站950米
1850,13,11042-A,4室1卫,1/6层,顺义区,石门,前进花园玉兰苑,地铁：距15号线石门站650米
2950,21,138066-C,3室1卫,2/6层,丰台区,丰台站,汇丰家园,"地铁：距10号线,16号线丰台站站650米"
3040,12,138811-A,3室1卫,20/22层,海淀区,永泰庄,清景园,地铁：距8号线永泰庄站850米
2780,16,143810-C,4室1卫,5/8层,昌平区,天通苑,天通苑北一区,地铁：距5号线天通苑站350米
,,,,,,,,
2610,12,145138-B,2室1卫,3/6层,石景山区,古城,古城北路,地铁：距1号线古城站1150米
2040,11,141105-C,3室1卫,13/16层,丰台区,东高地,益丰园,地铁：距8号线南段东高地站750米
1670,14,140805-A,3室1卫,4/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
1900,9,149883-A,2室1卫,5/6层,通州区,北运河西,玉桥中路甲2号院,地铁：距6号线北运河西站850米
8590,96,152158-A,2室1卫,27/30层,朝阳区,青年路,国美第一城3号院,地铁：距6号线青年路站1200米
,,,,,,,,
1740,12,153850-D,4室2卫,2/6层,顺义区,顺义,双兴南区,地铁：距15号线顺义站1000米
1980,8,156972-B,3室1卫,17/18层,大兴区,荣昌东街,南海家园三里,地铁：距亦庄线荣昌东街站3150米
,,,,,,,,
3350,20,1598-E,5室1卫,8/28层,朝阳区,青年路,甘露家园,地铁：距6号线青年路站700米
,,,,,,,,
1660,9,18690-A,4室1卫,5/20层,昌平区,天通苑北,龙冠冠华苑一区,地铁：距5号线天通苑北站3950米
2260,15,20943-B,3室1卫,4/11层,通州区,梨园,梨园新村,地铁：距八通线梨园站550米
2540,16,21949-B,3室1卫,2/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
7300,63,24643-A,2室1卫,5/6层,朝阳区,金台路,甜水园街,"地铁：距6号线,14号线东段金台路站500米"
3860,28,2384-E,5室2卫,15/26层,朝阳区,黄渠,柏林爱乐二期,地铁：距6号线黄渠站850米
2430,13,27975-B,3室1卫,1/14层,海淀区,北安河,安河家园四里,地铁：距16号线北安河站550米
2480,16,25040-A,3室1卫,1/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
1700,18,29375-C,4室1卫,7/21层,房山区,马各庄,中冶蓝城,地铁：距燕房线马各庄站500米
1570,9,30798-C,3室1卫,4/6层,顺义区,顺义,双兴东区,地铁：距15号线顺义站900米
1440,10,32545-A,4室1卫,5/6层,房山区,篱笆房,碧桂园温泉小区C区,地铁：距房山线篱笆房站1500米
2070,16,32632-A,3室1卫,6/6层,顺义区,顺义,东兴一区,地铁：距15号线顺义站400米
3040,14,33070-B,3室1卫,5/9层,朝阳区,双桥,金隅康惠园,地铁：距八通线双桥站600米
1830,13,33303-A,2室1卫,6/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
1510,11,31449-C,5室1卫,14/15层,房山区,良乡大学城西,鸿顺园东区,地铁：距房山线良乡大学城西站350米
2280,13,33601-C,3室1卫,5/6层,丰台区,丰台东大街,东安街头条,地铁：距9号线丰台东大街站1400米
3570,23,35192-A,3室1卫,13/23层,海淀区,育新,上奥世纪,地铁：距8号线育新站1500米
2230,9,34587-B,4室1卫,8/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
3190,14,367-A,5室2卫,2/28层,朝阳区,关庄,嘉铭园B区,地铁：距15号线关庄站450米
2730,10,3512-B,3室1卫,17/20层,朝阳区,北苑路北,来北家园,地铁：距5号线北苑路北站1350米
1110,11,38482-A,3室1卫,5/6层,房山区,星城,燕化星城建德四里,地铁：距燕房线星城站300米
2330,16,39016-A,2室1卫,11/11层,通州区,通州北关,苏坨新村,地铁：距6号线通州北关站2800米
3040,9,3707-C,3室1卫,19/28层,朝阳区,劲松,华腾园,地铁：距10号线劲松站450米
2860,17,40016-A,2室1卫,3/5层,朝阳区,传媒大学,电建北院,地铁：距八通线传媒大学站750米
2200,11,3815-D,4室1卫,4/6层,朝阳区,双桥,双惠苑,地铁：距八通线双桥站500米
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,8,43627-C,3室1卫,15/21层,昌平区,天通苑北,龙冠冠华苑四区,地铁：距5号线天通苑北站3750米
2630,11,45436-A,3室1卫,4/6层,丰台区,纪家庙,万柳西园,地铁：距10号线纪家庙站850米
,,,,,,,,
4380,19,47863-A,2室1卫,3/18层,朝阳区,阜通,花家地北里,地铁：距14号线东段阜通站850米
2630,11,50236-A,2室1卫,5/6层,西城区,陶然亭,右安门内西街甲10号院,地铁：距4号线大兴线陶然亭站1450米
7060,59,51108-A,1室1卫,25/28层,朝阳区,望京,望京西园一区,"地铁：距14号线东段,15号线望京站850米"
2160,16,52111-C,4室1卫,7/13层,顺义区,花梨坎,天裕昕园西区,地铁：距15号线花梨坎站2750米
3070,10,52083-C,3室1卫,22/24层,朝阳区,劲松,农光里,地铁：距10号线劲松站350米
1810,11,58055-C,3室1卫,12/18层,通州区,通运门,京贸家园,地铁：距6号线通运门站2650米
5870,52,58244-A,1室1卫,1/6层,朝阳区,潘家园,华威西里,地铁：距10号线潘家园站650米
1830,10,59105-A,3室1卫,5/6层,通州区,通运门,新华东街,地铁：距6号线通运门站950米
2630,11,59416-A,3室1卫,4/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2440,13,5982-A,3室1卫,3/6层,朝阳区,星火,姚家园西里5号院,"地铁：距3号线,20号线星火站600米"
2740,17,63301-C,3室1卫,10/20层,石景山区,八角游乐园,八角南里,地铁：距1号线八角游乐园站800米
3140,10,64046-C,3室1卫,12/18层,朝阳区,和平西桥,和平街西苑,地铁：距5号线和平西桥站300米
2660,13,6426-B,3室1卫,4/32层,丰台区,丽泽商务区,万泉盛景园,地铁：距10号线纪家庙站1400米
1340,8,68881-B,4室1卫,5/13层,房山区,广阳城,绿地新都会,地铁：距房山线广阳城站2050米
1600,11,68847-B,3室1卫,10/18层,顺义区,顺义,石园北区,地铁：距15号线顺义站1950米
2530,9,70318-D,4室1卫,14/14层,丰台区,丰台站,三环新城8号院,"地铁：距10号线,16号线丰台站站200米"
2430,10,6838-C,5室1卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
1390,14,73482-A,4室1卫,11/12层,房山区,篱笆房,加州水郡四期,地铁：距房山线篱笆房站2550米
2740,23,71808-C,5室1卫,3/4层,昌平区,朱辛庄,豆各庄新村,"地铁：距昌平线,8号线朱辛庄站1350米"
2540,12,74016-B,3室1卫,5/6层,昌平区,回龙观,龙博苑二区,地铁：距13号线回龙观站350米
1990,13,77965-C,3室1卫,4/6层,通州区,次渠,华馨园,"地铁：距亦庄线,17号线次渠站650米"
3100,15,9576-C,3室1卫,5/20层,朝阳区,成寿寺,方庄南路18号院,地铁：距10号线成寿寺站700米
3310,15,50930-C,3室1卫,14/19层,朝阳区,潘家园,华威北里,地铁：距10号线潘家园站350米
2760,10,940-A,3室1卫,4/6层,朝阳区,潘家园,潘家园南里,地铁：距10号线潘家园站950米
3490,22,119440-B,4室1卫,9/24层,丰台区,西局,丽泽雅园,"地铁：距10号线,14号线西段西局站1700米"
2580,11,79782-C,3室1卫,15/18层,丰台区,刘家窑,南三环中路15号院,地铁：距5号线刘家窑站350米
,,,,,,,,
2280,15,124741-A,4室1卫,7/27层,通州区,次渠南,次渠家园东里6区,地铁：距亦庄线次渠南站700米
5450,55,128161-A,1室1卫,25/26层,朝阳区,欢乐谷景区,金蝉南里,地铁：距7号线欢乐谷景区站500米
1650,7,128768-B,4室1卫,5/8层,大兴区,清源路,兴华园,地铁：距4号线大兴线清源路站600米
1710,7,129086-A,3室1卫,4/6层,通州区,同济南路,新海北里,地铁：距亦庄线同济南路站1700米
1660,14,129455-C,4室1卫,4/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
,,,,,,,,
3030,13,11344-C,3室1卫,13/16层,丰台区,角门西,马家堡西路26号院,"地铁：距10号线,4号线大兴线角门西站500米"
2120,8,137515-C,3室1卫,14/18层,丰台区,大井,彩虹嘉园,地铁：距14号线西段大井站800米
2450,12,140177-C,3室1卫,3/6层,丰台区,丰台东大街,北大地三里,地铁：距9号线丰台东大街站1000米
,,,,,,,,
2240,14,146754-A,3室1卫,4/12层,通州区,北运河西,加华印象街,地铁：距6号线北运河西站1250米
1720,8,134598-A,5室2卫,3/27层,大兴区,天宫院,保利春天里二区,地铁：距4号线大兴线天宫院站150米
11530,79,149907-A,2室1卫,11/28层,朝阳区,双井,首城国际,"地铁：距7号线,10号线双井站750米"
3340,17,143443-B,3室1卫,1/6层,海淀区,农大南路,万树园,地铁：距16号线农大南路站850米
4070,24,152289-A,1室1卫,31/31层,西城区,达官营,荣丰2008,"地铁：距7号线,16号线达官营站450米"
4110,18,154020-B,2室1卫,11/11层,朝阳区,团结湖,团结湖北二条,"地铁：距3号线,10号线团结湖站300米"
,,,,,,,,
2100,13,14949-A,2室1卫,5/5层,朝阳区,常营,管庄东里,地铁：距6号线常营站700米
3730,14,16873-B,4室1卫,23/29层,朝阳区,朝阳公园,丽水嘉园,"地铁：距3号线,14号线东段朝阳公园站400米"
2300,10,18181-B,3室1卫,8/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
2830,12,19169-C,3室1卫,14/19层,朝阳区,星火,姚家园东里7号院,"地铁：距3号线,20号线星火站800米"
,,,,,,,,
2060,8,20224-C,3室1卫,5/6层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米
1260,7,20299-A,4室1卫,5/5层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
2220,9,19347-A,4室1卫,20/26层,丰台区,樊羊路,首开华润城,地铁：距房山线樊羊路站200米
,,,,,,,,
2280,11,21797-B,3室1卫,9/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
6200,47,21393-A,1室1卫,3/20层,朝阳区,大郊亭,后现代城,地铁：距7号线大郊亭站650米
2180,18,22774-D,5室1卫,12/18层,通州区,九棵树,龙湖蔚澜香醍,地铁：距八通线果园站1050米
2430,13,23199-A,3室1卫,3/6层,丰台区,四环路,宜兰园三区,地铁：距房山线四环路站1250米
1420,7,23155-A,4室1卫,4/7层,顺义区,顺义,双兴南区,地铁：距15号线顺义站1000米
1590,14,24036-B,2室1卫,16/20层,房山区,阎村,天恒乐活城,地铁：距燕房线阎村站200米
2310,12,2065-A,6室2卫,6/6层,朝阳区,星火,姚家园西里3号院,"地铁：距3号线,20号线星火站350米"
2000,14,29115-A,3室1卫,3/6层,顺义区,石门,石景苑,地铁：距15号线石门站850米
,,,,,,,,
1690,15,29273-B,3室1卫,1/6层,昌平区,未来科技城北,温泉花园B区,地铁：距17号线未来科技城北站4500米
2420,10,29123-C,3室1卫,6/6层,海淀区,玉泉路,地震局宿舍,地铁：距1号线玉泉路站950米
3720,19,13934-A,4室1卫,3/6层,昌平区,回龙观东大街,矩阵小区,地铁：距8号线回龙观东大街站650米
1490,7,29840-A,4室1卫,8/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
2630,9,31809-B,3室1卫,1/5层,朝阳区,十里堡,八里庄东里,地铁：距6号线十里堡站600米
1940,9,31916-B,3室1卫,1/18层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米
3410,10,32768-B,2室1卫,6/6层,西城区,新街口,新街口西里三区,地铁：距4号线大兴线新街口站400米
1820,11,33079-C,3室1卫,5/9层,通州区,通州北关,苏坨新村,地铁：距6号线通州北关站2800米
2070,10,33532-C,3室1卫,24/29层,朝阳区,东坝中街,金隅悦和园,地铁：距14号线东段将台站4400米
2330,12,29754-B,4室1卫,2/11层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米
2040,15,30505-C,3室1卫,32/37层,通州区,通运门,京贸国际城西区,地铁：距6号线通运门站2000米
2500,9,34219-C,3室1卫,3/21层,昌平区,霍营,旗胜家园,"地铁：距8号线,13号线霍营站350米"
,,,,,,,,
1300,9,44215-C,3室1卫,5/10层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米
2930,9,35622-C,3室1卫,1/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
1550,12,47322-B,3室1卫,9/9层,房山区,良乡大学城北,京投万科新里程,地铁：距房山线良乡大学城北站450米
1730,13,51501-E,5室2卫,5/6层,顺义区,顺义,裕龙西区,地铁：距15号线顺义站1000米
2110,14,52037-B,3室1卫,18/27层,通州区,群芳,海棠湾二期,地铁：距7号线群芳站850米
2610,18,52466-B,5室2卫,3/6层,大兴区,旧宫,育龙家园,地铁：距亦庄线旧宫站1150米
1650,8,52987-D,4室1卫,8/13层,顺义区,花梨坎,天裕昕园,地铁：距15号线花梨坎站2550米
1870,10,68551-C,3室1卫,10/18层,昌平区,沙河高教园,北街家园一区,地铁：距昌平线沙河高教园站1200米
1590,11,67816-C,4室1卫,1/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
,,,,,,,,
1460,13,80285-C,4室1卫,2/6层,房山区,广阳城,原香小镇二区,地铁：距房山线广阳城站1900米
1540,7,80545-C,3室1卫,3/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
2350,8,80823-B,3室1卫,9/21层,东城区,陶然桥,百荣嘉园,地铁：距14号线东段陶然桥站300米
2400,18,114541-D,4室1卫,3/6层,通州区,北运河西,西上园三区,地铁：距6号线北运河西站900米
2600,8,118326-B,3室1卫,6/20层,丰台区,木樨园,西罗园三区,地铁：距8号线南段木樨园站900米
1910,8,123629-A,3室1卫,1/6层,大兴区,旧宫,清逸西园,地铁：距亦庄线旧宫站1550米
2040,10,123559-B,2室1卫,3/6层,石景山区,金安桥,赵山,"地铁：距1号线,6号线苹果园站1200米"
1480,15,125292-B,4室1卫,3/6层,房山区,广阳城,张家场周转房,地铁：距房山线广阳城站1200米
2900,12,133127-B,3室1卫,17/18层,朝阳区,百子湾,沿海赛洛城,地铁：距7号线百子湾站650米
,,,,,,,,
2670,13,140145-C,4室1卫,9/31层,丰台区,大井,丰体时代花园,地铁：距14号线西段大井站400米
3620,17,143233-C,4室1卫,2/8层,朝阳区,望京西,北京香颂,"地铁：距13号线,15号线望京西站550米"
,,,,,,,,
1950,18,144629-B,3室1卫,1/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米
2170,9,143616-B,3室1卫,2/6层,通州区,通州北苑,旅游新村,地铁：距八通线通州北苑站400米
2140,14,146602-B,3室2卫,4/12层,昌平区,昌平东关,随园,地铁：距昌平线昌平东关站1000米
2690,14,148836-B,2室1卫,5/6层,昌平区,天通苑,天通中苑,地铁：距5号线天通苑站1300米
2100,10,148696-A,4室2卫,13/18层,大兴区,天宫院,保利首开熙悦春天,地铁：距4号线大兴线天宫院站250米
1930,10,151929-A,2室1卫,2/6层,大兴区,五福堂,德茂小区,地铁：距8号线南段五福堂站1050米
2880,11,143547-C,4室1卫,5/6层,海淀区,农大南路,万树园,地铁：距16号线农大南路站850米
2140,13,154755-A,3室1卫,4/6层,顺义区,国展,天竺花园,地铁：距15号线国展站1300米
1990,8,1480-B,5室1卫,6/7层,昌平区,天通苑,天通苑北三区,地铁：距5号线天通苑站1700米
1820,9,17066-D,4室1卫,16/31层,大兴区,生物医药基地,金科天籁城,地铁：距4号线大兴线生物医药基地站550米
2210,10,21955-B,3室1卫,5/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
2250,11,27025-C,4室1卫,24/26层,朝阳区,管庄,东卫城,地铁：距八通线管庄站400米
2400,11,27067-B,3室1卫,26/31层,朝阳区,平房村,金隅汇景苑,"地铁：距14号线东段,平谷线东风北桥站4500米"
,,,,,,,,
2570,13,28362-C,4室1卫,3/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
2860,26,29616-C,4室1卫,6/6层,大兴区,高米店北,双高花园小区,地铁：距4号线大兴线高米店北站600米
1890,14,30554-C,4室1卫,11/17层,顺义区,顺义,金汉绿港二区,地铁：距15号线顺义站750米
1570,8,27324-C,4室1卫,14/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
1260,10,28876-C,3室1卫,4/10层,房山区,苏庄,蓝光星华海悦城,地铁：距房山线苏庄站650米
3190,9,32577-B,2室1卫,4/5层,朝阳区,金台路,红庙北里,"地铁：距6号线,14号线东段金台路站450米"
3750,16,28327-A,3室1卫,2/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
1230,8,28480-C,4室1卫,5/16层,房山区,良乡大学城西,绿湾星苑,地铁：距房山线良乡大学城西站850米
,,,,,,,,
1670,16,35610-A,3室1卫,10/15层,房山区,篱笆房,加州水郡三期,地铁：距房山线篱笆房站2200米
3040,11,367-C,5室2卫,2/28层,朝阳区,关庄,嘉铭园B区,地铁：距15号线关庄站450米
2630,15,35260-A,3室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
3470,11,374-C,4室2卫,5/16层,朝阳区,望京西,北京香颂,"地铁：距13号线,15号线望京西站550米"
,,,,,,,,
2950,12,44068-A,4室1卫,5/18层,朝阳区,潘家园,美景东方,地铁：距14号线东段北工大西门站850米
2680,12,47161-D,4室1卫,1/6层,海淀区,育新,龙乡东区,地铁：距8号线育新站700米
,,,,,,,,
2400,11,48955-C,4室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
2610,12,486-D,4室2卫,21/24层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米
2650,12,45355-D,4室1卫,1/20层,朝阳区,褡裢坡,福盈家园2号院,地铁：距6号线褡裢坡站550米
2130,12,52146-D,4室1卫,1/7层,通州区,通州北苑,旅游新村,地铁：距八通线通州北苑站400米
1620,7,55354-A,4室1卫,4/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米
2540,11,60721-A,3室1卫,3/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
3560,22,586-C,5室1卫,1/6层,昌平区,天通苑,天通苑北三区,地铁：距5号线天通苑站1700米
1530,11,62622-C,4室2卫,10/13层,房山区,良乡大学城,远洋新仕界,地铁：距房山线良乡大学城站400米
2260,10,6621-C,3室1卫,11/28层,丰台区,丽泽商务区,万泉盛景园,地铁：距10号线纪家庙站1400米
2380,13,69010-D,4室1卫,8/11层,通州区,九棵树,瑞都国际,地铁：距八通线九棵树站400米
1660,11,70134-D,4室1卫,3/6层,大兴区,黄村火车站,义和庄东里,地铁：距4号线大兴线黄村火车站站750米
3010,9,69888-B,2室1卫,8/20层,海淀区,农大南路,柳浪家园南里,地铁：距16号线农大南路站1600米
4480,44,66604-A,1室1卫,10/11层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
