价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2260,9,123815-A,4室1卫,5/6层,昌平区,回龙观东大街,华龙苑中里,地铁：距8号线回龙观东大街站650米
3450,17,62649-B,4室1卫,24/25层,朝阳区,四惠,力源里,"地铁：距1号线,八通线四惠站250米"
2300,13,26247-C,3室1卫,6/6层,大兴区,旧宫,清逸园,地铁：距亦庄线旧宫站1200米
2180,10,24297-B,3室1卫,15/15层,朝阳区,东坝中街,金泽家园B区,地铁：距6号线褡裢坡站3700米
2430,13,141303-B,3室1卫,1/6层,朝阳区,孙河,康营小区B区,地铁：距15号线孙河站1500米
2020,13,55354-D,4室1卫,4/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米
2050,14,52869-A,3室1卫,2/6层,通州区,土桥,欣桥家园,地铁：距八通线土桥站1150米
2150,10,17654-B,3室1卫,13/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
3390,18,131281-A,2室1卫,4/6层,东城区,陶然桥,西罗园四区,地铁：距14号线东段陶然桥站750米
2880,8,148838-B,3室1卫,21/28层,朝阳区,四惠东,通惠家园惠民园,"地铁：距1号线,八通线四惠东站350米"
2610,10,4439-A,3室1卫,28/28层,朝阳区,东风北桥,梵谷水郡,"地铁：距14号线东段,平谷线东风北桥站1800米"
2850,10,23801-B,2室1卫,10/28层,丰台区,西铁营,亚林上苑,地铁：距14号线东段西铁营站100米
2840,7,118865-A,3室1卫,1/6层,朝阳区,香河园,新源里东,地铁：距17号线香河园站650米
2110,12,119586-A,2室1卫,5/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米
2150,12,69077-B,4室1卫,12/16层,大兴区,西红门,宏大中园,地铁：距4号线大兴线西红门站950米
2550,12,49512-A,2室1卫,5/6层,丰台区,海户屯,西罗园南里,地铁：距8号线南段海户屯站650米
2330,15,121570-B,3室1卫,13/21层,朝阳区,小红门,鸿博家园二期A区,地铁：距亦庄线小红门站400米
2060,17,34062-B,2室1卫,3/5层,顺义区,顺义,建新北区,地铁：距15号线顺义站700米
2510,11,130715-C,3室1卫,19/27层,朝阳区,褡裢坡,泰福苑一区,地铁：距6号线褡裢坡站500米
2680,14,67981-B,2室1卫,1/6层,朝阳区,黄渠,常营民族家园J区,地铁：距6号线黄渠站900米
2900,13,34217-B,3室1卫,7/7层,东城区,天坛东门,体育馆路13号院,地铁：距5号线天坛东门站250米
2320,9,31656-D,5室2卫,10/12层,丰台区,角门东,怡然家园6号院,地铁：距10号线角门东站400米
2120,15,47887-B,3室1卫,17/23层,通州区,土桥,香溪家园,地铁：距八通线土桥站500米
2540,14,41445-B,2室1卫,6/6层,石景山区,古城,八角南路,地铁：距1号线古城站350米
2430,13,35350-C,3室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
2310,18,36733-B,2室1卫,6/6层,朝阳区,八里桥,西马庄园,地铁：距八通线八里桥站1150米
2770,10,132683-A,2室1卫,8/19层,石景山区,八角游乐园,碣石坪,地铁：距1号线八角游乐园站400米
2440,9,53433-D,4室1卫,8/19层,丰台区,方庄,芳城园一区,地铁：距14号线东段方庄站550米
2040,11,52340-B,3室1卫,7/14层,通州区,通州北关,财富东方,地铁：距6号线通州北关站800米
2770,14,66429-B,3室1卫,14/26层,石景山区,八宝山,远洋山水,地铁：距1号线八宝山站650米
2880,13,132758-A,3室1卫,1/21层,东城区,永定门外,革新南路2号院,"地铁：距8号线南段,14号线东段永定门外站300米"
2180,15,48119-B,4室1卫,3/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
3040,8,54032-B,2室1卫,4/7层,朝阳区,红庙,西大望路北,地铁：距14号线东段红庙站100米
2480,11,67611-C,4室1卫,9/10层,丰台区,公益西桥,城南嘉园益城园,地铁：距4号线大兴线公益西桥站500米
2070,15,76957-A,2室1卫,3/5层,大兴区,黄村西大街,兴政西里,地铁：距4号线大兴线黄村西大街站400米
2430,8,118064-B,3室1卫,2/6层,丰台区,北京南站,玉林东里三区,"地铁：距4号线大兴线,14号线东段北京南站站1400米"
,,,,,,,,
2180,10,75324-C,4室1卫,3/6层,丰台区,科怡路,怡海花园恒丰园,地铁：距9号线科怡路站550米
3090,18,117489-A,2室1卫,4/6层,丰台区,木樨园,西罗园一区,地铁：距8号线南段木樨园站450米
2210,17,144062-B,2室1卫,4/5层,昌平区,昌平,昌平宽街,地铁：距昌平线昌平站550米
2190,19,136907-A,2室1卫,3/6层,昌平区,昌平,昌平永安里,地铁：距昌平线昌平站1000米
2490,16,44453-A,2室1卫,6/6层,通州区,通州北苑,新华西街15号院,地铁：距八通线通州北苑站1400米
2100,9,32155-E,6室1卫,6/6层,大兴区,高米店南,康颐园,地铁：距4号线大兴线高米店南站300米
2600,13,74365-A,4室1卫,12/16层,海淀区,廖公庄,金隅瑞和园,地铁：距6号线廖公庄站1400米
2010,18,39040-B,3室1卫,5/6层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
2430,9,35-A,4室1卫,8/22层,朝阳区,常营,北辰福第中区,地铁：距6号线常营站450米
2060,17,38454-B,3室1卫,2/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
2420,11,1829-B,3室1卫,5/21层,朝阳区,双桥,金隅康惠园,地铁：距八通线双桥站600米
2560,14,57824-B,3室1卫,24/26层,通州区,九棵树,玉兰湾,地铁：距八通线梨园站900米
2350,13,1332-A,4室1卫,4/12层,昌平区,天通苑,天通中苑,地铁：距5号线天通苑站1300米
2970,16,887-B,3室1卫,2/21层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米"
2060,14,137267-B,3室1卫,8/12层,通州区,梨园,新城阳光,地铁：距八通线梨园站450米
2590,14,134841-A,3室1卫,5/18层,朝阳区,孙河,康营小区23区,地铁：距15号线孙河站1300米
2160,10,151996-B,3室1卫,1/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米
2570,12,147884-A,3室1卫,5/6层,昌平区,回龙观东大街,霍营小区,地铁：距8号线回龙观东大街站850米
2570,14,146805-A,2室1卫,1/6层,大兴区,枣园,枣园小区,地铁：距4号线大兴线枣园站450米
3740,9,125785-B,2室1卫,3/6层,海淀区,长春桥,小南庄社区,"地铁：距10号线,12号线长春桥站1150米"
2730,6,137637-B,5室1卫,5/23层,朝阳区,高家园,宏源公寓,地铁：距12号线高家园站500米
2310,7,119124-B,3室1卫,3/16层,丰台区,六里桥,莲香园,"地铁：距9号线,10号线六里桥站850米"
2030,14,62578-A,2室1卫,9/10层,门头沟区,栗园庄,惠润嘉园,地铁：距S1线栗园庄站300米
2440,8,128472-B,3室1卫,14/25层,丰台区,方庄,芳城园二区,地铁：距14号线东段方庄站650米
2400,10,150881-A,3室1卫,17/25层,石景山区,杨庄,杨庄北区,地铁：距6号线杨庄站550米
2840,8,147511-A,2室1卫,12/17层,丰台区,马家堡,嘉园一里,地铁：距4号线大兴线马家堡站50米
2020,8,20651-C,4室1卫,3/25层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2170,10,20213-B,2室1卫,10/15层,大兴区,瀛海,南海家园五里,地铁：距亦庄线荣昌东街站3750米
2040,8,19263-C,4室1卫,5/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2030,8,19002-C,4室1卫,23/24层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2390,10,1310-D,4室1卫,1/17层,朝阳区,成寿寺,金第润苑,地铁：距10号线成寿寺站600米
2360,14,3815-C,4室1卫,4/6层,朝阳区,双桥,双惠苑,地铁：距八通线双桥站500米
2670,13,49095-A,3室1卫,8/18层,丰台区,公益西桥,星河苑1号院,地铁：距4号线大兴线公益西桥站450米
2400,15,21135-A,3室1卫,5/5层,朝阳区,黄渠,常营民族家园B区,地铁：距6号线黄渠站800米
2030,8,21759-C,4室1卫,17/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2030,8,20334-B,4室1卫,13/28层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2350,14,4385-B,3室1卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
2600,8,35309-A,4室1卫,15/18层,海淀区,海淀五路居,定慧福里,地铁：距6号线海淀五路居站250米
,,,,,,,,
3000,10,1206-C,4室1卫,4/11层,朝阳区,太阳宫,曙光里,"地铁：距10号线,17号线太阳宫站650米"
2410,16,20009-B,2室1卫,1/6层,通州区,通州北苑,新华西街145号院,地铁：距八通线通州北苑站300米
2260,20,49225-B,2室1卫,1/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米
3360,11,77003-B,4室1卫,11/29层,朝阳区,大望路,soho现代城,"地铁：距1号线,14号线东段大望路站250米"
2170,17,56243-D,5室1卫,3/4层,昌平区,朱辛庄,豆各庄新村,"地铁：距昌平线,8号线朱辛庄站1350米"
2650,7,146715-C,3室1卫,8/18层,朝阳区,阜通,花家地西里,地铁：距14号线东段阜通站900米
2080,13,40072-A,2室1卫,10/18层,房山区,良乡大学城西,玉竹园小区一里,地铁：距房山线良乡大学城西站450米
3120,18,50010-B,2室1卫,4/6层,丰台区,北京南站,洋桥北里,"地铁：距4号线大兴线,14号线东段北京南站站300米"
2050,8,20789-C,4室1卫,12/28层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2990,14,43520-B,3室1卫,13/26层,丰台区,方庄,芳城园一区,地铁：距14号线东段方庄站550米
2480,12,144399-A,3室1卫,12/22层,石景山区,八角游乐园,六合园,地铁：距1号线八角游乐园站1150米
2290,15,43389-C,3室1卫,11/14层,昌平区,天通苑北,龙冠冠华苑二区,地铁：距5号线天通苑北站4000米
2070,21,75266-D,4室1卫,14/15层,房山区,良乡南关,嘉瑞通小区,地铁：距房山线良乡南关站150米
2780,14,143725-B,3室1卫,1/6层,丰台区,公益西桥,角门16号院,地铁：距4号线大兴线公益西桥站650米
2520,10,46160-B,3室1卫,10/11层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米
2490,11,19550-C,3室1卫,13/23层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米
2600,13,5897-C,3室1卫,2/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2540,12,19612-B,2室1卫,8/16层,通州区,物资学院路,金地格林格林,地铁：距6号线物资学院路站2950米
2320,10,51697-A,2室1卫,2/28层,朝阳区,小红门,鸿博家园一期A区,地铁：距亦庄线小红门站900米
2810,13,13309-B,4室1卫,18/24层,丰台区,角门西,明日嘉园,"地铁：距10号线,4号线大兴线角门西站450米"
2020,11,43978-A,3室1卫,5/6层,通州区,北运河西,乔庄北区,地铁：距6号线北运河西站700米
2330,15,25050-A,3室1卫,2/18层,通州区,次渠南,次渠家园北里5区,地铁：距亦庄线次渠南站1050米
2560,12,34846-A,3室1卫,14/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
2410,11,1833-B,3室1卫,16/16层,朝阳区,双桥,金隅康惠园,地铁：距八通线双桥站600米
2100,11,26435-A,3室1卫,7/27层,通州区,次渠南,次渠家园东里2区,地铁：距亦庄线次渠南站450米
,,,,,,,,
2200,15,143634-A,2室1卫,4/5层,昌平区,昌平,安福苑,地铁：距昌平线昌平站900米
2780,10,148072-A,3室1卫,5/10层,丰台区,公益西桥,城南嘉园益星园,地铁：距4号线大兴线公益西桥站200米
2400,11,31689-B,2室1卫,7/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
2470,9,8084-C,3室1卫,6/15层,朝阳区,青年路,甘露园南里二区,地铁：距6号线青年路站800米
2790,12,123713-B,2室1卫,4/13层,朝阳区,褡裢坡,天泰苑A8区,地铁：距6号线褡裢坡站600米
2520,9,66150-B,3室1卫,5/6层,朝阳区,四惠,百子湾路2号楼,地铁：距7号线百子湾站1250米
3020,9,142589-B,2室1卫,5/6层,朝阳区,十里堡,八里庄北里,地铁：距6号线十里堡站600米
3210,9,80696-B,2室1卫,5/6层,西城区,南礼士路,西便门西里,地铁：距1号线南礼士路站850米
4270,16,131622-C,3室1卫,5/22层,朝阳区,大望路,盛世嘉园,"地铁：距1号线,14号线东段大望路站500米"
2870,9,61256-A,3室1卫,1/6层,朝阳区,望京西,南湖渠西里,"地铁：距13号线,15号线望京西站650米"
2230,16,125524-B,2室1卫,3/6层,昌平区,昌平东关,昌盛园一区,地铁：距昌平线昌平东关站1200米
3800,11,75069-A,2室1卫,2/6层,朝阳区,将台,芳园里,地铁：距14号线东段将台站300米
2830,10,152061-B,2室1卫,6/12层,丰台区,刘家窑,南三环东路,地铁：距5号线刘家窑站150米
2280,18,145608-A,3室1卫,3/6层,丰台区,新宫,同兴园,"地铁：距4号线大兴线,19号线新宫站1600米"
2500,18,124237-B,2室1卫,2/4层,通州区,通州北苑,通惠南路,地铁：距八通线通州北苑站650米
2650,14,5815-D,4室1卫,10/15层,昌平区,育知路,流星花园三区,地铁：距8号线育知路站850米
2470,13,33571-C,4室1卫,5/6层,海淀区,玉泉路,博龙家园,地铁：距1号线玉泉路站1450米
2660,18,122511-A,2室1卫,1/5层,石景山区,古城,十万坪,地铁：距1号线古城站600米
2150,10,139628-B,3室1卫,5/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米
2500,15,43326-A,2室1卫,8/12层,石景山区,金安桥,模式口南里,"地铁：距1号线,6号线苹果园站1500米"
1940,9,65596-B,3室1卫,5/18层,朝阳区,东坝中街,东泽园,地铁：
1860,10,34600-C,3室1卫,8/28层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米
1680,10,70110-B,3室1卫,10/13层,房山区,稻田,稻田回迁楼,地铁：距房山线稻田站250米
1660,11,122279-B,3室1卫,11/15层,通州区,土桥,金隅七零九零,地铁：距八通线土桥站1750米
2130,11,37712-A,2室1卫,6/6层,朝阳区,管庄,双桥东路6号院,地铁：距八通线管庄站500米
1760,13,72847-B,3室1卫,3/11层,通州区,通州北关,K2清水湾,地铁：距6号线通州北关站1950米
2670,17,123517-B,2室1卫,2/6层,丰台区,丰台南路,南开地住宅小区,地铁：距9号线丰台南路站1000米
2920,12,145809-A,2室1卫,3/6层,朝阳区,垡头,垡头北里,地铁：距7号线欢乐谷景区站1050米
2260,12,148604-B,3室1卫,21/25层,石景山区,杨庄,地铁古城家园,"地铁：距1号线,6号线苹果园站1300米"
2320,20,116688-C,4室1卫,3/6层,通州区,北运河西,幸福艺居,地铁：距6号线北运河西站1550米
,,,,,,,,
2990,18,146248-A,3室1卫,5/6层,朝阳区,北工大西门,双龙南里,地铁：距14号线东段北工大西门站450米
2210,12,146368-B,3室1卫,1/20层,海淀区,玉泉路,兆丰园,地铁：距1号线玉泉路站1850米
2850,16,145120-A,3室1卫,3/6层,朝阳区,立水桥,肿瘤医院宿舍,"地铁：距13号线,5号线立水桥站700米"
2160,18,40270-A,2室1卫,4/5层,顺义区,顺义,建新北区,地铁：距15号线顺义站700米
2280,11,64824-C,4室1卫,2/6层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
2790,10,136199-A,5室1卫,2/12层,东城区,景泰,新奥洋房,地铁：距14号线东段景泰站200米
2110,14,117098-C,3室1卫,4/6层,通州区,北神树,金色漫香林五期,地铁：距亦庄线万源街站3000米
2160,14,118981-C,3室1卫,1/11层,通州区,果园,苏荷时代,地铁：距八通线果园站250米
,,,,,,,,
2090,14,77965-A,3室1卫,4/6层,通州区,次渠,华馨园,"地铁：距亦庄线,17号线次渠站650米"
2770,19,145067-B,2室1卫,5/6层,通州区,果园,翠屏北里西区,地铁：距八通线果园站400米
2830,17,154233-B,2室1卫,3/6层,丰台区,丰台东大街,北大地四里,地铁：距9号线丰台东大街站900米
2210,11,64745-A,3室1卫,4/6层,大兴区,万源街,三羊里,地铁：距亦庄线万源街站2000米
2110,18,46953-B,4室1卫,6/6层,昌平区,沙河,五福家园,地铁：距昌平线沙河站2000米
2330,12,7019-C,4室1卫,7/11层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米
2010,12,124993-D,4室1卫,8/18层,通州区,次渠,次渠家园北里1区,"地铁：距亦庄线,17号线次渠站1550米"
1780,11,63207-A,3室1卫,10/23层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
2300,12,51705-A,4室1卫,5/6层,顺义区,花梨坎,蓝星花园,地铁：距15号线花梨坎站600米
2130,11,44674-F,6室2卫,11/12层,丰台区,火箭万源,云龙家园,地铁：距亦庄线旧宫站2250米
2550,10,3933-A,3室1卫,8/20层,朝阳区,常营,北辰福第中区,地铁：距6号线常营站450米
2270,10,131734-D,4室1卫,5/6层,朝阳区,褡裢坡,定福庄北里1号院,地铁：距6号线褡裢坡站550米
4180,14,56007-A,2室1卫,4/20层,朝阳区,青年路,青年汇佳园,地铁：距6号线青年路站250米
1850,13,66269-A,3室1卫,12/24层,门头沟区,桥户营,惠康嘉园二区,地铁：距S1线桥户营站850米
,,,,,,,,
2350,11,124651-C,3室1卫,3/6层,顺义区,花梨坎,蓝星花园,地铁：距15号线花梨坎站600米
3440,11,36717-B,3室1卫,16/24层,朝阳区,东风北桥,梵谷水郡,"地铁：距14号线东段,平谷线东风北桥站1800米"
,,,,,,,,
2840,18,150626-A,3室1卫,3/5层,石景山区,古城,十万坪,地铁：距1号线古城站600米
2570,14,11425-B,3室1卫,6/6层,大兴区,西红门,兴海家园日苑,地铁：距4号线大兴线西红门站350米
,,,,,,,,
1970,11,148128-D,4室1卫,2/11层,大兴区,五福堂,菊源北里,地铁：距8号线南段五福堂站750米
1890,13,150178-C,3室1卫,27/28层,通州区,同济南路,宏仁家园,地铁：距亦庄线同济南路站3100米
2300,11,133054-A,4室1卫,4/6层,大兴区,亦庄桥,贵园北里甲区,地铁：距亦庄线亦庄桥站550米
3600,11,151541-B,2室1卫,5/18层,朝阳区,东大桥,东大桥路,"地铁：距6号线,17号线东大桥站500米"
2620,16,153497-B,2室1卫,1/6层,大兴区,西红门,兴海家园星苑,地铁：距4号线大兴线西红门站650米
2470,10,154233-A,2室1卫,3/6层,丰台区,丰台东大街,北大地四里,地铁：距9号线丰台东大街站900米
2170,11,154559-B,3室1卫,2/6层,大兴区,枣园,枣园小区,地铁：距4号线大兴线枣园站450米
2300,12,154400-B,3室1卫,12/21层,朝阳区,小红门,江南山水,地铁：距亦庄线小红门站1150米
2590,11,138589-B,4室1卫,16/27层,石景山区,八宝山,远洋山水,地铁：距1号线八宝山站650米
2460,8,4140-A,2室1卫,9/12层,丰台区,宋家庄,怡和世家,"地铁：距5号线,10号线,亦庄线宋家庄站950米"
2470,10,1020-D,4室2卫,1/20层,昌平区,天通苑南,天通苑西一区,地铁：距5号线天通苑南站150米
2770,13,16783-C,4室1卫,1/14层,朝阳区,百子湾,沿海赛洛城,地铁：距7号线百子湾站650米
2110,8,51867-A,3室1卫,1/5层,丰台区,大红门,苗圃东里,"地铁：距8号线南段,10号线大红门站250米"
3160,9,61062-A,3室1卫,17/28层,朝阳区,望京,望京新城,"地铁：距14号线东段,15号线望京站300米"
3280,14,24942-C,4室1卫,4/18层,东城区,广渠门外,CBD总部公寓二期,"地铁：距7号线,17号线广渠门外站750米"
2230,10,5176-D,4室1卫,1/6层,昌平区,天通苑南,太平家园,地铁：距5号线天通苑南站450米
2470,8,9584-C,4室1卫,7/11层,丰台区,角门西,瑞丽江畔,"地铁：距10号线,4号线大兴线角门西站350米"
2060,9,74344-C,4室1卫,11/15层,朝阳区,管庄,东一时区,地铁：距八通线管庄站1200米
2860,14,69457-B,4室1卫,1/27层,朝阳区,常营,富力阳光美园,地铁：距6号线常营站650米
2000,10,41428-B,2室1卫,3/5层,通州区,九棵树,新城东里,地铁：距6号线通运门站800米
3130,9,1883-B,2室1卫,6/6层,朝阳区,光熙门,西坝河北里,地铁：距13号线光熙门站500米
2290,9,5202-C,3室1卫,6/6层,朝阳区,十里堡,石佛营西里,地铁：距6号线十里堡站1150米
2230,10,58566-A,2室1卫,4/6层,朝阳区,常营,管庄北一里,地铁：距6号线常营站950米
1910,12,70759-C,3室1卫,5/6层,大兴区,枣园,枣园东里,地铁：距4号线大兴线枣园站200米
2670,10,76620-A,2室1卫,10/16层,朝阳区,青年路,甘露家园,地铁：距6号线青年路站700米
2540,14,51007-C,3室1卫,4/6层,海淀区,玉泉路,玉泉路65号院,地铁：距1号线玉泉路站850米
1660,14,22032-B,3室1卫,6/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
2250,6,3947-B,3室1卫,2/18层,朝阳区,青年路,青年汇佳园,地铁：距6号线青年路站250米
1750,8,129026-A,2室1卫,1/5层,通州区,果园,后南仓,地铁：距八通线果园站1050米
2840,12,7155-B,3室1卫,6/14层,朝阳区,大郊亭,建工动力苑,地铁：距7号线百子湾站600米
2150,10,26304-B,3室1卫,4/18层,朝阳区,小红门,鸿博家园一期A区,地铁：距亦庄线小红门站900米
1950,13,158369-C,3室1卫,5/9层,通州区,梨园,紫光花园,地铁：距八通线梨园站1000米
2440,11,27778-D,4室1卫,3/6层,朝阳区,褡裢坡,定福家园北里,地铁：距6号线褡裢坡站200米
2110,10,21955-C,3室1卫,5/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
