,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,所在楼层,总楼层,地铁数,距离地铁距离
1592,2830,16,118883-B,3室1卫,5/7层,朝阳区,成寿寺,嘉和人家,距10号线成寿寺站750米,5,7,1,750
1593,1340,11,119110-C,3室1卫,3/10层,房山区,良乡大学城,东羊庄新村,距房山线良乡大学城站1200米,3,10,1,1200
1594,3620,16,121336-A,2室1卫,12/25层,丰台区,蒲黄榆,芳古园一区,"距5号线,14号线东段蒲黄榆站350米",12,25,2,350
1595,3080,16,124860-B,2室1卫,8/12层,石景山区,八角游乐园,久筑物业,距1号线玉泉路站2600米,8,12,1,2600
1596,2760,12,11207-B,3室1卫,25/28层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,25,28,1,550
1597,3140,9,130344-A,3室1卫,7/8层,海淀区,西二旗,燕尚园,"距13号线,昌平线西二旗站750米",7,8,2,750
1598,3250,19,11937-B,3室1卫,4/6层,朝阳区,星火,姚家园西里3号院,"距3号线,20号线星火站350米",4,6,2,350
1599,4300,20,135510-A,2室1卫,2/6层,朝阳区,安立路,慧忠里,距15号线安立路站700米,2,6,1,700
1600,2990,21,140653-A,2室1卫,1/6层,丰台区,科怡路,保温段住宅小区,距9号线科怡路站1550米,1,6,1,1550
1601,2240,15,143679-A,3室1卫,9/12层,通州区,土桥,金隅花石匠,距八通线土桥站1100米,9,12,1,1100
1602,2890,20,12973-D,5室1卫,3/9层,顺义区,国展,翠竹新村,距15号线国展站1800米,3,9,1,1800
1603,2820,10,145752-B,2室1卫,6/12层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,6,12,1,550
1604,3220,11,146202-A,2室1卫,4/6层,朝阳区,劲松,劲松七区,距10号线劲松站1150米,4,6,1,1150
1605,6900,97,146720-A,2室1卫,1/6层,丰台区,大红门,建欣苑三里,"距8号线南段,10号线大红门站500米",1,6,2,500
1606,2460,9,147639-B,3室1卫,14/24层,丰台区,科怡路,南极星,距9号线科怡路站650米,14,24,1,650
1607,2630,11,147585-B,3室1卫,25/27层,石景山区,古城,长安家园,距1号线古城站300米,25,27,1,300
1608,3550,18,147604-B,2室1卫,3/6层,丰台区,马家堡,翠林二里,距4号线大兴线马家堡站750米,3,6,2,750
1609,2330,8,154675-B,3室1卫,3/6层,昌平区,回龙观东大街,霍营小区,距8号线回龙观东大街站850米,3,6,1,850
1610,2470,10,14761-B,3室1卫,13/27层,朝阳区,褡裢坡,泰福苑二区,距6号线褡裢坡站700米,13,27,1,700
1611,2440,13,16397-C,3室1卫,3/16层,丰台区,新宫,公园懿府,"距4号线大兴线,19号线新宫站2400米",3,16,3,2400
1612,2890,17,21324-A,2室1卫,2/6层,朝阳区,常营,连心园西区,距6号线常营站800米,2,6,1,800
1613,2440,13,20032-A,3室1卫,2/24层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,2,24,1,450
1614,2740,8,263-E,6室2卫,1/6层,朝阳区,惠新西街北口,惠新西街小区,距5号线惠新西街北口站350米,1,6,1,350
1615,2470,9,2264-B,4室1卫,18/18层,昌平区,回龙观东大街,紫金新干线四期,距8号线回龙观东大街站1400米,18,18,1,1400
1616,1750,11,21215-A,5室1卫,2/13层,顺义区,南法信,焦各庄街2号院,距15号线南法信站950米,2,13,1,950
1617,2410,13,35370-B,3室1卫,17/19层,昌平区,朱辛庄,TBD万科天地,"距昌平线,8号线朱辛庄站200米",17,19,2,200
1618,2230,17,35737-B,2室1卫,4/6层,顺义区,顺义,石园西区,距15号线顺义站2300米,4,6,1,2300
1619,2460,10,35116-B,3室1卫,13/15层,海淀区,永丰,友谊嘉园三期,距16号线永丰站2150米,13,15,1,2150
1620,2520,17,3557-D,6室2卫,6/6层,朝阳区,星火,姚家园西里5号院,"距3号线,20号线星火站600米",6,6,2,600
1621,2020,8,37781-B,3室1卫,8/25层,大兴区,亦庄桥,南海雅苑北区,距亦庄线荣京东街站2850米,8,25,1,2850
1622,2700,17,42665-B,2室1卫,4/4层,昌平区,龙泽,二拨子新村东区,距13号线龙泽站1750米,4,4,1,1750
1623,2670,11,43520-C,3室1卫,13/26层,丰台区,方庄,芳城园一区,距14号线东段方庄站550米,13,26,1,550
1624,3020,18,48376-B,4室1卫,7/27层,丰台区,方庄,芳城园一区,距14号线东段方庄站550米,7,27,1,550
1625,2160,14,48147-D,4室1卫,1/6层,大兴区,万源街,小康家园,距亦庄线万源街站2350米,1,6,1,2350
1626,2570,14,51256-C,3室1卫,1/16层,丰台区,新宫,德鑫嘉园二期,"距4号线大兴线,19号线新宫站700米",1,16,3,700
1627,3350,7,59276-D,4室1卫,3/34层,朝阳区,大望路,阳光100,"距1号线,14号线东段大望路站400米",3,34,2,400
1628,2690,11,61310-B,3室1卫,16/22层,朝阳区,青年路,丽景馨居,距6号线青年路站800米,16,22,1,800
1629,1580,10,64212-A,3室1卫,4/6层,通州区,北运河西,玉桥东路30号院,距6号线北运河西站950米,4,6,1,950
1630,3290,20,70760-A,2室1卫,4/6层,朝阳区,立水桥,立水桥甲2号地质大院,"距13号线,5号线立水桥站600米",4,6,2,600
1631,1650,16,73788-C,3室1卫,2/14层,房山区,篱笆房,加州水郡三期,距房山线篱笆房站2200米,2,14,1,2200
1632,3140,13,74804-B,4室1卫,9/21层,朝阳区,红庙,延静里中街,"距6号线,14号线东段金台路站800米",9,21,2,800
1633,1640,8,77732-D,4室1卫,8/11层,通州区,通运门,京贸家园,距6号线通运门站2650米,8,11,1,2650
1634,2540,16,79830-A,2室1卫,4/6层,石景山区,金安桥,模式口西里,"距1号线,6号线苹果园站2200米",4,6,2,2200
1635,2630,12,9179-A,3室1卫,14/22层,朝阳区,褡裢坡,定福家园北里,距6号线褡裢坡站200米,14,22,1,200
1636,2430,6,117355-C,3室1卫,3/6层,海淀区,海淀五路居,永金里小区,距6号线海淀五路居站1300米,3,6,1,1300
1637,4350,19,10652-C,3室1卫,5/33层,朝阳区,四惠,东恒时代一期,"距1号线,八通线四惠站150米",5,33,2,150
1638,2780,16,125053-A,4室1卫,5/6层,海淀区,田村,玉海园三里,距6号线田村站1200米,5,6,1,1200
1639,2540,12,11131-C,3室1卫,5/5层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,5,5,1,750
1640,2860,8,129023-C,3室1卫,3/6层,海淀区,五棵松,永定路西里,距1号线玉泉路站900米,3,6,1,900
1641,3210,15,133960-D,4室1卫,3/6层,朝阳区,高碑店,兴隆家园,距八通线高碑店站600米,3,6,1,600
1642,2730,17,140177-B,3室1卫,3/6层,丰台区,丰台东大街,北大地三里,距9号线丰台东大街站1000米,3,6,1,1000
1643,2400,9,144697-C,3室1卫,3/25层,朝阳区,焦化厂,燕保祈东家园二期,距7号线焦化厂站400米,3,25,1,400
1644,3500,15,146202-B,2室1卫,4/6层,朝阳区,劲松,劲松七区,距10号线劲松站1150米,4,6,1,1150
1645,2640,12,13721-C,4室1卫,4/6层,昌平区,回龙观,金榜园,距13号线回龙观站1200米,4,6,1,1200
1646,2050,12,154414-C,3室0卫,5/8层,通州区,梨园,柳岸方园,距八通线梨园站950米,5,8,1,950
1647,3110,15,18204-B,3室1卫,6/18层,朝阳区,化工,官悦欣园B区,距7号线化工站700米,6,18,1,700
1648,2570,23,19604-D,4室1卫,6/16层,顺义区,顺义,石园南区,距15号线顺义站2600米,6,16,1,2600
1649,2980,12,22836-C,3室1卫,4/6层,朝阳区,星火,姚家园西里5号院,"距3号线,20号线星火站600米",4,6,2,600
1650,3630,16,23312-A,3室1卫,4/6层,朝阳区,望京,南湖中园小区,"距14号线东段,15号线望京站700米",4,6,2,700
1651,2400,14,24013-C,4室1卫,3/15层,朝阳区,东坝中街,金驹家园,距6号线褡裢坡站4200米,3,15,1,4200
1652,2990,16,17969-B,3室1卫,2/6层,朝阳区,立水桥南,佳运园一期,"距13号线,5号线立水桥站1250米",2,6,2,1250
1653,2200,18,29168-A,3室1卫,2/6层,通州区,通州北关,东潞苑,距6号线通州北关站2350米,2,6,1,2350
1654,1960,11,30392-B,3室1卫,18/22层,通州区,万盛西,大方居,距7号线万盛西站1350米,18,22,1,1350
1655,2590,8,28123-C,4室1卫,12/28层,昌平区,龙泽,回龙观新村东区,"距13号线,昌平线西二旗站1250米",12,28,2,1250
1656,1890,12,33781-C,3室1卫,5/19层,通州区,物资学院路,金地格林格林,距6号线物资学院路站2950米,5,19,1,2950
1657,2490,13,3120-B,3室1卫,1/8层,朝阳区,孙河,康营小区,距15号线孙河站1000米,1,8,1,1000
1658,2560,11,37976-B,2室1卫,4/5层,朝阳区,褡裢坡,定福庄北里2号院,距6号线褡裢坡站750米,4,5,1,750
1659,3200,15,388-A,3室1卫,23/30层,昌平区,龙泽,融泽嘉园2号院,"距13号线,昌平线西二旗站1750米",23,30,2,1750
1660,2900,13,39324-B,3室1卫,21/26层,朝阳区,常营,保利嘉园3号院,距6号线常营站800米,21,26,1,800
1661,2400,9,40510-A,3室1卫,1/6层,朝阳区,褡裢坡,三间房西里,距6号线褡裢坡站800米,1,6,1,800
1662,2350,12,44810-B,2室1卫,1/15层,顺义区,花梨坎,枫泉花园,距15号线花梨坎站700米,1,15,1,700
1663,3180,23,4233-A,3室1卫,5/5层,朝阳区,黄渠,常营民族家园B区,距6号线黄渠站800米,5,5,1,800
1664,1980,10,46784-B,3室1卫,4/6层,大兴区,旧宫,清欣园甲区,距亦庄线旧宫站1600米,4,6,1,1600
1665,2470,9,48143-A,3室1卫,18/20层,朝阳区,褡裢坡,福盈家园3号院,距6号线褡裢坡站450米,18,20,1,450
1666,1710,13,47765-A,2室1卫,5/6层,昌平区,昌平,鼓楼北街3号院,距昌平线昌平站800米,5,6,1,800
1667,2790,11,48547-B,2室1卫,2/5层,丰台区,纪家庙,郑王坟141号院,距10号线纪家庙站750米,2,5,1,750
1668,2890,13,50265-C,3室1卫,12/22层,丰台区,泥洼,盛鑫嘉园,距10号线泥洼站50米,12,22,1,50
1669,3040,9,51878-C,4室1卫,16/28层,朝阳区,望京,望京西园一区,"距14号线东段,15号线望京站850米",16,28,2,850
1670,2040,11,60942-B,3室1卫,14/26层,通州区,果园,通广嘉园,距八通线果园站1450米,14,26,1,1450
1671,2400,9,61693-B,3室1卫,13/16层,丰台区,菜户营,鹏润家园,距7号线广安门内站2400米,13,16,1,2400
1672,2580,12,6318-D,4室1卫,15/19层,朝阳区,成寿寺,静馨嘉苑,距10号线成寿寺站400米,15,19,1,400
1673,2560,12,67404-B,3室1卫,21/28层,通州区,物资学院路,新建村二期,距6号线物资学院路站550米,21,28,1,550
1674,4860,27,69886-A,1室1卫,8/23层,丰台区,蒲黄榆,gogo新世代,"距5号线,14号线东段蒲黄榆站100米",8,23,2,100
1675,1750,12,73622-B,3室1卫,1/6层,通州区,万盛东,群芳三园,距7号线万盛东站1100米,1,6,1,1100
1676,2900,15,75324-D,4室1卫,3/6层,丰台区,科怡路,怡海花园恒丰园,距9号线科怡路站550米,3,6,1,550
1677,2080,11,79456-D,4室1卫,1/5层,大兴区,高米店南,兴涛社区,距4号线大兴线高米店南站600米,1,5,2,600
1678,3810,25,9584-B,4室1卫,7/11层,丰台区,角门西,瑞丽江畔,"距10号线,4号线大兴线角门西站350米",7,11,3,350
1679,2390,9,9576-B,3室1卫,5/20层,朝阳区,成寿寺,方庄南路18号院,距10号线成寿寺站700米,5,20,1,700
1680,2100,8,121988-C,4室1卫,11/22层,朝阳区,双合,建工双合家园,距7号线双合站350米,11,22,1,350
1681,2640,15,1020-C,4室2卫,1/20层,昌平区,天通苑南,天通苑西一区,距5号线天通苑南站150米,1,20,1,150
1682,1400,10,125395-B,4室1卫,2/9层,房山区,良乡大学城北,金地朗悦悦园,距房山线良乡大学城北站950米,2,9,1,950
1683,1850,13,11042-A,4室1卫,1/6层,顺义区,石门,前进花园玉兰苑,距15号线石门站650米,1,6,1,650
1684,2950,21,138066-C,3室1卫,2/6层,丰台区,丰台站,汇丰家园,"距10号线,16号线丰台站站650米",2,6,2,650
1685,3040,12,138811-A,3室1卫,20/22层,海淀区,永泰庄,清景园,距8号线永泰庄站850米,20,22,1,850
1686,2780,16,143810-C,4室1卫,5/8层,昌平区,天通苑,天通苑北一区,距5号线天通苑站350米,5,8,1,350
1687,3900,17,141834-A,3室1卫,4/6层,朝阳区,光熙门,西坝河北里,距13号线光熙门站500米,4,6,1,500
1688,2610,12,145138-B,2室1卫,3/6层,石景山区,古城,古城北路,距1号线古城站1150米,3,6,1,1150
1689,2040,11,141105-C,3室1卫,13/16层,丰台区,东高地,益丰园,距8号线南段东高地站750米,13,16,1,750
1690,1670,14,140805-A,3室1卫,4/6层,通州区,通州北关,东潞苑,距6号线通州北关站2350米,4,6,1,2350
1691,1900,9,149883-A,2室1卫,5/6层,通州区,北运河西,玉桥中路甲2号院,距6号线北运河西站850米,5,6,1,850
1692,8590,96,152158-A,2室1卫,27/30层,朝阳区,青年路,国美第一城3号院,距6号线青年路站1200米,27,30,1,1200
1693,2320,14,153698-D,4室1卫,17/25层,石景山区,杨庄,海特花园小区,"距1号线,6号线苹果园站1400米",17,25,2,1400
1694,1740,12,153850-D,4室2卫,2/6层,顺义区,顺义,双兴南区,距15号线顺义站1000米,2,6,1,1000
1695,1980,8,156972-B,3室1卫,17/18层,大兴区,荣昌东街,南海家园三里,距亦庄线荣昌东街站3150米,17,18,1,3150
1696,2330,12,157760-C,3室1卫,17/25层,大兴区,西红门,鸿坤理想城八期,距4号线大兴线西红门站1250米,17,25,2,1250
1697,3350,20,1598-E,5室1卫,8/28层,朝阳区,青年路,甘露家园,距6号线青年路站700米,8,28,1,700
1698,3650,12,16585-A,2室1卫,7/16层,西城区,车公庄西,扣钟北里,距6号线车公庄西站600米,7,16,1,600
1699,1660,9,18690-A,4室1卫,5/20层,昌平区,天通苑北,龙冠冠华苑一区,距5号线天通苑北站3950米,5,20,1,3950
1700,2260,15,20943-B,3室1卫,4/11层,通州区,梨园,梨园新村,距八通线梨园站550米,4,11,1,550
1701,2540,16,21949-B,3室1卫,2/6层,朝阳区,常营,连心园西区,距6号线常营站800米,2,6,1,800
1702,7300,63,24643-A,2室1卫,5/6层,朝阳区,金台路,甜水园街,"距6号线,14号线东段金台路站500米",5,6,2,500
1703,3860,28,2384-E,5室2卫,15/26层,朝阳区,黄渠,柏林爱乐二期,距6号线黄渠站850米,15,26,1,850
1704,2430,13,27975-B,3室1卫,1/14层,海淀区,北安河,安河家园四里,距16号线北安河站550米,1,14,1,550
1705,2480,16,25040-A,3室1卫,1/6层,朝阳区,常营,连心园西区,距6号线常营站800米,1,6,1,800
1706,1700,18,29375-C,4室1卫,7/21层,房山区,马各庄,中冶蓝城,距燕房线马各庄站500米,7,21,1,500
1707,1570,9,30798-C,3室1卫,4/6层,顺义区,顺义,双兴东区,距15号线顺义站900米,4,6,1,900
1708,1440,10,32545-A,4室1卫,5/6层,房山区,篱笆房,碧桂园温泉小区C区,距房山线篱笆房站1500米,5,6,1,1500
1709,2070,16,32632-A,3室1卫,6/6层,顺义区,顺义,东兴一区,距15号线顺义站400米,6,6,1,400
1710,3040,14,33070-B,3室1卫,5/9层,朝阳区,双桥,金隅康惠园,距八通线双桥站600米,5,9,1,600
1711,1830,13,33303-A,2室1卫,6/6层,顺义区,石门,澜西园,距15号线石门站2200米,6,6,1,2200
1712,1510,11,31449-C,5室1卫,14/15层,房山区,良乡大学城西,鸿顺园东区,距房山线良乡大学城西站350米,14,15,1,350
1713,2280,13,33601-C,3室1卫,5/6层,丰台区,丰台东大街,东安街头条,距9号线丰台东大街站1400米,5,6,1,1400
1714,3570,23,35192-A,3室1卫,13/23层,海淀区,育新,上奥世纪,距8号线育新站1500米,13,23,1,1500
1715,2230,9,34587-B,4室1卫,8/15层,海淀区,永丰,友谊嘉园三期,距16号线永丰站2150米,8,15,1,2150
1716,3190,14,367-A,5室2卫,2/28层,朝阳区,关庄,嘉铭园B区,距15号线关庄站450米,2,28,1,450
1717,2730,10,3512-B,3室1卫,17/20层,朝阳区,北苑路北,来北家园,距5号线北苑路北站1350米,17,20,1,1350
1718,1110,11,38482-A,3室1卫,5/6层,房山区,星城,燕化星城建德四里,距燕房线星城站300米,5,6,1,300
1719,2330,16,39016-A,2室1卫,11/11层,通州区,通州北关,苏坨新村,距6号线通州北关站2800米,11,11,1,2800
1720,3040,9,3707-C,3室1卫,19/28层,朝阳区,劲松,华腾园,距10号线劲松站450米,19,28,1,450
1721,2860,17,40016-A,2室1卫,3/5层,朝阳区,传媒大学,电建北院,距八通线传媒大学站750米,3,5,1,750
1722,2200,11,3815-D,4室1卫,4/6层,朝阳区,双桥,双惠苑,距八通线双桥站500米,4,6,1,500
1723,2280,8,37204-C,3室1卫,4/15层,大兴区,万源街,鹿鸣苑,距亦庄线万源街站550米,4,15,1,550
1724,1480,9,41878-C,4室1卫,7/16层,顺义区,顺义,石园北区,距15号线顺义站1950米,7,16,1,1950
1725,1960,8,43627-C,3室1卫,15/21层,昌平区,天通苑北,龙冠冠华苑四区,距5号线天通苑北站3750米,15,21,1,3750
1726,2630,11,45436-A,3室1卫,4/6层,丰台区,纪家庙,万柳西园,距10号线纪家庙站850米,4,6,1,850
1727,3290,10,47456-A,5室1卫,1/5层,海淀区,西二旗,领秀新硅谷,"距13号线,昌平线西二旗站700米",1,5,2,700
1728,4380,19,47863-A,2室1卫,3/18层,朝阳区,阜通,花家地北里,距14号线东段阜通站850米,3,18,1,850
1729,2630,11,50236-A,2室1卫,5/6层,西城区,陶然亭,右安门内西街甲10号院,距4号线大兴线陶然亭站1450米,5,6,2,1450
1730,7060,59,51108-A,1室1卫,25/28层,朝阳区,望京,望京西园一区,"距14号线东段,15号线望京站850米",25,28,2,850
1731,2160,16,52111-C,4室1卫,7/13层,顺义区,花梨坎,天裕昕园西区,距15号线花梨坎站2750米,7,13,1,2750
1732,3070,10,52083-C,3室1卫,22/24层,朝阳区,劲松,农光里,距10号线劲松站350米,22,24,1,350
1733,1810,11,58055-C,3室1卫,12/18层,通州区,通运门,京贸家园,距6号线通运门站2650米,12,18,1,2650
1734,5870,52,58244-A,1室1卫,1/6层,朝阳区,潘家园,华威西里,距10号线潘家园站650米,1,6,1,650
1735,1830,10,59105-A,3室1卫,5/6层,通州区,通运门,新华东街,距6号线通运门站950米,5,6,1,950
1736,2630,11,59416-A,3室1卫,4/6层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,4,6,1,550
1737,2440,13,5982-A,3室1卫,3/6层,朝阳区,星火,姚家园西里5号院,"距3号线,20号线星火站600米",3,6,2,600
1738,2740,17,63301-C,3室1卫,10/20层,石景山区,八角游乐园,八角南里,距1号线八角游乐园站800米,10,20,1,800
1739,3140,10,64046-C,3室1卫,12/18层,朝阳区,和平西桥,和平街西苑,距5号线和平西桥站300米,12,18,1,300
1740,2660,13,6426-B,3室1卫,4/32层,丰台区,丽泽商务区,万泉盛景园,距10号线纪家庙站1400米,4,32,1,1400
1741,1340,8,68881-B,4室1卫,5/13层,房山区,广阳城,绿地新都会,距房山线广阳城站2050米,5,13,1,2050
1742,1600,11,68847-B,3室1卫,10/18层,顺义区,顺义,石园北区,距15号线顺义站1950米,10,18,1,1950
1743,2530,9,70318-D,4室1卫,14/14层,丰台区,丰台站,三环新城8号院,"距10号线,16号线丰台站站200米",14,14,2,200
1744,2430,10,6838-C,5室1卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,6,6,1,750
1745,1390,14,73482-A,4室1卫,11/12层,房山区,篱笆房,加州水郡四期,距房山线篱笆房站2550米,11,12,1,2550
1746,2740,23,71808-C,5室1卫,3/4层,昌平区,朱辛庄,豆各庄新村,"距昌平线,8号线朱辛庄站1350米",3,4,2,1350
1747,2540,12,74016-B,3室1卫,5/6层,昌平区,回龙观,龙博苑二区,距13号线回龙观站350米,5,6,1,350
1748,1990,13,77965-C,3室1卫,4/6层,通州区,次渠,华馨园,"距亦庄线,17号线次渠站650米",4,6,2,650
1749,3100,15,9576-C,3室1卫,5/20层,朝阳区,成寿寺,方庄南路18号院,距10号线成寿寺站700米,5,20,1,700
1750,3310,15,50930-C,3室1卫,14/19层,朝阳区,潘家园,华威北里,距10号线潘家园站350米,14,19,1,350
1751,2760,10,940-A,3室1卫,4/6层,朝阳区,潘家园,潘家园南里,距10号线潘家园站950米,4,6,1,950
