价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2560,10,3349-B,5室1卫,3/28层,朝阳区,十里堡,十里堡甲3号院城市广场,地铁：距6号线十里堡站900米
1390,8,36157-C,4室1卫,2/16层,房山区,良乡大学城西,绿湾星苑,地铁：距房山线良乡大学城西站850米
2450,11,3520-B,3室1卫,1/15层,朝阳区,青年路,金隅泰和园,地铁：距6号线青年路站1250米
,,,,,,,,
1760,10,43660-C,3室1卫,4/12层,通州区,物资学院路,翠福园,地铁：距6号线物资学院路站2350米
2340,10,45310-B,3室1卫,13/21层,朝阳区,北岗子,坝鑫家园,"地铁：距12号线,平谷线北岗子站850米"
2510,10,5194-B,4室1卫,16/25层,朝阳区,立水桥,世华泊郡,"地铁：距13号线,5号线立水桥站1050米"
2700,14,5234-A,3室1卫,28/28层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
1770,9,62235-B,4室1卫,1/7层,通州区,物资学院路,富河园,地铁：距6号线物资学院路站1250米
3770,18,64605-A,2室1卫,3/5层,朝阳区,望京西,南湖渠西里,"地铁：距13号线,15号线望京西站650米"
2270,20,71707-C,3室1卫,4/6层,丰台区,东高地,西洼地,地铁：距8号线南段东高地站250米
1750,12,72084-A,4室1卫,5/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米
1510,11,74225-C,3室1卫,4/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
1860,9,75276-C,3室1卫,3/6层,丰台区,火箭万源,清和园,地铁：距8号线南段火箭万源站1450米
2440,10,8262-B,3室1卫,9/28层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
1890,12,115825-B,3室1卫,9/28层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米
1680,10,123301-C,3室1卫,1/5层,通州区,同济南路,神龙金桥,地铁：距亦庄线同济南路站2650米
1710,8,125628-B,2室1卫,2/5层,通州区,果园,京洲园,地铁：距八通线果园站1700米
2060,7,1609-C,4室1卫,6/29层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
2910,15,19933-C,3室1卫,5/23层,丰台区,六里桥东,华源一里,地铁：距9号线六里桥东站650米
2300,13,20066-A,4室1卫,17/24层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
2070,8,2175-C,3室1卫,5/17层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米"
1500,9,21417-D,4室1卫,16/28层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
1380,12,29319-C,3室1卫,2/6层,房山区,篱笆房,碧桂园A区,地铁：
2130,10,32088-A,3室1卫,14/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
1990,10,28223-A,4室1卫,13/15层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米
1750,10,50405-C,3室1卫,2/6层,顺义区,南法信,华英园（顺义）,地铁：距15号线南法信站800米
4270,46,52562-A,1室1卫,12/24层,大兴区,西红门,鸿坤理想城八期,地铁：距4号线大兴线西红门站1250米
2580,14,5660-B,3室1卫,1/16层,丰台区,分钟寺,四方景园四区,地铁：距10号线分钟寺站1150米
2050,9,63301-B,3室1卫,10/20层,石景山区,八角游乐园,八角南里,地铁：距1号线八角游乐园站800米
1920,8,75121-A,4室1卫,22/29层,通州区,次渠南,次渠锦园北区,地铁：距亦庄线次渠南站350米
2240,12,8502-A,3室1卫,9/11层,朝阳区,孙河,康营小区32区,地铁：距15号线孙河站1350米
2680,18,151589-A,2室1卫,3/6层,石景山区,八宝山,永乐东区,地铁：距1号线八宝山站700米
3280,18,154158-B,2室1卫,5/6层,丰台区,马家堡,翠林二里,地铁：距4号线大兴线马家堡站750米
4650,42,21041-A,1室1卫,2/5层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
2120,9,2195-D,4室1卫,9/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米
2090,9,19768-A,4室1卫,9/29层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1490,8,33067-A,3室1卫,4/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米
2230,9,33721-C,4室1卫,2/27层,朝阳区,常营,富力阳光美园,地铁：距6号线常营站650米
2390,10,46618-C,3室1卫,4/6层,丰台区,丰台南路,华林家园,地铁：距9号线丰台南路站100米
3220,14,49920-A,4室1卫,4/11层,西城区,木樨地,白云观北里,地铁：距1号线木樨地站1100米
7440,83,52231-A,2室1卫,13/24层,朝阳区,黄渠,泰福苑三区,地铁：距6号线黄渠站500米
2550,16,54511-B,3室1卫,5/6层,丰台区,丰台科技园,富锦嘉园一区,地铁：距9号线丰台科技园站1050米
2180,9,57370-D,4室1卫,12/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米
2930,14,58022-B,2室1卫,4/6层,昌平区,霍营,蓝天园,"地铁：距8号线,13号线霍营站800米"
3230,9,59098-B,4室1卫,8/23层,朝阳区,三元桥,国际港,"地铁：距10号线,12号线,机场线三元桥站300米"
4260,46,63665-A,1室1卫,5/6层,朝阳区,东坝中街,康静里,地铁：距14号线东段将台站3750米
2200,10,64970-C,3室1卫,3/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
2440,13,68639-A,3室1卫,5/6层,朝阳区,黄渠,常营民族家园G区,地铁：距6号线黄渠站1000米
1360,10,71859-B,4室1卫,5/9层,房山区,良乡大学城北,金地朗悦悦园,地铁：距房山线良乡大学城北站950米
2480,9,77495-D,4室1卫,4/22层,丰台区,刘家窑,正邦嘉园,地铁：距5号线刘家窑站300米
2340,12,8711-A,3室1卫,6/6层,朝阳区,黄渠,常营民族家园G区,地铁：距6号线黄渠站1000米
2600,10,847-A,3室1卫,14/21层,丰台区,宋家庄,顶秀金瑞,"地铁：距5号线,10号线,亦庄线宋家庄站650米"
2370,10,8738-C,4室1卫,5/27层,丰台区,方庄,芳星园三区,地铁：距14号线东段方庄站650米
2050,9,121494-A,3室1卫,12/30层,朝阳区,管庄,北京新天地,地铁：距八通线管庄站750米
2650,12,11096-A,3室1卫,2/5层,昌平区,回龙观,南店新村,地铁：距8号线育新站1100米
2400,9,134944-B,3室1卫,26/28层,丰台区,大井,丰体时代花园,地铁：距14号线西段大井站400米
6080,57,136445-A,2室1卫,3/6层,西城区,达官营,车站东街15号院,"地铁：距7号线,16号线达官营站1200米"
2340,11,12892-C,3室1卫,2/16层,丰台区,草桥,玉芳园,"地铁：距10号线,大兴机场线草桥站650米"
2580,15,1407-B,3室1卫,4/6层,朝阳区,黄渠,常营民族家园N区,地铁：距6号线黄渠站400米
1950,12,16239-A,4室1卫,3/6层,大兴区,黄村火车站,车站中里,地铁：距4号线大兴线黄村火车站站250米
2550,12,15963-A,3室1卫,5/19层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米"
2260,12,2697-B,3室1卫,4/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
1320,7,29529-A,3室1卫,3/6层,顺义区,俸伯,滨河小区,地铁：距15号线俸伯站1600米
1520,11,32634-C,3室1卫,1/6层,顺义区,顺义,石园北区,地铁：距15号线顺义站1950米
1440,15,33422-D,4室1卫,5/6层,房山区,篱笆房,碧桂园温泉小区二区,地铁：距房山线篱笆房站1700米
1720,12,31173-C,3室1卫,6/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米
2490,10,34943-A,2室1卫,4/6层,朝阳区,褡裢坡,定福庄北里1号院,地铁：距6号线褡裢坡站550米
2650,13,35370-C,3室1卫,17/19层,昌平区,朱辛庄,TBD万科天地,"地铁：距昌平线,8号线朱辛庄站200米"
2890,11,34977-C,3室1卫,14/18层,丰台区,马家堡,丰开苑,地铁：距4号线大兴线马家堡站400米
3020,16,55156-A,3室1卫,6/18层,朝阳区,百子湾,百子湾家园-A区,地铁：距7号线百子湾站1250米
2180,12,56614-A,3室1卫,3/3层,朝阳区,双桥,周井大院,地铁：距八通线双桥站550米
2560,10,64473-C,3室1卫,19/20层,朝阳区,成寿寺,小红门路65号院,地铁：
1550,11,71571-B,3室1卫,5/6层,顺义区,顺义,胜利小区,地铁：距15号线顺义站700米
2810,8,7728-A,3室1卫,1/6层,朝阳区,大望路,西大望路12号院,"地铁：距1号线,14号线东段大望路站300米"
3080,10,7728-C,3室1卫,1/6层,朝阳区,大望路,西大望路12号院,"地铁：距1号线,14号线东段大望路站300米"
2880,13,8763-B,4室1卫,8/23层,丰台区,角门西,明日嘉园,"地铁：距10号线,4号线大兴线角门西站450米"
2580,12,8763-D,4室1卫,8/23层,丰台区,角门西,明日嘉园,"地铁：距10号线,4号线大兴线角门西站450米"
3210,22,138425-A,2室1卫,4/18层,西城区,达官营,车站西街17号院,"地铁：距7号线,16号线达官营站1300米"
1970,12,145869-B,3室1卫,1/6层,通州区,次渠,府东苑,"地铁：距亦庄线,17号线次渠站1150米"
11590,88,150533-A,2室1卫,14/29层,朝阳区,朝阳公园,丽水嘉园,"地铁：距3号线,14号线东段朝阳公园站400米"
5900,48,153837-A,1室1卫,7/14层,朝阳区,百子湾,沿海赛洛城,地铁：距7号线百子湾站650米
1960,15,154887-B,3室1卫,14/28层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米
2540,10,1591-A,4室1卫,7/10层,昌平区,生命科学园,领秀慧谷D区,地铁：距昌平线生命科学园站700米
1480,8,20130-A,4室1卫,10/22层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
1660,14,22120-B,3室1卫,1/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
2380,11,2139-C,3室1卫,15/18层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米"
2080,8,2349-C,3室1卫,7/15层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米"
2910,11,25320-A,3室1卫,1/28层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米"
2380,12,29732-A,2室1卫,12/14层,朝阳区,东坝中街,金泽家园C区,地铁：距6号线褡裢坡站3950米
1520,7,30682-D,4室1卫,18/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
2340,7,31809-A,3室1卫,1/5层,朝阳区,十里堡,八里庄东里,地铁：距6号线十里堡站600米
2360,13,32942-A,4室2卫,6/6层,大兴区,亦庄桥,富源里,地铁：距亦庄线亦庄桥站350米
2890,22,46459-A,2室1卫,5/6层,昌平区,龙泽,二拨子新村西区,地铁：距13号线龙泽站1950米
6530,35,46230-A,1室1卫,1/14层,朝阳区,双井,东三环南路,"地铁：距7号线,10号线双井站500米"
2480,13,44041-C,3室1卫,3/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
1460,11,47964-C,4室1卫,2/6层,房山区,良乡大学城西,鸿顺园东区,地铁：距房山线良乡大学城西站350米
2350,9,48548-B,3室1卫,11/14层,丰台区,角门东,福海小区,地铁：距10号线角门东站400米
1910,13,54672-B,4室1卫,3/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米
1820,8,54505-D,4室1卫,2/21层,朝阳区,平房村,金隅景和园(朝新嘉园东里7区),地铁：距6号线褡裢坡站3150米
1850,17,55775-A,3室1卫,5/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米
1820,13,55795-B,2室1卫,4/16层,房山区,良乡南关,嘉瑞通小区,地铁：距房山线良乡南关站150米
2630,17,58129-C,3室1卫,2/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
2380,9,62211-C,3室1卫,8/27层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
2540,12,68720-B,3室1卫,18/24层,丰台区,马家堡,玺萌丽苑,地铁：距4号线大兴线马家堡站650米
2420,10,74247-A,4室1卫,13/18层,朝阳区,潘家园,潘家园东里,地铁：距10号线潘家园站700米
2130,8,7823-A,3室1卫,5/6层,东城区,广渠门外,建木小区,"地铁：距7号线,17号线广渠门外站300米"
1450,10,79784-D,4室1卫,2/6层,顺义区,顺义,裕龙四区,地铁：距15号线顺义站1550米
2110,10,8428-C,4室1卫,12/19层,顺义区,花梨坎,满庭芳嘉园,地铁：距15号线花梨坎站850米
2240,9,8806-A,3室1卫,5/5层,丰台区,角门东,西马金润家园,地铁：距10号线角门东站700米
1900,10,8820-C,4室1卫,2/9层,顺义区,石门,万科四季花城,地铁：距15号线石门站450米
2200,10,8835-B,3室1卫,8/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2230,10,8634-B,4室1卫,11/26层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米
2210,12,8634-C,4室1卫,11/26层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米
2430,9,8755-C,3室1卫,15/21层,朝阳区,十里堡,石佛营东里,地铁：距6号线十里堡站1400米
2810,20,80927-A,2室1卫,6/13层,朝阳区,欢乐谷景区,垡头西里二区,地铁：距7号线欢乐谷景区站800米
,,,,,,,,
3860,13,138687-C,3室1卫,30/30层,朝阳区,大望路,soho现代城,"地铁：距1号线,14号线东段大望路站250米"
2160,8,147307-B,3室1卫,5/28层,朝阳区,垡头,垡头翠城馨园南区,地铁：距7号线垡头站850米
2420,11,147663-C,3室1卫,9/9层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米
2870,10,1624-A,6室2卫,1/24层,朝阳区,劲松,华腾园,地铁：距10号线劲松站450米
1930,8,19582-B,4室1卫,7/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1940,10,25238-A,2室1卫,4/6层,通州区,通州北苑,新华西街15号院,地铁：距八通线通州北苑站1400米
1720,9,27911-A,3室1卫,7/15层,昌平区,天通苑北,龙冠冠华苑一区,地铁：距5号线天通苑北站3950米
2040,11,358-A,3室1卫,2/5层,通州区,果园,新华联家园北区,地铁：距八通线果园站500米
2230,10,3506-B,3室1卫,2/28层,朝阳区,黄渠,汇鸿家园,地铁：距6号线黄渠站900米
1300,12,37582-C,3室1卫,8/16层,房山区,良乡大学城西,瑞雪春堂,地铁：距房山线良乡大学城西站900米
1830,10,32052-D,4室1卫,6/6层,朝阳区,八里桥,西马庄园,地铁：距八通线八里桥站1150米
1610,9,41915-D,4室1卫,3/13层,房山区,广阳城,世茂维拉,地铁：距房山线广阳城站700米
2480,14,43885-C,3室1卫,6/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米
1690,14,48391-D,4室2卫,2/6层,昌平区,昌平,西环里,地铁：距昌平线昌平站1200米
,,,,,,,,
2180,17,51213-A,3室1卫,3/6层,通州区,物资学院路,永顺西里,地铁：距6号线物资学院路站1150米
3820,16,51421-A,4室1卫,6/22层,丰台区,泥洼,盛鑫嘉园,地铁：距10号线泥洼站50米
2440,13,4990-C,3室1卫,5/6层,朝阳区,黄渠,常营民族家园J区,地铁：距6号线黄渠站900米
2390,12,55918-B,3室1卫,1/13层,石景山区,八角游乐园,世纪佳苑,地铁：距1号线八角游乐园站1000米
1560,11,59622-C,4室2卫,7/19层,房山区,良乡大学城,远洋新仕界,地铁：距房山线良乡大学城站400米
3140,17,593-B,3室1卫,5/15层,朝阳区,青年路,阿曼寓所,地铁：距6号线青年路站1000米
2750,16,66593-C,3室1卫,3/6层,朝阳区,黄渠,常营民族家园N区,地铁：距6号线黄渠站400米
1600,13,67816-B,4室1卫,1/6层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
2820,13,69693-C,3室1卫,1/6层,昌平区,龙泽,龙兴园中区,"地铁：距13号线,昌平线西二旗站1600米"
3450,13,79897-A,4室1卫,9/30层,朝阳区,大望路,soho现代城,"地铁：距1号线,14号线东段大望路站250米"
2470,11,8942-A,4室1卫,1/10层,朝阳区,传媒大学,艺水芳园,地铁：距八通线传媒大学站950米
3260,26,8942-B,4室1卫,1/10层,朝阳区,传媒大学,艺水芳园,地铁：距八通线传媒大学站950米
1620,11,81047-C,3室1卫,5/15层,房山区,长阳,军留庄,地铁：距房山线长阳站700米
2760,8,119689-A,3室1卫,20/24层,丰台区,角门西,嘉丽园,"地铁：距10号线,4号线大兴线角门西站150米"
1640,14,122645-D,4室1卫,3/6层,昌平区,昌平,东关北里小区,地铁：距昌平线昌平站1000米
2570,13,128579-B,5室1卫,3/13层,丰台区,樊羊路,益辰欣园,地铁：距房山线樊羊路站450米
,,,,,,,,
,,,,,,,,
3880,17,12801-A,3室1卫,5/25层,朝阳区,阜通,花家地西里,地铁：距14号线东段阜通站900米
10750,120,147270-A,2室1卫,10/22层,东城区,广渠门外,双花园南里,"地铁：距7号线,17号线广渠门外站650米"
1500,9,14250-C,4室1卫,2/18层,通州区,通运门,京贸家园,地铁：距6号线通运门站2650米
5140,50,19447-A,1室1卫,6/6层,丰台区,石榴庄,石榴园北里,地铁：距10号线石榴庄站250米
4870,26,20797-E,5室1卫,11/27层,朝阳区,三元桥,国际港,"地铁：距10号线,12号线,机场线三元桥站300米"
2190,8,2249-C,3室1卫,8/15层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米"
2000,11,22342-B,3室1卫,8/11层,顺义区,国展,翠竹新村,地铁：距15号线国展站1800米
6030,57,24999-A,1室1卫,14/26层,西城区,达官营,远见名苑,"地铁：距7号线,16号线达官营站400米"
1800,12,25190-C,4室2卫,6/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
1590,8,27830-C,4室1卫,20/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
2380,9,32734-C,4室1卫,12/19层,朝阳区,双桥,水郡长安,地铁：距八通线双桥站800米
1290,9,41436-C,3室1卫,3/10层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米
4840,28,42870-A,1室1卫,18/23层,丰台区,马家堡,玺萌丽苑,地铁：距4号线大兴线马家堡站650米
2180,10,43793-B,2室1卫,5/6层,石景山区,金安桥,九中教工宿舍楼,"地铁：距1号线,6号线苹果园站1600米"
2790,15,45442-C,3室1卫,4/18层,丰台区,石榴庄,石榴园南里,地铁：距10号线石榴庄站400米
2550,10,4616-A,3室1卫,1/6层,昌平区,龙泽,龙华园,地铁：距13号线龙泽站800米
2470,10,45778-D,4室1卫,10/16层,大兴区,万源街,鹿鸣苑,地铁：距亦庄线万源街站550米
1550,14,51504-D,4室1卫,3/6层,房山区,良乡大学城西,鸿顺园东区,地铁：距房山线良乡大学城西站350米
2190,10,57112-A,3室1卫,14/15层,丰台区,大葆台,欣葆家园二区,地铁：距房山线大葆台站650米
2930,6,61880-A,2室1卫,10/15层,西城区,西直门,交大东路56号院,"地铁：距2号线,4号线大兴线,13号线西直门站900米"
,,,,,,,,
2570,11,6754-B,4室1卫,6/24层,朝阳区,北工大西门,南新园,地铁：距14号线东段北工大西门站600米
2240,9,70666-B,3室1卫,5/6层,昌平区,生命科学园,领秀慧谷A区,地铁：距昌平线生命科学园站850米
2500,15,75060-C,5室1卫,2/11层,丰台区,石榴庄,彩虹城三区,地铁：距10号线石榴庄站950米
2260,8,8928-A,4室1卫,17/22层,丰台区,方庄,四方景园一区,地铁：距14号线东段方庄站850米
3020,18,8928-B,4室1卫,17/22层,丰台区,方庄,四方景园一区,地铁：距14号线东段方庄站850米
3210,16,8872-B,3室1卫,1/15层,朝阳区,关庄,嘉铭桐城-A区,地铁：距15号线关庄站150米
2380,10,8977-B,3室1卫,26/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2890,14,8977-C,3室1卫,26/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
1920,17,121707-C,3室1卫,5/6层,通州区,北运河西,玉桥中路2号院,地铁：距6号线北运河西站950米
1800,13,123301-B,3室1卫,1/5层,通州区,同济南路,神龙金桥,地铁：距亦庄线同济南路站2650米
4890,52,124339-A,1室1卫,1/21层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
1320,11,124415-A,3室1卫,3/10层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米
1710,13,141784-A,4室1卫,5/6层,昌平区,昌平东关,昌盛园一区,地铁：距昌平线昌平东关站1200米
1590,10,142349-B,3室1卫,1/12层,房山区,篱笆房,清雅小区,地铁：距房山线篱笆房站850米
2820,10,143730-B,2室1卫,4/6层,通州区,通州北苑,新华联锦园,地铁：距八通线通州北苑站650米
3860,47,144084-A,1室1卫,1/13层,通州区,北运河东,荔景园,地铁：距6号线北运河东站1100米
2590,10,138113-B,3室1卫,1/18层,朝阳区,北苑路北,北苑佳兴园,地铁：距5号线北苑路北站600米
3620,17,143409-D,4室2卫,14/24层,朝阳区,安立路,慧忠北里,地铁：距15号线安立路站250米
2130,14,146602-C,3室2卫,4/12层,昌平区,昌平东关,随园,地铁：距昌平线昌平东关站1000米
2820,15,16203-B,3室1卫,4/6层,丰台区,石榴庄,康泽园,地铁：距10号线石榴庄站600米
1720,11,22268-A,2室1卫,4/6层,通州区,梨园,艺苑东街,地铁：距八通线梨园站1350米
1830,7,25925-B,3室1卫,9/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
,,,,,,,,
1690,10,28803-B,4室1卫,19/23层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
3300,10,34977-B,3室1卫,14/18层,丰台区,马家堡,丰开苑,地铁：距4号线大兴线马家堡站400米
3550,9,40160-C,3室1卫,4/29层,朝阳区,来广营,北纬40度一期,地铁：距14号线东段来广营站250米
2100,24,391-A,7室2卫,6/6层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米
1750,10,45426-B,3室1卫,3/5层,大兴区,五福堂,德茂小区,地铁：距8号线南段五福堂站1050米
1720,10,45426-C,3室1卫,3/5层,大兴区,五福堂,德茂小区,地铁：距8号线南段五福堂站1050米
1690,11,48704-B,4室1卫,1/6层,通州区,梨园,梨园北小区,地铁：距八通线梨园站500米
1670,12,48941-D,4室1卫,5/6层,通州区,梨园,云景西里,地铁：距八通线梨园站750米
2540,11,51408-C,3室1卫,4/6层,东城区,景泰,定安里,地铁：距14号线东段景泰站450米
2360,12,55839-C,3室1卫,13/25层,石景山区,杨庄,地铁古城家园,"地铁：距1号线,6号线苹果园站1300米"
2280,11,58636-B,3室1卫,1/6层,通州区,物资学院路,邓家窑,地铁：距6号线物资学院路站250米
1960,13,66360-B,4室1卫,5/6层,通州区,果园,新华联家园南区,地铁：距八通线果园站650米
2100,14,67630-A,4室1卫,4/6层,丰台区,火箭万源,云龙家园,地铁：距亦庄线旧宫站2250米
1670,9,67811-A,6室2卫,19/27层,大兴区,天宫院,保利春天里一区,地铁：距4号线大兴线天宫院站250米
2250,12,61257-A,3室1卫,6/18层,通州区,通州北苑,通惠苑,地铁：距八通线通州北苑站650米
1930,20,79852-B,2室1卫,1/15层,通州区,土桥,金隅七零九零,地铁：距八通线土桥站1750米
2790,17,8928-C,4室1卫,17/22层,丰台区,方庄,四方景园一区,地铁：距14号线东段方庄站850米
1650,10,118331-B,4室1卫,2/6层,丰台区,张郭庄,福生园,地铁：距14号线西段张郭庄站700米
4200,13,127220-A,2室1卫,11/23层,海淀区,五棵松,今日家园,地铁：距1号线五棵松站900米
3850,9,127220-B,2室1卫,11/23层,海淀区,五棵松,今日家园,地铁：距1号线五棵松站900米
1800,14,127846-C,3室1卫,5/6层,大兴区,黄村火车站,观音寺南里,地铁：距4号线大兴线黄村火车站站1500米
1900,10,133781-D,4室1卫,3/6层,通州区,次渠,次渠怡芳园小区,"地铁：距亦庄线,17号线次渠站600米"
2710,12,133510-C,4室1卫,2/3层,丰台区,方庄,芳城园二区,地铁：距14号线东段方庄站650米
,,,,,,,,
2010,14,141519-A,4室1卫,6/16层,丰台区,东高地,蓝天怡景,地铁：距8号线南段东高地站1450米
1790,14,12624-E,5室2卫,4/6层,通州区,通州北关,永顺南里2号院,地铁：距6号线通州北关站1300米
,,,,,,,,
,,,,,,,,
1500,10,140805-C,3室1卫,4/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
1750,12,19029-D,4室1卫,11/22层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
2460,16,18964-C,3室1卫,4/6层,朝阳区,黄渠,常营民族家园B区,地铁：距6号线黄渠站800米
2050,7,1935-B,4室1卫,8/17层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
2980,10,19893-B,4室1卫,1/20层,朝阳区,望京,望京西园四区,"地铁：距14号线东段,15号线望京站400米"
2340,19,22629-A,2室1卫,2/6层,通州区,临河里,群芳园,地铁：距八通线临河里站1200米
2370,10,21681-E,6室1卫,15/16层,昌平区,天通苑,天通苑北一区,地铁：距5号线天通苑站350米
2360,8,2141-C,3室1卫,11/25层,朝阳区,北工大西门,双龙南里,地铁：距14号线东段北工大西门站450米
1340,13,22311-E,5室2卫,6/6层,顺义区,顺义,双兴北区,地铁：距15号线顺义站1250米
2480,9,2630-C,4室1卫,14/24层,丰台区,石榴庄,慧时欣园,地铁：距10号线石榴庄站200米
2000,11,30994-A,3室1卫,3/13层,朝阳区,东坝中街,金泽家园C区,地铁：距6号线褡裢坡站3950米
1710,7,27052-D,4室1卫,4/21层,朝阳区,平房村,金隅景和园(朝新嘉园东里7区),地铁：距6号线褡裢坡站3150米
2070,6,34235-B,4室1卫,10/14层,丰台区,新宫,合顺家园,"地铁：距4号线大兴线,19号线新宫站700米"
2560,14,33023-C,3室1卫,23/28层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米
1730,11,28686-A,4室2卫,6/7层,通州区,九棵树,龙鼎园,地铁：距八通线九棵树站1550米
1600,11,35610-B,3室1卫,10/15层,房山区,篱笆房,加州水郡三期,地铁：距房山线篱笆房站2200米
1960,9,33442-B,4室1卫,17/18层,朝阳区,管庄,远洋一方润园,地铁：距八通线管庄站950米
1410,7,42701-A,4室1卫,5/12层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
1730,10,45938-C,4室1卫,9/12层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
2370,14,48348-C,4室1卫,12/18层,大兴区,亦庄文化园,新康家园,地铁：距亦庄线亦庄文化园站750米
1830,9,51297-B,3室1卫,5/26层,通州区,梨园,新城嘉园（通州）,地铁：距八通线梨园站550米
2340,9,55284-C,3室1卫,9/11层,朝阳区,常营,保利嘉园3号院,地铁：距6号线常营站800米
2670,18,66399-B,2室1卫,3/6层,石景山区,古城,古城特钢楼,地铁：距1号线古城站1150米
1770,8,71590-D,4室1卫,15/15层,顺义区,花梨坎,天裕昕园,地铁：距15号线花梨坎站2550米
3670,16,69548-A,3室1卫,1/6层,朝阳区,将台,酒仙桥一街坊,地铁：距14号线东段将台站650米
2600,9,73556-A,2室1卫,1/12层,东城区,景泰,华龙美晟,地铁：距14号线东段景泰站500米
2840,12,680-D,4室2卫,6/12层,朝阳区,成寿寺,中海城风情苑,地铁：距10号线成寿寺站350米
2390,12,77035-C,3室1卫,3/6层,丰台区,首经贸,育菲园东里,"地铁：距10号线,房山线首经贸站300米"
2560,13,79731-B,3室1卫,10/18层,丰台区,科怡路,城市经典,地铁：距9号线科怡路站350米
3290,24,8710-D,5室1卫,22/26层,朝阳区,欢乐谷景区,北京华侨城1号院,地铁：距7号线欢乐谷景区站350米
2210,10,9028-A,3室1卫,10/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2920,15,119440-A,4室1卫,9/24层,丰台区,西局,丽泽雅园,"地铁：距10号线,14号线西段西局站1700米"
2350,35,1027-G,7室2卫,6/6层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米
,,,,,,,,
