价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2240,11,215-B,3室1卫,8/26层,通州区,通州北苑,通典铭居,地铁：距八通线通州北苑站450米
1860,8,47607-C,4室1卫,24/28层,大兴区,生物医药基地,鑫苑鑫都汇,地铁：距4号线大兴线生物医药基地站300米
2440,9,70000-B,2室1卫,14/20层,丰台区,北京南站,翠林一里,"地铁：距4号线大兴线,14号线东段北京南站站850米"
2530,12,74626-B,3室1卫,2/12层,朝阳区,褡裢坡,天泰苑A8区,地铁：距6号线褡裢坡站600米
1530,17,70681-B,4室1卫,5/6层,房山区,长阳,天泰新景家园,地铁：距房山线长阳站1450米
1790,8,121521-B,2室1卫,7/28层,通州区,高楼金,新城乐居,地铁：距7号线高楼金站450米
1700,8,121843-B,4室1卫,3/4层,通州区,通州北苑,帅府园,地铁：距八通线通州北苑站800米
4820,23,10-A,3室2卫,23/32层,朝阳区,大望路,阳光100,"地铁：距1号线,14号线东段大望路站400米"
2130,12,140492-B,2室1卫,3/22层,通州区,梨园,园景西区,地铁：距八通线梨园站350米
1550,8,154895-C,3室1卫,5/6层,通州区,梨园,站前巴黎,地铁：距八通线梨园站800米
2320,15,28038-B,3室1卫,5/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2510,9,29901-C,3室1卫,4/4层,昌平区,回龙观,南店新村,地铁：距8号线育新站1100米
1690,8,47967-C,5室2卫,18/27层,大兴区,天宫院,保利首开熙悦春天,地铁：距4号线大兴线天宫院站250米
1480,13,52390-C,3室1卫,2/6层,顺义区,俸伯,港馨家园东区,地铁：距15号线俸伯站3050米
1550,9,53196-A,3室1卫,4/6层,通州区,北运河东,武夷花园牡丹园,地铁：距6号线北运河东站1850米
2860,14,64825-D,4室1卫,11/19层,西城区,广安门内,建功北里,地铁：距7号线广安门内站1000米
1880,18,63722-B,2室1卫,5/6层,昌平区,昌平,静心苑,地铁：距昌平线昌平站850米
2690,19,70491-A,2室1卫,4/6层,石景山区,古城,八角北路,地铁：距1号线古城站1000米
2140,16,71-C,4室2卫,3/5层,大兴区,亦庄桥,莱茵河畔,地铁：距亦庄线亦庄桥站800米
2850,9,116679-B,3室1卫,18/18层,朝阳区,三元桥,静安东里,"地铁：距10号线,12号线,机场线三元桥站550米"
2790,9,132891-C,3室1卫,19/31层,朝阳区,青年路,国美第一城西区,地铁：距6号线青年路站1250米
3750,32,134265-A,1室1卫,17/30层,通州区,临河里,华业东方玫瑰,地铁：距八通线临河里站650米
2190,7,1217-B,4室1卫,7/29层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
3530,9,146414-A,2室1卫,2/6层,海淀区,清华东路西口,东王庄,地铁：距15号线清华东路西口站200米
4820,50,146501-A,1室1卫,6/18层,石景山区,古城,古城现代嘉园,地铁：距1号线古城站1250米
7090,86,149975-A,2室1卫,2/6层,昌平区,回龙观,金榜园,地铁：距13号线回龙观站1200米
1710,10,19001-A,3室1卫,6/6层,顺义区,石门,西辛南区,地铁：距15号线石门站450米
2280,11,19319-C,3室1卫,4/6层,昌平区,朱辛庄,朱辛庄北区,"地铁：距昌平线,8号线朱辛庄站550米"
2440,16,20292-C,3室1卫,1/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2400,17,21699-A,3室1卫,1/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2080,8,19019-C,3室1卫,14/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1250,6,22753-C,3室1卫,11/28层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
2340,10,165-B,4室2卫,5/11层,丰台区,石榴庄,彩虹城二区,地铁：距10号线石榴庄站900米
2070,15,32090-D,6室2卫,6/6层,朝阳区,孙河,康营小区C区,地铁：距15号线孙河站1350米
2450,10,3194-A,3室1卫,24/29层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
1860,11,35692-C,3室1卫,16/28层,昌平区,昌平,金隅万科城,地铁：距昌平线昌平站900米
1980,10,43185-B,2室1卫,1/6层,通州区,果园,后南仓,地铁：距八通线果园站1050米
2440,10,29429-B,3室1卫,25/27层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
2030,14,48275-B,4室1卫,14/28层,昌平区,昌平,金隅万科城,地铁：距昌平线昌平站900米
1950,14,55151-D,4室1卫,1/6层,通州区,通州北苑,杨庄小区,地铁：距八通线通州北苑站400米
1830,11,72510-A,2室1卫,1/6层,通州区,梨园,艺苑西街7号院,地铁：距八通线梨园站1100米
7480,63,70580-A,1室1卫,8/9层,朝阳区,青年路,珠江罗马嘉园西区,地铁：距6号线青年路站500米
2130,10,79595-D,4室1卫,2/11层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米
1590,9,135374-A,3室1卫,5/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
1770,9,141231-A,4室1卫,5/9层,大兴区,清源路,兴华园,地铁：距4号线大兴线清源路站600米
2340,9,20294-C,3室1卫,7/28层,朝阳区,黄渠,泰福苑三区,地铁：距6号线黄渠站500米
1750,9,21072-C,4室1卫,6/6层,通州区,物资学院路,富河园,地铁：距6号线物资学院路站1250米
2500,10,2162-B,3室1卫,12/26层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
1950,8,20986-C,4室1卫,20/28层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1900,8,31867-B,4室1卫,1/6层,顺义区,花梨坎,蓝星花园,地铁：距15号线花梨坎站600米
2490,15,43950-A,4室1卫,7/13层,丰台区,樊羊路,益辰欣园,地铁：距房山线樊羊路站450米
2260,11,49608-A,3室1卫,2/6层,大兴区,亦庄文化园,听涛雅苑,地铁：距亦庄线亦庄文化园站950米
4990,41,58375-A,1室1卫,8/23层,丰台区,大葆台,御景春天,地铁：距房山线大葆台站900米
1930,11,64192-A,4室1卫,4/6层,丰台区,和义,久敬佳园二区,地铁：距8号线南段和义站850米
3750,9,65014-A,2室1卫,2/6层,海淀区,大钟寺,学院南路60号院,"地铁：距12号线,13号线大钟寺站1150米"
2990,9,6958-B,4室1卫,3/28层,朝阳区,望京西,湖光壹号,"地铁：距13号线,15号线望京西站550米"
2010,9,80611-B,3室1卫,10/18层,朝阳区,管庄,远洋一方润园,地铁：距八通线管庄站950米
3160,10,914-B,3室1卫,15/18层,朝阳区,光熙门,西坝河北里,地铁：距13号线光熙门站500米
2090,6,10026-A,3室1卫,2/10层,丰台区,方庄,芳星园二区,地铁：距14号线东段方庄站250米
1700,9,121522-C,5室2卫,11/11层,通州区,北运河东,荔景园,地铁：距6号线北运河东站1100米
2780,10,134829-C,4室1卫,11/28层,朝阳区,百子湾,石门新居,地铁：距7号线百子湾站250米
3410,11,17622-A,2室1卫,22/25层,朝阳区,北苑路北,恒大名都,地铁：距5号线北苑路北站1200米
6190,56,23340-A,1室1卫,21/26层,石景山区,八宝山,远洋山水,地铁：距1号线八宝山站650米
1730,12,58529-B,3室1卫,3/6层,通州区,北运河东,紫运园,地铁：距6号线北运河东站1200米
1790,16,66818-A,4室1卫,5/6层,通州区,万盛东,群芳三园,地铁：距7号线万盛东站1100米
2590,8,71186-A,3室1卫,6/18层,西城区,陶然亭,清芷园,地铁：距4号线大兴线陶然亭站550米
1880,9,7663-A,3室1卫,2/6层,顺义区,国展,天竺花园,地铁：距15号线国展站1300米
5560,60,129128-A,1室1卫,5/18层,朝阳区,黄渠,泰福苑三区,地铁：距6号线黄渠站500米
2060,18,135781-C,3室1卫,3/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
2280,10,138639-C,4室2卫,10/18层,朝阳区,褡裢坡,金福家园,地铁：距6号线褡裢坡站1000米
1660,9,151047-B,2室1卫,2/6层,通州区,土桥,砖厂中路201号院,地铁：距八通线土桥站750米
2010,9,17982-C,3室1卫,7/15层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
3280,13,2576-C,4室2卫,15/24层,朝阳区,惠新西街北口,盛和家园,地铁：距5号线惠新西街北口站650米
1940,9,33553-A,3室1卫,8/19层,大兴区,荣昌东街,南海家园七里,地铁：距亦庄线荣昌东街站3700米
1360,11,34899-B,3室1卫,9/15层,房山区,篱笆房,加州水郡三期,地铁：距房山线篱笆房站2200米
4970,49,47010-A,1室1卫,9/14层,丰台区,丽泽商务区,万润风景,"地铁：距16号线,14号线东段丽泽商务区站1100米"
1640,12,48144-C,3室1卫,3/6层,昌平区,昌平,京科苑,地铁：距昌平线昌平站1600米
2520,11,60150-A,3室1卫,26/29层,丰台区,丰台站,三环新城7号院,"地铁：距10号线,16号线丰台站站450米"
3410,32,65223-D,4室1卫,15/15层,朝阳区,林萃桥,澳景花庭,地铁：距8号线林萃桥站900米
2330,8,66027-A,3室1卫,6/20层,东城区,陶然桥,百荣嘉园,地铁：距14号线东段陶然桥站300米
1820,8,76796-B,3室1卫,5/11层,顺义区,国展,翠竹新村,地铁：距15号线国展站1800米
1790,11,114473-D,4室1卫,4/6层,通州区,通州北苑,通惠北路小区,地铁：距八通线通州北苑站1300米
2970,18,766-A,5室2卫,2/9层,朝阳区,四惠东,通惠家园惠生园,"地铁：距1号线,八通线四惠东站700米"
2490,10,130484-A,4室1卫,4/6层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米
2340,15,30780-B,3室1卫,3/27层,朝阳区,小红门,鸿博家园一期B区,地铁：距亦庄线小红门站1250米
2130,11,34836-A,3室1卫,15/27层,大兴区,旧宫,旧宫新苑南区,地铁：距亦庄线旧宫站1000米
1700,10,41314-C,3室1卫,5/6层,顺义区,顺义,东兴二区,地铁：距15号线顺义站800米
4160,42,44163-A,1室1卫,4/6层,通州区,九棵树,葛布店南里,地铁：距八通线九棵树站300米
3190,12,44438-C,5室1卫,11/28层,朝阳区,潘家园,翌景嘉园,地铁：距10号线潘家园站350米
3030,10,51801-C,4室1卫,2/28层,朝阳区,青年路,珠江罗马嘉园西区,地铁：距6号线青年路站500米
2910,24,53906-D,4室1卫,1/6层,通州区,通州北苑,华兴园,地铁：距八通线通州北苑站450米
2600,11,57429-B,2室1卫,10/22层,丰台区,丰台南路,鸿业兴园二区,地铁：距9号线丰台南路站900米
1920,19,67264-D,4室1卫,6/6层,通州区,北运河西,南小园,地铁：距6号线北运河西站1400米
1120,8,73000-B,4室1卫,5/11层,房山区,篱笆房,加州水郡四期,地铁：距房山线篱笆房站2550米
1730,10,70291-C,3室1卫,3/28层,通州区,高楼金,新城乐居,地铁：距7号线高楼金站450米
3310,10,75170-A,2室1卫,5/5层,朝阳区,红庙,延静里中街,"地铁：距6号线,14号线东段金台路站800米"
2620,11,7524-C,3室1卫,2/23层,丰台区,刘家窑,正邦嘉园,地铁：距5号线刘家窑站300米
1660,12,79984-A,4室1卫,4/6层,通州区,北运河西,运乔嘉园,地铁：距6号线北运河西站1000米
2630,16,67-B,4室2卫,22/28层,昌平区,天通苑,天通苑北一区,地铁：距5号线天通苑站350米
2980,12,7821-D,4室1卫,19/22层,海淀区,西小口,莱圳家园,地铁：距8号线西小口站650米
3130,17,8945-C,3室1卫,4/28层,朝阳区,潘家园,百环花园,地铁：距10号线潘家园站250米
2440,19,886-B,5室2卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
1610,9,116727-B,3室1卫,5/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米
6690,50,129257-A,1室1卫,1/12层,朝阳区,大郊亭,后现代城,地铁：距7号线大郊亭站650米
1650,10,130474-D,4室1卫,1/8层,房山区,长阳,倘徉嘉园,地铁：
2950,16,12095-D,5室1卫,6/12层,朝阳区,成寿寺,中海城风情苑,地铁：距10号线成寿寺站350米
3100,21,11870-A,3室1卫,16/28层,朝阳区,管庄,东卫城,地铁：距八通线管庄站400米
6090,59,140950-A,1室1卫,3/5层,海淀区,永泰庄,宝盛里,地铁：距8号线永泰庄站1200米
2280,9,148583-A,2室1卫,5/6层,石景山区,八角游乐园,七星园,地铁：距1号线八角游乐园站900米
2080,12,26990-C,5室1卫,1/15层,顺义区,石门,万科四季花城,地铁：距15号线石门站450米
1730,14,29802-B,3室1卫,3/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米
1760,11,50642-A,4室1卫,3/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
1420,13,53490-A,3室1卫,4/13层,房山区,苏庄,佳世苑小区,地铁：距房山线苏庄站650米
5040,49,62015-A,1室1卫,18/20层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米
1560,10,61881-D,4室1卫,1/6层,昌平区,昌平,京科苑,地铁：距昌平线昌平站1600米
3240,19,65496-A,2室1卫,8/19层,朝阳区,潘家园,华威北里,地铁：距10号线潘家园站350米
3540,9,66466-C,3室1卫,5/6层,海淀区,知春路,罗庄西里,"地铁：距13号线,10号线知春路站350米"
2040,11,7842-C,3室1卫,2/3层,朝阳区,常营,管庄东里,地铁：距6号线常营站700米
2420,9,9859-D,4室1卫,3/24层,朝阳区,立水桥,世华泊郡,"地铁：距13号线,5号线立水桥站1050米"
1890,11,114655-C,3室1卫,2/8层,通州区,通州北苑,馨通家园,地铁：距6号线物资学院路站1400米
5260,58,130725-A,1室1卫,26/26层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
2160,16,132794-A,2室1卫,2/5层,大兴区,黄村西大街,黄村西里,地铁：距4号线大兴线黄村西大街站500米
3200,12,134852-A,4室1卫,11/28层,朝阳区,劲松,乐澜宝邸,地铁：距10号线劲松站250米
2880,12,142279-B,4室1卫,15/28层,朝阳区,潘家园,百环花园,地铁：距10号线潘家园站250米
2550,9,14121-B,3室1卫,6/6层,东城区,广渠门外,广渠门外南街,"地铁：距7号线,17号线广渠门外站450米"
2610,11,21692-B,2室1卫,4/6层,丰台区,海户屯,西罗园南里,地铁：距8号线南段海户屯站650米
2100,9,22670-A,2室1卫,1/6层,朝阳区,八里桥,西马庄园,地铁：距八通线八里桥站1150米
2530,16,268-G,7室4卫,5/6层,昌平区,天通苑南,天通苑四区,地铁：距5号线天通苑南站1050米
1530,15,31357-C,3室1卫,1/15层,房山区,篱笆房,加州水郡四期,地铁：距房山线篱笆房站2550米
3830,19,40668-A,2室1卫,5/6层,朝阳区,双井,双井东院,"地铁：距7号线,10号线双井站150米"
1740,12,44612-A,2室1卫,5/6层,通州区,通州北关,王家场,地铁：距6号线通州北关站2000米
2120,10,43944-A,3室1卫,1/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
2130,8,48962-B,3室1卫,7/29层,朝阳区,常营,保利嘉园3号院,地铁：距6号线常营站800米
2650,18,51867-C,3室1卫,1/5层,丰台区,大红门,苗圃东里,"地铁：距8号线南段,10号线大红门站250米"
1820,17,62828-B,4室1卫,3/6层,昌平区,昌平,南环里,地铁：距昌平线昌平站850米
1820,12,64054-B,3室1卫,16/17层,昌平区,南邵,何营路小区,地铁：
5210,44,68186-A,1室1卫,2/6层,朝阳区,潘家园,华威西里,地铁：距10号线潘家园站650米
1820,7,71657-A,4室1卫,2/6层,丰台区,纪家庙,青秀城,地铁：距10号线纪家庙站1100米
2820,11,80609-A,2室1卫,19/27层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
2460,18,12229-C,3室1卫,5/6层,朝阳区,黄渠,常营民族家园G区,地铁：距6号线黄渠站1000米
4280,61,139798-A,2室1卫,4/6层,通州区,北运河西,玉桥北里,地铁：距6号线北运河西站1250米
1640,9,142922-A,2室1卫,4/6层,通州区,北运河西,三元村小区,地铁：距6号线北运河西站1100米
2640,19,144175-B,2室1卫,1/6层,石景山区,古城,古城南路,地铁：距1号线古城站500米
2320,11,153459-C,3室1卫,1/5层,朝阳区,黄渠,北京外运三间房家属院,地铁：距6号线黄渠站500米
2850,18,14121-C,3室1卫,6/6层,东城区,广渠门外,广渠门外南街,"地铁：距7号线,17号线广渠门外站450米"
2550,12,218-A,4室2卫,14/18层,丰台区,宋家庄,怡和世家,"地铁：距5号线,10号线,亦庄线宋家庄站950米"
2410,14,72912-E,6室2卫,1/9层,大兴区,亦庄文化园,东晶国际,地铁：距亦庄线亦庄文化园站850米
2620,9,7616-C,3室1卫,22/28层,朝阳区,四惠东,通惠家园惠民园,"地铁：距1号线,八通线四惠东站350米"
2130,8,7543-A,3室1卫,4/17层,丰台区,新宫,德鑫嘉园二期,"地铁：距4号线大兴线,19号线新宫站700米"
1720,12,7683-A,3室1卫,5/6层,通州区,梨园,云景北里,地铁：距八通线梨园站300米
1870,10,141146-A,2室1卫,3/6层,通州区,梨园,葛布店东里,地铁：距八通线梨园站700米
2540,10,1531-A,3室1卫,6/6层,西城区,红莲南路,鸭子桥南里,地铁：
3000,11,16281-B,3室1卫,3/21层,朝阳区,四惠,都会华庭,"地铁：距1号线,八通线四惠站750米"
1910,10,23736-A,3室1卫,4/20层,朝阳区,东坝中街,金驹家园,地铁：距6号线褡裢坡站4200米
2320,14,32495-C,3室1卫,1/6层,朝阳区,双桥,建东苑,地铁：距八通线双桥站950米
1810,13,47817-B,4室1卫,1/13层,通州区,土桥,DBC加州小镇,地铁：距八通线土桥站500米
3180,9,7972-C,5室1卫,17/26层,朝阳区,望京东,宝星园,地铁：距15号线望京东站550米
2350,13,7939-D,5室1卫,6/6层,昌平区,育知路,风雅园三区,地铁：距8号线育知路站950米
3190,18,79570-D,4室1卫,3/25层,朝阳区,潘家园,美景东方,地铁：距14号线东段北工大西门站850米
2170,11,79501-A,4室1卫,2/21层,石景山区,古城,古城现代嘉园,地铁：距1号线古城站1250米
2220,10,117227-A,3室1卫,5/6层,石景山区,古城,古城南路,地铁：距1号线古城站500米
2380,11,121485-A,3室1卫,7/18层,丰台区,樊羊路,郭公庄幸福家园,地铁：距房山线樊羊路站400米
2180,12,136328-C,3室1卫,6/8层,朝阳区,孙河,康营小区6区,地铁：距15号线孙河站1050米
2870,9,1206-D,4室1卫,4/11层,朝阳区,太阳宫,曙光里,"地铁：距10号线,17号线太阳宫站650米"
1870,18,136734-C,3室1卫,4/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
,,,,,,,,
2260,10,1819-A,3室1卫,24/26层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米
1940,9,23740-A,3室1卫,14/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
1410,10,29079-C,5室1卫,6/21层,房山区,篱笆房,天资华府,地铁：距房山线篱笆房站1950米
2600,20,55778-D,8室4卫,1/6层,通州区,物资学院路,8哩岛,地铁：距6号线物资学院路站800米
,,,,,,,,
1580,11,67264-A,4室1卫,6/6层,通州区,北运河西,南小园,地铁：距6号线北运河西站1400米
2850,15,67476-A,4室1卫,6/16层,丰台区,方庄,紫芳园六区,地铁：距14号线东段方庄站750米
1810,13,67615-C,3室1卫,2/6层,通州区,通州北关,永顺南里2号院,地铁：距6号线通州北关站1300米
4830,34,74467-A,1室1卫,18/28层,西城区,达官营,荣丰2008,"地铁：距7号线,16号线达官营站450米"
2540,16,119335-B,2室1卫,12/18层,大兴区,亦庄桥,中信新城东区,地铁：距亦庄线荣京东街站2500米
1690,9,141984-B,2室1卫,5/7层,通州区,北运河西,幸福艺居,地铁：距6号线北运河西站1550米
2170,9,148413-B,3室1卫,4/6层,朝阳区,褡裢坡,金星小区,地铁：距6号线褡裢坡站950米
6650,64,152817-A,2室1卫,1/6层,朝阳区,劲松,劲松三区,地铁：距10号线劲松站300米
2370,16,153459-B,3室1卫,1/5层,朝阳区,黄渠,北京外运三间房家属院,地铁：距6号线黄渠站500米
3060,24,1605-E,6室1卫,6/6层,昌平区,天通苑,天通中苑,地铁：距5号线天通苑站1300米
2180,13,1605-F,6室1卫,6/6层,昌平区,天通苑,天通中苑,地铁：距5号线天通苑站1300米
1690,11,18932-A,3室1卫,2/6层,通州区,北运河西,运乔嘉园,地铁：距6号线北运河西站1000米
6830,44,23889-A,1室1卫,3/6层,西城区,积水潭,新明胡同,"地铁：距2号线,19号线积水潭站1300米"
1550,10,24492-C,3室1卫,2/5层,顺义区,石门,西辛北区,地铁：距15号线石门站1100米
3130,9,22783-A,2室1卫,5/5层,朝阳区,芍药居,芍药居甲2号院,"地铁：距10号线,13号线芍药居站500米"
1320,9,33156-B,3室1卫,11/17层,房山区,良乡大学城西,紫汇家园,地铁：距房山线良乡大学城西站550米
2080,13,34663-B,5室1卫,3/4层,大兴区,旧宫,宣颐家园,地铁：距亦庄线旧宫站850米
2070,12,40378-B,4室1卫,5/6层,朝阳区,双桥,建东苑,地铁：距八通线双桥站950米
1350,15,43694-C,5室3卫,5/6层,房山区,苏庄,蓝光星华海悦城,地铁：距房山线苏庄站650米
