price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
65858.1,60.0,19.377724,-99.176934,Benito Juárez
44161.44,51.0,,,Iztacalco
379342.68,200.0,19.390039,-99.255048,Cuajimalpa de Morelos
89904.21,47.0,,,Cuajimalpa de Morelos
34711.65,70.0,19.463891,-99.155763,Azcapotzalco
90161.48,110.0,19.436516,-99.173988,Miguel Hidalgo
279238.36,,19.3619852,-99.2663861,Cuajimalpa de Morelos
36880.53,,,,Iztacalco
24382.83,70.0,19.476817,-99.188708,Azcapotzalco
158059.45,120.0,19.420166,-99.220367,Miguel Hidalgo
34246.21,75.0,19.487416,-99.118006,Gustavo A. Madero
55406.65,70.0,19.4110686915,-99.1931051016,Miguel Hidalgo
90971.96,113.0,19.421006,-99.168362,Cuauhtémoc
118070.41,107.0,19.39868,-99.132459,Benito Juárez
86950.89,,19.4200104,-99.1433281,Cuauhtémoc
41095.45,59.0,19.329995,-99.115928,Coyoacán
85088.67,60.0,19.379082,-99.142673,Benito Juárez
59166.92,90.0,19.398983,-99.154034,Benito Juárez
58432.2,85.0,19.475745,-99.095737,Gustavo A. Madero
54267.07,54.0,19.462355,-99.193313,Miguel Hidalgo
148657.07,120.0,19.335033,-99.200347,Álvaro Obregón
184402.69,89.0,19.39912,-99.141464,Benito Juárez
122408.24,175.0,19.397686,-99.161395,Benito Juárez
39883.66,67.0,19.372724,-99.137094,Benito Juárez
122437.27,175.0,19.40099,-99.161174,Benito Juárez
44256.64,,19.3251279427,-99.0603786707,Iztapalapa
126236.81,97.0,19.271467,-99.146309,Tlalpan
126487.07,74.0,19.364589,-99.155212,Benito Juárez
140525.38,61.0,19.364891,-99.148384,Benito Juárez
183989.52,60.0,19.396018,-99.147827,Benito Juárez
71748.66,95.0,19.384478,-99.185339,Benito Juárez
131716.2,60.0,19.31755,-99.325383,Cuajimalpa de Morelos
241361.32,117.0,19.33432,-99.214134,La Magdalena Contreras
126236.81,97.0,19.271467,-99.146309,Tlalpan
76079.28,77.0,19.404442,-99.162688,Cuauhtémoc
131747.44,65.0,19.510954,-99.144234,Gustavo A. Madero
48102.75,65.0,19.454332,-99.200287,Miguel Hidalgo
93255.07,69.0,19.472155,-99.161186,Azcapotzalco
102763.0,58.0,19.386852,-99.194748,Álvaro Obregón
368805.38,95.0,19.395545,-99.174511,Benito Juárez
47922.15,70.0,19.484504,-99.180683,Azcapotzalco
42412.61,64.0,19.461256,-99.133059,Cuauhtémoc
131716.2,129.0,19.390748,-99.158695,Benito Juárez
310923.97,0.0,,,Miguel Hidalgo
382067.59,134.0,19.3587114,-99.1958642,Álvaro Obregón
205526.01,121.0,19.3757,-99.196831,Benito Juárez
48313.5,70.0,19.381691,-99.158135,Benito Juárez
58692.74,64.0,19.450551,-99.156352,Cuauhtémoc
84825.23,66.0,19.367943,-99.218478,Álvaro Obregón
187608.36,70.0,,,Benito Juárez
36827.85,65.0,19.317337,-99.072241,Iztapalapa
36463.63,60.0,19.2802991012,-99.1848063469,Tlalpan
78521.47,86.0,19.403707,-99.151813,Benito Juárez
245050.24,380.0,,,Xochimilco
384689.5,,19.3840559,-99.1617205,Benito Juárez
115910.26,58.0,19.3865508,-99.1937082,Álvaro Obregón
39146.05,65.0,,,Iztacalco
105372.96,60.0,19.375412,-99.144234,Benito Juárez
158059.45,100.0,19.370133,-99.187262,Benito Juárez
40766.69,65.0,19.348586,-99.115129,Iztapalapa
298669.98,114.0,,,Cuajimalpa de Morelos
97469.99,75.0,19.381174,-99.17284,Benito Juárez
35636.08,65.0,19.482659,-99.106549,Gustavo A. Madero
25822.49,48.0,19.436436,-99.117256,Venustiano Carranza
376708.35,158.0,19.39004,-99.160422,Benito Juárez
34077.61,70.0,19.374721,-99.140098,Benito Juárez
55320.8,70.0,19.282552,-99.14574,Tlalpan
263494.89,84.0,19.4157753,-99.165401,Cuauhtémoc
42676.05,64.0,19.449392,-99.138544,Cuauhtémoc
63750.64,67.0,19.3653,-99.148217,Benito Juárez
32770.99,75.0,19.442774,-99.154919,Cuauhtémoc
237145.4,71.0,19.41498,-99.177444,Cuauhtémoc
35631.86,67.0,19.35944,-99.217652,Álvaro Obregón
211238.58,106.0,19.3851203,-99.14982,Benito Juárez
19498.62,60.0,19.446829,-99.159454,Cuauhtémoc
58074.27,75.0,19.52686,-99.147293,Gustavo A. Madero
131242.03,120.0,19.369615,-99.168285,Benito Juárez
44783.51,85.0,19.458383,-99.185711,Miguel Hidalgo
69879.82,60.0,19.404604,-99.175377,Miguel Hidalgo
44203.95,50.0,19.410307,-99.065399,Iztacalco
26524.33,1.0,19.492029,-99.111359,Gustavo A. Madero
67438.69,85.0,19.296529,-99.118675,Tlalpan
92875.73,40.0,19.42078,-99.167909,Cuauhtémoc
39585.09,55.0,19.861804,-90.488467,Miguel Hidalgo
86142.4,69.0,19.397983,-99.146696,Benito Juárez
93465.82,84.0,19.371321,-99.140985,Benito Juárez
27607.71,75.0,19.4426,-99.097198,Venustiano Carranza
44178.77,64.0,19.382649,-99.143384,Benito Juárez
226890.18,92.0,19.381729,-99.164986,Benito Juárez
169705.09,68.0,,,Cuajimalpa de Morelos
32138.75,68.0,19.446253,-99.157519,Cuauhtémoc
107322.36,108.0,19.306452,-99.124168,Coyoacán
342462.14,141.0,,,Coyoacán
14492.21,51.0,,,Venustiano Carranza
177068.56,84.0,19.367424,-99.185753,Benito Juárez
65612.21,92.0,19.416291,-99.157479,Cuauhtémoc
40645.77,72.0,19.2790911,-99.2114234,Tlalpan
84630.08,65.0,19.413992,-99.138695,Cuauhtémoc
80654.99,110.0,19.472481,-99.182374,Azcapotzalco
210795.91,105.0,,,Tlalpan
118070.41,107.0,19.39868,-99.132459,Benito Juárez
147557.13,97.0,19.3668017,-99.1724994,Benito Juárez
172074.75,80.0,19.399649,-99.165891,Benito Juárez
129081.88,51.0,19.38529,-99.189065,Benito Juárez
51393.55,70.0,19.48888,-99.179278,Azcapotzalco
60062.59,80.0,19.366408,-99.204292,Álvaro Obregón
52516.51,47.0,19.443178,-99.144234,Cuauhtémoc
31085.02,79.0,19.4753714,-99.1048072,Gustavo A. Madero
255529.44,113.0,19.394073,-99.153915,Benito Juárez
94835.67,80.0,19.360846,-99.163444,Benito Juárez
151737.07,100.0,19.350054,-99.123847,Coyoacán
258163.77,104.0,19.417364,-99.159454,Cuauhtémoc
226551.88,60.0,19.430766,-99.191251,Miguel Hidalgo
10579.0,47.0,19.534109,-99.145271,Gustavo A. Madero
142287.24,100.0,19.510954,-99.144234,Gustavo A. Madero
23492.37,60.0,19.39527,-99.068478,Iztacalco
34720.39,69.0,19.374009,-99.020302,Iztapalapa
152790.8,76.0,,,Benito Juárez
44446.31,60.0,19.405526,-99.165735,Cuauhtémoc
41105.2,73.0,19.298083,-99.05033,Tláhuac
48364.5,70.0,19.420907,-99.132313,Cuauhtémoc
85878.96,70.0,19.396893,-99.152302,Benito Juárez
25559.0,62.0,19.4258822217,-99.0609097481,Venustiano Carranza
66911.83,70.0,19.451872,-99.173522,Miguel Hidalgo
20157.35,47.0,19.3481352,-99.0802278,Iztapalapa
96198.77,70.0,19.365865,-99.148341,Benito Juárez
79048.46,50.0,19.404661,-99.133858,Cuauhtémoc
71653.61,65.0,19.391819,-99.188639,Benito Juárez
192305.66,94.0,19.299511,-99.150433,Coyoacán
152827.03,170.0,19.2790911,-99.2114234,Tlalpan
289775.66,170.0,,,Benito Juárez
279238.36,120.0,19.400959,-99.162199,Benito Juárez
55268.12,90.0,19.290953,-99.124863,Tlalpan
48218.66,1200.0,19.486021,-99.118413,Gustavo A. Madero
145083.57,,19.364967,-99.1428406,Benito Juárez
86882.69,85.0,19.348122,-99.125716,Coyoacán
21281.12,47.0,,,Iztapalapa
65858.1,65.0,19.296478,-99.220693,Tlalpan
184402.69,92.0,19.367239,-99.186126,Benito Juárez
47417.83,58.0,19.317345,-99.079012,Iztapalapa
40129.66,70.0,19.402339,-99.18437,Miguel Hidalgo
47391.8,60.0,19.470215,-99.140075,Gustavo A. Madero
298205.49,145.0,19.36399,-99.172172,Benito Juárez
62170.05,105.0,19.455666,-99.188522,Miguel Hidalgo
56866.41,55.0,,,Iztacalco
75552.41,75.0,19.336195,-99.23692,Álvaro Obregón
32191.44,62.0,19.474655,-99.189277,Azcapotzalco
63223.78,117.0,19.441814,-99.156422,Cuauhtémoc
57968.87,70.0,19.414261,-99.104118,Venustiano Carranza
121705.77,90.0,19.392172,-99.154625,Benito Juárez
60238.19,75.0,19.40176,-99.154049,Benito Juárez
156478.85,75.0,19.367424,-99.185753,Benito Juárez
212309.14,120.0,19.380659,-99.189305,Benito Juárez
30873.91,66.0,19.49041,-99.207561,Azcapotzalco
66011.63,187.0,19.384808,-99.137496,Benito Juárez
168596.74,143.0,19.368475,-99.17952,Benito Juárez
28304.83,50.0,19.44168,-99.159496,Cuauhtémoc
90093.88,69.0,19.369509,-99.172532,Benito Juárez
30634.02,46.0,19.446,-99.136478,Cuauhtémoc
54741.25,45.0,19.451305,-99.14368,Cuauhtémoc
107721.28,150.0,19.387683,-99.174712,Benito Juárez
63223.78,80.0,19.441809,-99.156423,Cuauhtémoc
58654.06,85.0,19.365843,-99.149901,Benito Juárez
60076.83,50.0,19.399461,-99.175182,Miguel Hidalgo
34246.21,85.0,19.428622,-99.14602,Cuauhtémoc
99074.07,60.0,19.443357,-99.207884,Miguel Hidalgo
79566.6,122.0,19.2990233,-99.0436467,Tláhuac
30959.7,65.0,19.454231,-99.145452,Cuauhtémoc
70141.28,75.0,19.412913,-99.181919,Miguel Hidalgo
71143.62,70.0,19.3850289,-99.1944048,Álvaro Obregón
145613.19,100.0,,,Álvaro Obregón
97706.99,,19.4718098,-99.1631425,Azcapotzalco
34246.21,60.0,19.524143,-99.160149,Gustavo A. Madero
43740.15,87.0,19.523000777,-99.1457437277,Gustavo A. Madero
54918.54,85.0,19.392185,-99.135357,Benito Juárez
49876.5,103.0,19.387613,-99.202726,Álvaro Obregón
65910.79,53.0,19.484503,-99.211634,Azcapotzalco
73778.56,45.0,19.287188,-99.170525,Miguel Hidalgo
192305.66,85.0,,,Benito Juárez
111706.31,,19.3712485,-99.1405125,Benito Juárez
43202.91,50.0,19.410307,-99.065399,Iztacalco
97493.1,0.0,19.436516,-99.173988,Miguel Hidalgo
89514.33,51.0,19.400097,-99.122093,Iztacalco
188646.95,78.0,19.333635,-99.238933,Álvaro Obregón
25451.1,60.0,19.465166,-99.156325,Azcapotzalco
289775.66,115.0,19.394358,-99.177444,Benito Juárez
77551.81,50.0,19.396705,-99.181902,Álvaro Obregón
168636.73,98.0,,,Benito Juárez
237089.17,250.0,19.340202,-99.257774,Álvaro Obregón
89567.02,64.0,19.39912,-99.141464,Iztacalco
57639.01,70.0,19.413758,-99.125533,Venustiano Carranza
142253.5,55.0,19.372684,-99.183678,Benito Juárez
249003.98,,19.3679526,-99.2983107,Cuajimalpa de Morelos
60043.36,110.0,19.444584,-99.174675,Miguel Hidalgo
59746.47,80.0,19.522966,-99.145785,Gustavo A. Madero
132769.93,70.0,19.378643,-99.148281,Benito Juárez
37407.4,70.0,19.296354,-99.138952,Tlalpan
42422.67,71.0,19.482325,-99.185753,Azcapotzalco
36889.28,82.0,,,Xochimilco
285824.17,96.0,19.41498,-99.177444,Cuauhtémoc
79556.59,90.0,19.440749,-99.141649,Cuauhtémoc
42149.18,81.0,,,Iztapalapa
148094.96,120.0,19.335033,-99.200347,Álvaro Obregón
88513.29,60.0,23.634501,-102.552788,Benito Juárez
78521.47,60.0,19.457911,-99.144234,Cuauhtémoc
263020.6,175.0,19.380747,-99.155304,Benito Juárez
358353.05,515.0,,,Venustiano Carranza
86942.61,50.0,19.4306069,-99.0949899,Venustiano Carranza
89514.33,52.0,19.404061,-99.124172,Iztacalco
59377.66,48.0,19.443178,-99.144234,Cuauhtémoc
100894.61,,,,Benito Juárez
125160.07,59.0,19.3249413,-99.223798,La Magdalena Contreras
81669.05,90.0,23.634501,-102.552788,Cuauhtémoc
358268.08,106.0,19.438027,-99.188563,Miguel Hidalgo
304073.1,107.0,19.3928136,-99.1738213,Benito Juárez
177267.41,102.0,19.427607,-99.160835,Cuauhtémoc
210795.91,122.0,19.368544,-99.163605,Benito Juárez
131747.44,129.0,19.390748,-99.158695,Benito Juárez
94917.33,51.0,19.444449,-99.18071,Miguel Hidalgo
45429.02,55.0,19.398514,-99.130366,Iztacalco
110030.19,58.0,19.463891,-99.155763,Azcapotzalco
100104.31,112.0,19.265137,-99.208259,Tlalpan
80293.84,121.0,19.2990233,-99.0436467,Tláhuac
64056.22,68.0,19.479793,-99.186945,Azcapotzalco
152790.8,135.0,19.366306,-99.269288,Álvaro Obregón
62606.38,1200.0,19.522844,-99.142831,Gustavo A. Madero
35616.06,66.0,19.478625,-99.154723,Azcapotzalco
100104.31,60.0,19.355093,-99.292638,Cuajimalpa de Morelos
94045.37,65.0,19.472155,-99.161186,Azcapotzalco
42149.18,59.0,19.455859297,-99.2047137022,Miguel Hidalgo
62448.28,80.0,19.346767,-99.123658,Coyoacán
36322.1,77.0,19.458765,-99.178604,Miguel Hidalgo
79029.72,100.0,19.271549,-99.231438,Tlalpan
40645.77,72.0,19.2790911,-99.2114234,Tlalpan
105372.96,58.0,19.506042,-99.153915,Gustavo A. Madero
372071.94,115.0,19.4092359,-99.1703192,Cuauhtémoc
189850.81,,19.3977319,-99.1472551,Benito Juárez
38334.68,1200.0,19.258864,-99.121322,Xochimilco
202842.96,97.0,19.432657,-99.177444,Miguel Hidalgo
35692.35,10.0,19.441695,-99.142965,Cuauhtémoc
151037.29,63.0,19.4306069,-99.0949899,Venustiano Carranza
60603.82,68.0,,,Coyoacán
36269.27,75.0,19.452689,-99.117987,Venustiano Carranza
33919.69,62.0,19.475639,-99.063207,Gustavo A. Madero
31769.94,65.0,19.441816,-99.092908,Venustiano Carranza
137632.9,65.0,19.39365,-99.14769,Benito Juárez
48998.42,86.0,19.264168,-99.119228,Xochimilco
68508.67,50.0,19.399978,-99.177076,Miguel Hidalgo
63223.78,64.0,19.415035,-99.141559,Cuauhtémoc
63223.78,90.0,19.301865,-99.108429,Coyoacán
50052.15,74.0,19.313878,-99.094271,Iztapalapa
20284.29,57.0,19.3230172472,-99.0465371311,Iztapalapa
184402.69,102.0,19.403561,-99.156308,Benito Juárez
31419.63,63.0,19.302512,-99.142927,Coyoacán
352053.45,,19.4314455213,-99.1745028638,Miguel Hidalgo
63961.39,75.0,19.377169,-99.187643,Benito Juárez
65858.1,53.0,19.481949,-99.209764,Azcapotzalco
53158.13,80.0,19.395097,-99.150424,Benito Juárez
136564.13,61.0,19.364891,-99.148384,Benito Juárez
37416.27,57.0,19.3275633,-99.1217504,Coyoacán
66911.83,89.0,19.366505,-99.222297,Álvaro Obregón
240718.39,107.0,,,Benito Juárez
96416.26,60.0,19.36461,-99.14455,Benito Juárez
346677.06,160.0,19.275206,-99.218292,Tlalpan
35847.88,180.0,19.453854,-99.193979,Miguel Hidalgo
43240.85,56.0,19.375983,-99.017354,Iztapalapa
57902.44,48.0,19.443178,-99.144234,Cuauhtémoc
44783.51,70.0,19.302512,-99.142927,Coyoacán
76537.65,80.0,19.384262,-99.08305,Coyoacán
379342.68,145.0,19.405298,-99.164986,Cuauhtémoc
326656.19,137.0,19.275206,-99.218292,Tlalpan
40147.1,60.0,19.366632,-99.1979,Álvaro Obregón
30926.96,65.0,19.453201,-99.132967,Cuauhtémoc
104319.23,65.0,19.386852,-99.194748,Álvaro Obregón
30558.16,57.0,19.29292,-99.064874,Iztapalapa
95257.16,100.0,19.396247,-99.190282,Álvaro Obregón
39514.86,56.0,19.452301,-99.207422,Miguel Hidalgo
136984.85,175.0,19.509334,-99.138277,Gustavo A. Madero
85878.96,92.0,19.396893,-99.152302,Benito Juárez
45584.61,61.0,,,Venustiano Carranza
221335.7,120.0,19.381729,-99.164986,Benito Juárez
53158.18,80.0,19.395097,-99.150424,Benito Juárez
118255.23,,19.3833145,-99.1971532,Álvaro Obregón
31436.28,50.0,19.400687,-99.09121,Iztacalco
103897.74,120.0,19.302422,-99.230829,Tlalpan
32138.22,69.0,19.472481,-99.182374,Azcapotzalco
312104.84,,19.3990351,-99.148108,Benito Juárez
113275.94,,19.38338,-99.1602642,Benito Juárez
32876.36,70.0,19.322108,-99.141935,Coyoacán
98787.15,75.0,19.284672,-99.220367,Tlalpan
121178.91,120.0,19.3941609998,-99.1636083127,Benito Juárez
342462.14,133.0,19.275206,-99.218292,Tlalpan
260422.54,87.0,19.3728751311,-99.1573405266,Benito Juárez
59022.85,65.0,,,Xochimilco
88513.29,60.0,23.634501,-102.552788,Benito Juárez
229186.2,95.0,19.3799182,-99.1837918,Benito Juárez
108270.72,60.0,19.375412,-99.144234,Benito Juárez
152790.8,90.0,19.367424,-99.185753,Benito Juárez
76395.4,64.0,19.478815,-99.196831,Azcapotzalco
192305.66,85.0,19.368544,-99.163605,Benito Juárez
44048.85,797.0,19.418198,-99.144746,Cuauhtémoc
310850.25,87.0,,,Cuajimalpa de Morelos
117089.64,61.0,19.4306069,-99.0949899,Venustiano Carranza
248897.27,119.0,19.302678,-99.170213,Coyoacán
77160.1,90.0,19.477827,-99.216217,Azcapotzalco
100104.31,70.0,19.343979,-99.124863,Coyoacán
54806.93,58.0,19.39556,-99.07988,Iztacalco
29504.43,44.0,19.3484112,-99.0349033,Iztapalapa
69809.59,50.0,19.418058,-99.131088,Cuauhtémoc
113834.15,,19.3712485,-99.1405125,Benito Juárez
79029.72,67.0,19.428152,-99.106194,Venustiano Carranza
104343.97,0.0,19.3073525,-99.1061901,Coyoacán
23708.91,92.0,19.423112,-99.151665,Cuauhtémoc
86858.93,85.0,19.348122,-99.125716,Coyoacán
267399.71,98.0,19.394358,-99.177444,Benito Juárez
150192.08,95.0,19.386808,-99.1938216,Álvaro Obregón
76395.4,64.0,19.478815,-99.196831,Azcapotzalco
94022.66,57.0,23.634501,-102.552788,Benito Juárez
156481.71,52.0,19.405298,-99.164986,Cuauhtémoc
178712.55,85.0,,,Benito Juárez
89567.02,64.0,19.410307,-99.065399,Iztacalco
190549.41,240.0,19.484264,-99.216966,Azcapotzalco
392607.38,180.0,19.390982,-99.243919,Miguel Hidalgo
168596.74,90.0,19.381729,-99.164986,Benito Juárez
122408.24,175.0,19.397686,-99.161395,Benito Juárez
137802.55,77.0,19.394073,-99.153915,Benito Juárez
126236.81,97.0,19.271467,-99.146309,Tlalpan
92671.88,,,,Cuajimalpa de Morelos
363328.79,,19.340691,-99.1906718,Álvaro Obregón
134034.41,150.0,19.457458,-99.065399,Gustavo A. Madero
62170.05,85.0,19.411112,-99.193066,Miguel Hidalgo
182032.81,100.0,19.341894,-99.224525,Álvaro Obregón
210795.91,92.0,19.425778,-99.175754,Cuauhtémoc
54934.45,80.0,19.44673,-99.161695,Cuauhtémoc
71143.62,50.0,,,Miguel Hidalgo
126447.56,104.0,19.493973,-99.130394,Gustavo A. Madero
177904.71,90.0,19.434639,-99.150056,Cuauhtémoc
390582.44,370.0,19.39365,-99.14769,Benito Juárez
63238.77,140.0,19.296374,-99.118628,Tlalpan
174181.71,100.0,19.383952,-99.160229,Benito Juárez
71126.75,90.0,19.474885,-99.188231,Azcapotzalco
53845.18,75.0,19.454332,-99.200287,Miguel Hidalgo
97224.1,104.0,19.371172,-99.167321,Benito Juárez
210745.93,98.0,19.432657,-99.177444,Miguel Hidalgo
50579.55,60.0,19.438604,-99.103424,Venustiano Carranza
44309.33,66.0,19.356318,-99.062294,Iztapalapa
99577.45,89.0,19.272016,-99.208006,Tlalpan
47417.83,53.0,19.443592,-99.121407,Venustiano Carranza
60589.45,65.0,19.346609,-99.072311,Iztapalapa
129608.75,85.0,19.392172,-99.154625,Benito Juárez
289775.66,54.0,23.634501,-102.552788,Miguel Hidalgo
67438.69,92.0,19.401507,-99.14682,Benito Juárez
100262.37,75.0,19.418578,-99.17134,Cuauhtémoc
123842.59,75.0,19.387245,-99.147388,Benito Juárez
175231.5,115.0,19.428324,-99.176337,Miguel Hidalgo
168162.43,63.0,19.3865081,-99.1809914,Benito Juárez
218912.34,70.0,19.430547,-99.172743,Cuauhtémoc
60589.45,75.0,19.2814228,-99.1418011,Tlalpan
189716.32,80.0,,,Álvaro Obregón
59332.35,44.0,19.410553,-99.133858,Cuauhtémoc
13338.63,55.0,19.327745,-99.073007,Iztapalapa
63223.78,50.0,19.454082,-99.125206,Cuauhtémoc
395148.62,160.0,,,Miguel Hidalgo
263432.41,180.0,19.2464696,-99.1013498,Cuauhtémoc
52686.48,108.0,19.360537,-99.132469,Iztapalapa
105741.77,60.0,19.493973,-99.130394,Gustavo A. Madero
300911.16,138.0,,,Benito Juárez
90093.88,60.0,19.369509,-99.172532,Benito Juárez
164188.93,64.0,,,Álvaro Obregón
26290.55,45.0,19.451263,-99.131162,Cuauhtémoc
33719.34,60.0,19.385027,-99.223488,Álvaro Obregón
268828.02,101.0,19.39365,-99.14769,Benito Juárez
295641.26,107.0,19.392814,-99.173821,Benito Juárez
39524.23,70.0,19.387651,-99.142257,Benito Juárez
61626.9,65.0,19.39942,-99.141673,Benito Juárez
234167.9,83.0,19.3794059,-99.1591446,Benito Juárez
344510.97,121.0,19.394358,-99.177444,Benito Juárez
35479.32,60.0,19.474655,-99.189277,Azcapotzalco
46316.97,49.0,,,Iztapalapa
29363.91,65.0,19.457352,-99.155304,Cuauhtémoc
179134.04,,19.396389,-99.165,Benito Juárez
100209.69,65.0,19.369777,-99.137803,Benito Juárez
36880.53,45.0,19.299713,-99.037758,Tláhuac
79620.67,,19.412155,-99.1348288,Cuauhtémoc
124337.96,0.0,19.3886333,-99.1729107,Benito Juárez
136457.99,,19.38338,-99.1602642,Benito Juárez
40578.21,63.0,,,Xochimilco
334559.17,147.0,19.433469,-99.177344,Miguel Hidalgo
42149.18,,19.3061819338,-99.2363154888,La Magdalena Contreras
202842.96,100.0,19.402695,-99.172013,Miguel Hidalgo
51118.0,75.0,19.439759,-99.1047,Venustiano Carranza
203555.81,101.0,19.381729,-99.164986,Benito Juárez
86140.71,60.0,19.31691,-99.135933,Coyoacán
69194.89,98.0,19.401496,-99.173452,Miguel Hidalgo
107322.36,90.0,19.306452,-99.124168,Coyoacán
115910.26,129.0,19.390748,-99.158695,Benito Juárez
32507.56,65.0,19.384399,-99.068451,Iztapalapa
68087.07,80.0,19.400731,-99.125466,Iztacalco
287141.33,90.0,19.443178,-99.20237,Miguel Hidalgo
310850.25,268.0,19.363308,-99.17051,Benito Juárez
57985.53,69.0,19.2990233,-99.0436467,Tláhuac
40568.59,63.0,19.38797,-99.067408,Iztacalco
106391.6,66.0,,,Álvaro Obregón
87248.81,50.0,19.393568,-99.186143,Álvaro Obregón
173932.97,0.0,19.3794059,-99.1591446,Benito Juárez
39069.34,1200.0,19.435666,-99.14973,Cuauhtémoc
28088.55,35.0,19.460296,-99.172043,Azcapotzalco
42149.18,57.0,19.306198,-99.235825,La Magdalena Contreras
354740.9,0.0,19.41498,-99.177444,Cuauhtémoc
40314.71,75.0,19.482761,-99.151089,Gustavo A. Madero
60302.26,47.0,19.417463769,-99.1368538141,Cuauhtémoc
167964.51,83.0,19.305561,-99.171219,Coyoacán
26975.47,50.0,19.305987,-99.051035,Tláhuac
48087.81,0.0,19.4083163022,-99.1089105606,Venustiano Carranza
19757.43,62.0,19.299518,-99.150439,Coyoacán
84298.37,70.0,19.466822,-99.157379,Azcapotzalco
10574.65,44.0,,,Gustavo A. Madero
30836.17,60.0,19.415783,-99.060391,Venustiano Carranza
31769.94,69.0,19.525082,-99.144372,Gustavo A. Madero
61918.4,44.0,,,Iztacalco
71653.61,98.0,19.356955,-99.109557,Iztapalapa
210795.91,64.0,,,Miguel Hidalgo
177068.56,152.0,19.300642,-99.11401,Coyoacán
66541.2,80.0,19.304032,-99.112841,Coyoacán
79029.72,80.0,19.370046,-99.146155,Benito Juárez
49051.11,56.0,19.456993,-99.118637,Venustiano Carranza
26349.48,55.0,,,Iztapalapa
76922.26,75.0,19.365843,-99.149901,Benito Juárez
211652.14,89.0,19.400004,-99.16735,Benito Juárez
184402.69,110.0,19.357464,-99.207909,Álvaro Obregón
44256.64,567.0,19.438456,-99.150497,Cuauhtémoc
51393.61,65.0,19.48888,-99.179278,Azcapotzalco
199729.12,0.0,19.3375477327,-99.2229540646,Álvaro Obregón
27923.83,20.0,19.302891,-99.053674,Tláhuac
38092.32,58.0,19.315626,-99.10273,Coyoacán
56796.02,100.0,19.335224,-99.121939,Coyoacán
136984.85,85.0,19.414261,-99.104118,Venustiano Carranza
63961.39,57.0,,,Benito Juárez
34509.64,50.0,19.291269,-99.055684,Tláhuac
123813.23,80.0,19.387245,-99.147388,Benito Juárez
94835.67,68.0,19.43965,-99.179173,Miguel Hidalgo
63223.78,50.0,19.454082,-99.125206,Cuauhtémoc
52686.48,64.0,19.437147,-99.167073,Cuauhtémoc
249003.98,,19.3679526,-99.2983107,Cuajimalpa de Morelos
181768.36,108.0,19.380715,-99.183428,Benito Juárez
306813.45,142.0,,,Benito Juárez
40568.59,58.0,,,Iztapalapa
363622.94,168.0,19.441608,-99.204101,Miguel Hidalgo
17228.48,44.0,19.391009,-99.057668,Iztapalapa
32778.76,75.0,19.444538,-99.162752,Cuauhtémoc
45036.4,64.0,19.440749,-99.141649,Cuauhtémoc
31769.94,45.0,19.309824,-99.045654,Tláhuac
66384.96,79.0,19.293561,-99.117034,Tlalpan
192305.66,85.0,,,Benito Juárez
121800.61,67.0,19.446829,-99.159454,Cuauhtémoc
121178.91,308.0,19.364099,-99.26406,Álvaro Obregón
268764.78,205.0,19.3930931,-99.1569399,Benito Juárez
160851.83,87.0,19.39912,-99.141464,Benito Juárez
71126.75,80.0,19.44661,-99.160309,Cuauhtémoc
91557.51,33.0,19.421298,-99.160017,Cuauhtémoc
289791.68,117.0,19.416294,-99.16748,Cuauhtémoc
65952.94,70.0,19.479793,-99.186945,Azcapotzalco
395242.33,1065.0,19.46731,-99.133163,Gustavo A. Madero
43387.26,50.0,,,Cuauhtémoc
129312.75,67.0,19.4623699537,-99.1446418778,Cuauhtémoc
52159.61,,19.4288827,-99.1458327,Cuauhtémoc
41727.69,88.0,19.318989,-99.094437,Iztapalapa
26957.09,85.0,19.421296,-99.06582,Venustiano Carranza
42676.05,70.0,19.449392,-99.138544,Cuauhtémoc
230556.05,80.0,19.353592,-99.177275,Álvaro Obregón
100894.61,80.0,19.355751,-99.299347,Cuajimalpa de Morelos
222389.68,95.0,,,Cuauhtémoc
42917.25,60.0,19.4279665308,-99.1459840536,Cuauhtémoc
131716.2,680.0,19.390542,-99.16307,Benito Juárez
123681.52,90.0,19.347437,-99.055725,Iztapalapa
211097.14,290.0,19.385472,-99.256456,Cuajimalpa de Morelos
90199.26,60.0,19.335043,-99.235537,Álvaro Obregón
172033.69,90.0,23.634501,-102.552788,Benito Juárez
263432.41,74.0,19.443178,-99.20237,Miguel Hidalgo
257348.97,160.0,19.3339183962,-99.2400678992,Álvaro Obregón
74762.12,50.0,19.308287,-99.146309,Coyoacán
63765.76,67.0,19.3653,-99.148217,Benito Juárez
40392.98,80.0,19.324075,-99.117756,Coyoacán
133433.65,,19.3854414,-99.1917749,Álvaro Obregón
46954.78,63.0,19.491447,-99.180214,Azcapotzalco
41680.96,55.0,19.449997,-99.18117,Miguel Hidalgo
289775.66,54.0,23.634501,-102.552788,Miguel Hidalgo
131747.44,129.0,19.390748,-99.158695,Benito Juárez
52349.29,60.0,19.309208,-99.171906,Coyoacán
66911.83,70.0,19.451872,-99.173522,Miguel Hidalgo
97996.85,50.0,19.381978,-99.156831,Benito Juárez
37776.2,75.0,19.328643,-99.124224,Coyoacán
184051.43,120.0,19.400877,-99.16222,Benito Juárez
